,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,beta_2019,beta_2020,beta_2021,beta_2022,average_beta_201923,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Retail (General),5,0.512628357996795,1.057754071819077,0.16062586454626585,3.191443416941984,6.585203913498047,37.169999999999995,304.18,0.12219738312841079,0,0,-0.11824019130280755,,0.781897592259553,-1.0344340609526468,0.1417194711879962,-1.1761535321406429,573.56,-674.594619894587,-0.12605658632200917,0.0907490999560452,-0.21680568627805435,2888.1020000000003,-626.1569361510215,0.3960103018254111,0.3156445060832901,0.0819,0.04186046511627907,0.05733,0.6039896981745889,0.182,0,1.04,1.04,0.0018132366273798733,56.4,26.305999999999997,-30.094,-0.011256405461006171,-51.25,16.1,-1.5999999999999979,0.01430729583222252,0,0,,,0.999883631713555,-1.0343136856335333,0.026000000000000002,0.011075000000000003,0.359,0.75,-1.0344340609526468,-1.0344340609526466,0.23106899300327693,-0.2627358072801347,-0.16777079089540342,-0.1682623328314587,-0.16121879331758365,-0.1682623328314587,-0.16121879331758365,-0.1682623328314587,-0.16121879331758365,-0.07587901868745019,0.04718359755557523,-0.07587901868745019,0.768931006996723,0,0.12306261624302542,0.0004915419360552653,0.007477194225489329,27.420493186242705,27.420493186242705,,,,,,,0.6,443.921568627451,81.63036200694486,55.72366092496461,,80.46719681908549,1.0728959575878065,,1.6775331731497714,0.7762377114515987,1.956128332300062,22.19,2.07,1.864,0.9004830917874397,0.09328526363226677,,0.08400180261378999,,1.5251868332477607,0.5115778311950172,0.0020492951382613416,0.458072054010567,0.3156445060832901,20.217703884871046,1.22,0.68,1.34,1.43,1.036525671599359,0.1121363372100852,0.0043556815162518825,0.15614206004782571,0.1465326366132318,0.0245620405632805
Retail (Grocery and Food),5,0.7578867012143597,0.7561839425888792,0.1970848704730253,3.845483924744444,3.836844202063582,290.518,72.546,4.004603975408705,0,0,0.04494486742035282,0.7737788233658984,2.8303328399949574,0.16486727096147621,0.11237669761389794,0.05249057334757827,1729.84,90.8002933995748,0.19057485838656057,0.11220581640592087,0.07836904198063971,1713.496,134.28503995765823,0.9968957046401649,0.38114372216701486,0.0819,0.10313304711360054,0.05733,0.003104295359835141,0,0,1.48,1.48,0.0008555704573833419,49.157000000000004,31.439999999999998,-17.717000000000006,-0.1783865965887352,1.6669999999999998,9.62,-0.9800000000000004,0.004441612647053391,0,0,1.1102348044084014,0.21158284062596186,1,0.16486727096147621,-0.037500000000000006,0.0756,0.342,0.324,0.16486727096147621,0.16486727096147621,0.15385408444617096,0.058805748073514505,0.07524510471024981,0.07507581812228388,0.06733302023478627,0.07507581812228388,0.06733302023478627,0.07507581812228388,0.06733302023478627,0.06500233825810904,0.08413687758827025,0.06500233825810904,0.846145915553829,0,0.01913453933016122,0.00016928658796592987,0.0002146496200639866,75.98506593888963,75.98506593888963,87.47903323262841,113.06827969358791,101.03989265525973,101.03989265525973,87.48262015929691,113.07291586311113,0.19999999999999996,289.6953562470128,136.03867434692867,87.16312056737588,161.23681696164525,111.82183966481426,3.4512913476794527,17.114686327854603,17.57902620151924,6.576488257985337,6.56782927994022,368.56600000000003,83.351,89.017,1.0679775887511846,0.2261494549144522,0.2261533285215796,0.24152254955693142,0.24153827786249596,0.0031139620176773262,0.7545392180627525,0.004416864877353796,0.4062460761815282,0.38114372216701486,1.5407032482637024,1.64,0.86,0.56,0.63,0.8895773402428719,0.13401377359035083,0.0030506639085943147,0.09894295887387511,0.02633530208892639,0.08363066738917606
Retail (Online),13,1.4918942118028564,1.483175734558938,0.20196298949158878,7.386968352758464,7.343799664941622,35.311,47.831,0.7382450711881415,26.27,0.4292000000000371,0.00832574891929442,,0.9028640806694295,0.013642062046214626,0.18311299897258468,-0.16947093692637005,2640.2899999999995,-447.4524200573255,-0.1030638407723417,0.18033178591585786,-0.28339562668819956,1886.2794926311265,-534.5633589232972,0.9778887999217366,0.4448479749901087,0.0819,0.10778917070393357,0.05733,0.022111200078263393,1.001,2.01,80.58500000000001,78.575,0.029759988486113276,17.153000000000002,85.846,68.693,0.24462273692007466,-48.67700000000001,705.0240000000001,399.0140000000001,0.18399232530197207,0,0,,,0.9722091118576307,0.013262937025857013,-0.013549999999999996,-0.05125,0.3706666666666667,1.695,0.013642062046214626,0.013761681960696678,0.39384775820379153,0.02114965233046046,-0.06655572870854361,-0.1282272905028261,-0.11440577719791412,-0.1282254430330361,-0.11440412886536067,-0.1279734251874481,-0.11415211101977267,-0.1524543555283626,0.037416312107543266,-0.15052488059685717,0.6061522417962084,0.0019294749315054017,0.18987066763590585,0.061671561794282515,0.002115611131531942,,,,,,,,,0.3846153846153846,304.40718057256174,156.47301386838618,93.21396396396398,,42.10601401455883,0.24841306203279545,3.9998399366703152,5.1401638428483984,7.292538580690924,7.298334209188858,195.15200000000002,15.117000000000003,30.163000000000004,1.9953033009194945,0.0774626957448553,0.17174226828518022,0.15456157251783226,0.3568656681100779,0.0226111599601437,1.4600660831283414,0.021334038581765597,0.4705488014972735,0.4448479749901087,,1.26,1.23,1.62,0.88,1.296378842360571,0.2034755464240119,0.04657632699843928,0.19197453515860333,0.16919252120014985,0.09294479212050824
Retail (Special Lines),28,0.9473655699633488,1.0387100102354028,0.18042618193108897,5.25071006781699,5.7569804953924155,130.67999999999998,208.64199999999997,0.6263360205519503,-0.12,0.13580000000001746,-0.016713976996844022,-0.7382619924875593,1.5681994972937092,-0.07957178855477927,0.13986648399590468,-0.21943827255068393,1422.2880000000002,-312.1044217895672,0.048689052892431646,0.12877391728587217,-0.08008486439344054,2973.814242414951,-238.15751033508346,0.8656040798808089,0.38017190805270007,0.0819,0.1887378934481388,0.05733,0.1343959201191911,18.3716,0,170.071,170.071,0.11957564150158052,199.536,109.36200000000001,-90.17399999999999,-0.04489020135724982,274.56999999999994,22.166,-21.032999999999998,0.004760994469204745,0,0,1.417208206218072,0.06900252531213988,0.999271433214726,-0.07951381519259342,0.41733333333333333,0.008744999999999992,0.3285,0.4706666666666666,-0.07957178855477927,-0.07928138944951572,0.26564446619237675,-0.02426786209771387,0.03890547383164785,0.038226803964547064,0.031011957511023494,0.03823501909003128,0.03101862213102941,0.03826413863756755,0.03104774167856568,0.012801021714433735,0.10668604538961232,0.01312137962326425,0.7343555338076233,0.0003203579088305136,0.09388502367517859,0.0006786698671007868,0.01764498768530475,44.28546219887092,44.48770982837398,81.61912409101825,137.84275718903046,,,82.89830417914368,140.003105174288,0.1785714285714286,98.88220017072284,64.25725144629232,59.923925764748745,,77.3760878496993,1.6439678721607502,8.670349745012498,4.378900217026269,2.7743243643125584,3.1696182428207784,214.83300000000003,56.859,56.515,0.993949946358536,0.26466604292636603,,0.2630647991695875,,0.15526257701754026,0.9368857076923514,0.011062110132842144,0.40442153506472217,0.38017190805270007,2.3316188868343524,1.33,0.79,0.64,1.12,0.96547311399267,0.15090673919343822,0.08233005270252132,0.4149874322777533,0.15188224209365694,0.34807015452230006
Rubber& Tires,16,1.1219221909220582,1.265009592764102,0.19673265405129403,5.702775659344991,6.430094682880029,867.0780000000001,510.80799999999994,1.697463626254875,0,2.4633999999999787,0.034196272715001814,0.8589267525665949,1.3204628527400293,0.05675634905390781,0.16188543337594713,-0.10512908432203932,5336.424999999998,-561.0134738032385,0.05913514306533555,0.14417896466026908,-0.08504382159493354,7944.505200000002,-675.631082888822,0.8306499419115662,0.3241214139406342,0.0819,0.1826817241491621,0.05733,0.16935005808843384,85.85900000000001,0,0,0,0,878.5490000000003,1154.4750000000001,275.9259999999998,0.0963257241203556,23.051000000000016,25.2,-4.574999999999999,0.002263038130486239,0,0,1.7097166082735096,0.10110433623143425,0.716520952468997,0.04066711328276889,1.355504,0.005685714285714291,0.1484,0.34,0.05675634905390781,0.055291687857871516,0.34954621471925257,0.028871664291166874,0.05450561388176494,0.054506090506923274,0.044548823916488255,0.054506090506923274,0.044548823916488255,0.0547409141899317,0.044783647599496684,0.10253026951055552,0.20507302660025944,0.10834900476853937,0.6504537852807475,0.005818735257983853,0.10254275708970392,-4.7662515833487766e-07,0.001331881342450982,15.336166551609757,16.258250774695195,28.867130005316614,39.520824724722296,14.683876064883203,15.517206434445967,29.18909323670145,39.96161161392887,0.1875,42.46892994622518,47.64755996168556,22.576325563945105,42.92488719025053,36.7263214620186,1.0801859253534882,2.804416618496648,2.133312197167805,1.3393373804528779,1.5909833577746713,510.21999999999997,129.32700000000003,121.47299999999998,0.9392702219954067,0.25347301164203684,0.3001625148004552,0.23807965191486025,0.2820165765096464,0.20387656646157135,1.1070224390548151,0.01328055723275935,0.39632249530862135,0.3241214139406342,0.32816423781178705,0.85,0.6,1.21,1.49,1.0543844381844116,0.16661384632027443,0.11892131338066032,0.18758479161566777,0.1484891363780911,0.08705034229312374
Semiconductor,8,1.9836144211648226,2.081026285187286,0.13031260822227975,15.221968528028288,15.969493002838151,11.166,3.5999999999999996,3.101666666666667,0,0.05119999999999969,0.0988989872760322,6.489437629664054,0.9074499971723188,0.0080318628099611,0.24128385754872292,-0.23325199473876182,75.57399999999998,-17.62778625038718,0.018926200126029642,0.22825487937111757,-0.20932867924508794,84.8752,-17.76681351666269,0.9281333722290961,0.5517693124812344,0.0857,0.11788711234441789,0.059989999999999995,0.07186662777090391,0.10384000000000002,0.461,12.966000000000001,12.505,0.16546695953634852,3.6290000000000004,10.163,6.534,0.30485699622078105,0.8810000000000001,5.481,-0.42900000000000027,0.03589861147498035,0,0,8.373940601466932,0.1584868756668482,0.8289291598023064,0.006657845290708447,0.3435,-0.11125,,,0.0080318628099611,0.00869161025879395,0.2155673850947806,0.007881069851986498,0.022890158400415483,0.022890158400415483,0.02019170372548418,0.022890158400415483,0.02019170372548418,0.023554920799792264,0.020856466124860962,0.0868475720592054,0.15402492858997663,0.08783432874578032,0.7844326149052194,0.0009867566865749157,0.06717735653077124,0,0.0026097117631783957,54.809233610341636,55.589436224011976,168.34486670448095,,43.871692535107165,44.37015996412019,168.34486670448095,,0.375,176.2077650989886,114.21506057815111,,152.3390203632361,67.3341185708677,,3.931259764238035,3.4885842172572024,3.5938717216307454,3.8534406647623993,3.239,0.6859999999999999,0.4,0.5830903790087464,0.21179376350725532,0.48864592094196807,0.12349490583513431,0.33641715727502103,0.07743135838150289,1.9740300076998523,0.0048317925916984365,0.5064765478436518,0.5517693124812344,14.82849640110446,0.74,0.73,1.16,1.77,1.2767228842329643,0.2523383083783943,0.7071539859776681,0.21384056089327447,0.6705790703713321,0.25301220462217616
Semiconductor Equip,1,1.85220423059725,1.8796577631473141,0.044721359549995794,41.416545678281466,42.03042532832593,59.9,5.22,11.475095785440613,0,0,0.644811320754717,3.190752026641246,0.844537396673638,0.1935483870967742,0.22169070035423366,-0.028142313257459473,93,-2.617235132943731,0.17067050953161006,0.2164930535838282,-0.04582254405221814,100.41,-4.601041648283223,0.9683765841882921,0.3649262939279657,0.0819,0.2245689655172414,0.05733,0.03162341581170791,0,0,0.544,0.544,0.005849462365591398,2.41,19.9,17.49,0.6675572519083969,-0.045999999999999985,0.003,0.003,2.0477815699658705e-05,0,0,3.7305189660419686,0.6366895727517179,1,0.1935483870967742,0,0,,,0.1935483870967742,0.1935483870967742,0.7641509433962264,0.21226415094339623,0.26229952830188685,0.2606132075471698,0.20208756912817177,0.2606132075471698,0.20208756912817177,0.2606132075471698,0.20208756912817177,0.3856132075471699,0.4645047169811321,0.3856132075471699,0.23584905660377364,0,0.07889150943396227,0.001686320754716981,0.00020047169811320757,30.109523809523807,30.109523809523807,37.194117647058825,47.96573259654056,25.137308868501528,25.137308868501528,37.194117647058825,47.96573259654056,0,36.63470319634703,44.57222222222222,,36.63470319634703,44.57222222222222,,7.7591876208897474,6.67812197876299,9.461084905660377,9.693278301886792,23.2,5.21,6.9,1.324376199616123,0.2245689655172414,0.2245689655172414,0.2974137931034483,0.2974137931034483,0.03265611367318958,1.8376503989241202,0.007857573928786964,0.2811704834605598,0.3649262939279657,1.2372784378400332,,,2.58,3.2,2.54406807686575,0.24034585855606005,0.0856132075471698,0.16391509433962265,0.048466981132075475,0.17877358490566042
Shipbuilding & Marine,20,1.0660587710181157,1.245141226092186,0.16579258300066826,6.4300751681624915,7.510234797941275,931.3720000000001,501.1970000000002,1.8582952411925844,186.8,0,0.16691158846212736,0.5379563757468305,0.3370184172137127,0.13948775260001833,0.15995224129876967,-0.020464488698751337,5875.2469999999985,-120.23392583387268,0.10065339468144859,0.1366241853601596,-0.03597079067871102,10967.999999999998,-394.5276321641024,0.7726803113694055,0.4386170659416945,0.0819,0.1255669865630032,0.05733,0.22731968863059449,155.91800000000003,0,0,0,0,1161.8820000000003,-53.35600000000001,-1215.2380000000003,-0.17610993832142277,57.495000000000005,837.4680000000001,279.31600000000003,0.05212234749351947,0,0,0.5339978329438149,0.05374869463833205,0.8097458893871449,0.11294963428771587,0.12973,0.02499999999999999,0.1785,0.16285,0.13948775260001833,0.13948775260001836,0.5503292647097812,0.22170788043992853,0.3415452473178087,0.3415452473178087,0.29865843983719587,0.3415452473178087,0.29865843983719587,0.3415452473178087,0.29865843983719587,0.4438469891662686,0.4476912513682165,0.4438469891662686,0.44967073529021884,0,0.00384426220194794,0,0.014880351735112209,16.69021593080588,16.69021593080588,23.07206925339844,25.39775689376202,17.920031402303003,17.920031402303003,23.28754988142519,25.634958184458235,0.30000000000000004,42.35939730881664,38.171031051791815,16.447792016822955,30.48362701088327,27.609617020172312,1.6954017206123617,3.292702635129511,2.3875136326022823,6.345402765596316,7.953751983677173,943.224,88.66000000000003,129.397,1.4594743965711703,0.09399676004851448,0.09851897867951605,0.13718586465145075,0.14077698950023007,0.2941962999260592,1.032508997416066,0.0314708480565371,0.41679489168699624,0.4386170659416945,0.316938599560159,0.92,0.65,1.05,1.02,0.9412117542036231,0.1589109340927115,0.19090373437203256,0.03599701116053433,0.12608557798387518,0.1432102646399839
Shoe,12,0.3906975661464086,0.3987485835238544,0.14916387534622016,2.6192505741726757,2.673224885035536,59.26399999999999,69.007,0.8588114249279056,-0.001,0.3937999999999988,-0.007188093389401837,-0.0854630595975485,1.6084227196896292,0.14700768873368208,0.07759823717687103,0.06940945155681105,667.2099999999998,46.310680173219886,0.15648092232285932,0.07682338564925968,0.07965753667359964,808.7364,64.42194944227495,0.9617701568789827,0.33130119483757803,0.0819,0.1664595262165751,0.05733,0.03822984312101729,93.72500000000001,0,2.4059999999999997,2.4059999999999997,0.0036060610602359085,292.751,245.12100000000004,-47.62999999999994,-0.16481425091351995,10.724000000000032,0.054,-0.0049999999999999975,4.4387270717142124e-05,0,0,0.7286031571674457,0.11401249404090913,0.044451241270326625,0.00653467424049398,0.13703333333333334,-0.016416666666666666,0.243,0.2966666666666667,0.14700768873368208,0.14629147773424903,0.498913737036724,0.07540417746138885,0.11731332497943553,0.11635390800974789,0.09698569160899828,0.11635390800974789,0.09698569160899828,0.1166566471144458,0.0972884307136962,0.11616325463756641,0.24064683769094167,0.11799752458121604,0.501086262963276,0.0018342699436496284,0.12448358305337526,0.0009594169696876514,0.008176569623075208,39.16544451756448,39.65967315422044,49.5457674824251,68.54128787899032,48.90380480813082,49.67601784201609,49.594620487340784,68.60887080370468,0.33333333333333337,84.60843402610848,50.351099419314494,66.73465085379009,97.89459652335489,73.67636175626768,2.483472868188798,11.675637914670633,8.681328836059857,5.589171195965529,5.770527909962407,136.19799999999998,37.824999999999996,28.110000000000003,0.7431592861863848,0.27772067137549744,0.27817420534292625,0.20639069589861825,0.2072153093117887,0.03974945869091642,0.3879539128995095,0.0070224477566133495,0.3771455225140727,0.33130119483757803,0.4651966762567244,1,1.01,1.05,1.08,0.9061395132292818,0.09793756968159806,0.09801658991843418,0.2909455023485728,0.14834677388356307,0.23731194120496002
Software (Entertainment),7,1.219451180957866,1.1856349576007208,0.17431171555479702,6.995807350507755,6.801808781624905,10.950000000000001,48.87399999999999,0.22404550476736104,12.31,1.2372000000000298,-0.019746166083978358,-0.12663169957560894,0.3459869085792202,0.22932599402383091,0.15416228137455013,0.07516371264928079,3633.7659999999996,273.12734345872644,0.05998473353083619,0.15344924200912155,-0.09346450847828536,3568.0772,-333.4885817105767,0.99263634652301,0.38610850108824757,0.0819,0.16397689836383883,0.05733,0.007363653476989973,22.01,11.5,91.61100000000002,80.11100000000002,0.02204627375565736,12.163,10.282,-1.8810000000000002,-0.03309463905554481,-2.4080000000000013,104.36999999999999,86.1,0.02893693566806559,0,0,0.40206530841180615,0.024117780387075665,0.9735874823146533,0.22326891715096678,-0.0378,0.52235,0.20933333333333334,0.262,0.22932599402383091,0.22934255209447735,0.3912724745404647,0.6750195219472048,0.21687425273874283,0.2061793038198213,0.17237066107263144,0.2061793038198213,0.17237066107263144,0.20718148444562529,0.17337284169843542,0.21181150709432423,0.29996079409772963,0.2138876378281874,0.6087275254595352,0.0020761307338632066,0.08814928700340541,0.010694948918921546,0.005552009383495287,24.917606128075704,25.133936737417596,29.151337759792558,38.544570303077776,28.274531710383794,28.551672575272576,29.331619062585943,38.782942394510044,0.2857142857142857,20.270199675398963,39.526944729266845,40.272420537591465,4.214782696712781,9.122476069868684,0.34818610953697265,2.481811762266938,2.6740375505399587,6.206318630579957,6.047572798232169,973.768,110.51,71.282,0.6450275993122794,0.11348699074112109,0.11399968702899924,0.07320224119092021,0.07338552262039089,0.007418279113779487,1.179510003504278,0.03275340421763725,0.3685870100813712,0.38610850108824757,0.8950857201601611,0.92,0.59,1.16,1.13,1.0038902361915731,0.17606589381322202,0.24846416548130915,0.0005338159007475042,0.04565867535892842,0.027308044986342726
Software (Internet),7,0.4883816218840528,0.48524858120292436,0.08754566787671368,5.578592678872665,5.542805177821893,2.84,2.6119999999999997,1.0872894333843799,0,0,0.007063415843117824,0.044442976080348924,2.852257665459044,0.552235550708833,0.08601468695104454,0.4662208637577885,9.170000000000002,4.275245320658922,0.5678902514656806,0.08537639608466017,0.48251385538102043,11.316999999999998,5.460609301347008,0.9777480274589113,0.4414373337325649,0.0819,0.04816143722791655,0.05733,0.022251972541088683,0,0.061,0.051,-0.010000000000000002,-0.0010905125408942203,0.28300000000000003,-0.185,-0.468,-0.119815668202765,-1.0510000000000002,0,0,0,0,,-0.06491013611735164,-0.03686183352235438,1,0.552235550708833,-0.23,0.22795,,,0.552235550708833,0.552235550708833,0.3785433253818272,0.15688218346293256,0.21072523931968154,0.20917624461724343,0.19910201604253874,0.20917624461724343,0.19910201604253874,0.20917624461724343,0.19910201604253874,0.1589888162582484,0.15905077604634593,0.1589888162582484,0.6214566746181728,0,6.195978809752477e-05,0.001548994702438118,0.004244245484680443,17.989876621322363,17.989876621322363,25.26629146919431,33.25387207612,33.45167575993764,33.45167575993764,25.42565165876777,33.46361173516585,0.5714285714285714,85.09740823127984,34.37487914401736,,81.92315035799523,28.815253609774167,,8.16814201408719,8.152823289167497,5.317048235695035,5.318442330927228,6.983,1.616,0.29100000000000004,0.1800742574257426,0.2314191608191322,0.2433408577878104,0.04167263353859373,0.043792325056433413,0.022758391647099262,0.4776393685323319,0.02199561341043097,0.4694856523433635,0.4414373337325649,38.253387323238734,0.33,1.04,0.52,0.65,0.6056763243768105,0.10665828620396711,0.11865299420675983,0.014033892004089348,0.11605068310666379,0.030422255955884655
Software (System & Application),74,1.2407987165306618,1.1671560519201296,0.1554501368881144,7.981972492077826,7.508234314133753,144.428,159.71399999999994,0.9042914209148857,196.192,32.915199999999686,0.04440863859687594,0.3578381101950309,1.7224831308002928,0.1700916595688749,0.1523642838518286,0.0177273757170463,3849.7890000000016,68.24665603435199,0.2560923540032041,0.14952474991981626,0.10656760408338786,2795.2993639844494,297.8883559156407,0.9701209519667708,0.44344889577218205,0.0819,0.15606682442796727,0.05733,0.02987904803322916,318.3762,98.812,200.427,101.615,0.02639495307405158,168.42399999999998,190.189,21.765000000000015,0.03664270959074313,0.4109999999998877,580.2320000000001,142.26799999999997,0.09589899857018877,2.22,0.0038260557845827183,0.6476532208249616,0.1658590378988214,0.5137936247837178,0.08739201031537037,0.1505363636363636,0.011397560975609775,0.22365384615384615,0.21385714285714288,0.1700916595688749,0.15450842425770658,0.3732551918478974,0.1359992905291455,0.1752673392516827,0.16806774698973345,0.1418379474282827,0.1680702823102311,0.14184008706936135,0.1749064576807925,0.14867626243992274,0.1917754134287713,0.22855532958825764,0.23666149101863068,0.6267448081521025,0.04488607758985937,0.03677991615948637,0.007199592261949265,0.0035702002302872592,15.351751812445663,18.849363653214294,22.095495722781077,29.923597967016004,16.06451298341492,19.824499539171637,22.62060575423745,30.634746595084433,0.33783783783783783,91.34811089368003,88.32248762842666,26.630832889581495,27.509150972865893,26.639045281884837,1.2456467399678945,4.76567352164318,5.913114904564324,4.005503591384664,3.8018515951431264,940.959,237.16699999999997,230.74999999999997,0.972943116032163,0.2520481763817552,0.2674623354764718,0.24522853811908912,0.25995928524997214,0.030799301852675133,1.1425237972072932,0.079202950498007,0.3966328595935344,0.44344889577218205,0.35057426026616506,0.79,0.83,1.2,1.2,1.0521597433061323,0.17206445089863598,0.20844984772130257,0.0151690933228325,0.08363905379517059,0.12359144281781224
Steel,157,0.9316469962073162,1.1514794266256503,0.15880427133865305,5.866636888000082,7.250934857854667,6002.258999999998,3615.0210000000015,1.6603662883286143,1294.383,53.60319999999956,0.0358926315284129,0.3882408795543251,1.4225481431856728,0.1923918967694985,0.15083894821067578,0.04155294855882272,45522.43699999998,1891.5914829332473,0.1488210677659955,0.1222871702181011,0.026533897547894397,73155.06508409049,1941.0890020508036,0.6946626120930428,0.40424857201362974,0.0819,0.17387061689481043,0.05733,0.3053373879069572,2408.0751999999984,265.78399999999993,168.91100000000003,-96.8729999999999,-0.0021280275482615297,7848.564000000001,8396.454999999993,547.8909999999914,0.015320469557315633,479.59699999999793,966.2349999999999,209.34899999999982,0.008371524467051382,40.034,0.04143298472938778,0.7031817905125056,0.10464826489767565,0.7250474415367267,0.13949325252512293,0.4007232727272727,0.11539690476190473,0.0961995,0.10275,0.1923918967694985,0.1913557926373775,0.43751779269203017,0.0841590657490671,0.1263012604178236,0.12599803152984665,0.10409067606022043,0.12601023009458812,0.10410075365298507,0.12652531561645422,0.10461583917485115,0.23437943135685357,0.30008494944420305,0.23637146334421488,0.5624822073079698,0.001992031987361325,0.06570551808734951,0.0003032288879769517,0.004602225793823845,6.3992079080663515,6.478733035575932,8.241427345072891,11.233218345959642,4.500624154404118,4.53887575023214,8.44232342517173,11.50704342966275,0.22292993630573243,40.58543660740564,23.024575389708108,15.598288615145744,5.601222311574695,8.533323601262326,0.830493781144752,1.7614563955298885,1.4728961955703632,0.781878983614743,1.0638191173388212,12115.694000000001,3072.963999999998,2991.0189999999984,0.9733335632958929,0.25363499606378287,0.2573001254700473,0.24687145449530157,0.2529886045047755,0.4395477496434779,0.880549072376141,0.05484687230162501,0.3973726325476617,0.40424857201362974,0.8872356898275942,0.81,0.54,0.74,1.01,0.8063293992414632,0.14429280100669106,0.05763162133419136,0.20654955179568568,0.13422802062855865,0.07702981404158843
Telecom (Wireless),3,1.0837985966404802,1.8613970815742962,0.2601682996555345,4.165759618198837,7.154588333931555,3793.3300000000004,7141.799999999999,0.531144809431796,0,0,-0.15952387758213274,-1.8400342115345576,0.40842598465950875,,0.21991393603717901,,,,0.05182432935692313,0.13629476626994572,-0.08447043691302258,51393.4,-4341.222952445735,0.4856861519940592,0.3505688529608227,0.0819,0.10131643271178153,0.05733,0.5143138480059408,427.9,8.5,1836.9,1828.4,-0.2731401254855094,6997.392,3853,-3144.392,-0.05000082688258903,-30.5,181.5,-16.80000000000001,0.0021408502537172947,0,0,-2.3517457986135066,-0.12187764883110659,0.9947159792541368,,0.32899999999999996,-0.12126666666666665,0.1405,0.625,,,0.5704703102370607,-0.17029689762939249,0.14165994931016085,0.14119311685341873,0.12688793393037262,0.14119311685341873,0.12688793393037262,0.14119311685341873,0.12688793393037262,0.3797359745407425,0.42449929491577104,0.3797359745407425,0.42952968976293926,0,0.04476332037502859,0.00046683245674212977,0.0007808331427700283,13.607489236883191,13.607489236883191,38.81924621250463,63.220921790893975,15.130582713676525,15.130582713676525,40.69339001923271,66.27314744157847,0.6666666666666667,100.33707865168539,69.47270931094097,29.279279279279276,,69.47270931094097,1.1115633489750556,,2.054898152171135,2.8292171659425263,5.745626572147267,1909.2,580.3,380.07000000000005,0.6549543339651905,0.3039492981353446,,0.19907291011942177,,1.0589427882478144,1.0689943679451575,0.013659575442533605,0.3312335812335812,0.3505688529608227,0.7909112183769569,0.68,0.58,0.73,0.94,0.8027597193280961,0.15857505580465037,0.045782834057473895,2.048555530147115e-05,0.3076453998018142,-0.545257355743578
