,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,beta_2019,beta_2020,beta_2021,beta_2022,average_beta_201923,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Drugs (Pharmaceutical),156,1.0386192332712016,1.045441237810116,0.14816567174595902,7.009850669404658,7.055893753868995,2186.779000000001,1565.3380000000004,1.3970011588551485,407.00899999999996,93.16939999999704,0.03178061621650992,0.29197518924808835,0.9289108983955892,0.10726243823915393,0.1405214324389243,-0.03325899419977035,33376.93099999998,-1110.0831545351348,0.10918096599071117,0.1356730567096227,-0.026492090718911537,37993.48577022527,-1006.5268717524824,0.9417202518677504,0.3417814733200684,0.0819,0.21114617162972765,0.05733,0.058279748132249565,1063.8646400000002,163.731,344.9370000000001,181.20600000000013,0.005429079144514522,2964.4320000000016,2788.671000000003,-175.7609999999986,-0.02367094131051349,1.8230000000004338,3280.3240000000014,42.327000000001135,0.0626505589654084,0.128,3.902053577634403e-05,0.5032214159760001,0.05494220030347319,0.7028386596877007,0.07538818832684172,0.2141227142857143,0.13234541666666663,0.1249777777777778,0.17675000000000002,0.10726243823915393,0.09491174884723987,0.5829891130321142,0.10144037994633605,0.14682999928341842,0.1456371984091946,0.11488646151821409,0.1456500715449584,0.11489661654064451,0.14828998749552275,0.11753653249120886,0.20859029138801857,0.4034777808571173,0.2603772641845253,0.4170108869678858,0.05178697279650672,0.19488748946909867,0.001192800874223842,0.0021949950192056062,14.536630915372596,18.596020717362386,23.67733679025068,31.6830650326505,13.377509472098861,16.69876049728626,23.914847970895103,32.00088296331563,0.22435897435897434,33.56552132517816,52.57063547550341,25.850825594060268,29.247253718195875,31.234010740267376,1.767129320524321,3.445573539767199,3.088099916835594,3.399967182887796,3.483199317947675,4772.218000000001,1186.9929999999993,1089.8030000000003,0.9181208313781134,0.24872983589601294,0.2512675171207633,0.22836404372138913,0.2401397645720123,0.06188647638899243,1.0020326489029823,0.035226176442917936,0.3525841078492011,0.3417814733200684,0.22592317948611967,0.65,0.64,1.13,1.19,0.9297238466542403,0.15794115586079172,0.23635276927889878,0.253454304239678,0.13819041705755394,0.3210325076135731
Education,26,0.7643517078529724,0.7947109634256432,0.11333536372609547,6.744158952012789,7.012029937507148,9.188999999999998,17.787000000000006,0.5166132568729969,4.2090000000000005,0.30079999999999896,-0.025667072665402673,,0.46552026137843255,-0.00834153687682949,0.11612537674131508,-0.12446691361814458,306.778,-38.18371082594716,-0.00044265499648040384,0.11022078552907362,-0.11066344052555402,342.1505210715611,-37.86355383939002,0.8995738859158913,0.4319955363676901,0.0819,0.11700785564428706,0.05733,0.10042611408410873,3.3040000000000003,0,32.442,32.442,0.10575073831891466,38.988,8.989999999999998,-29.998,-0.337420138576442,7.501000000000001,63.169000000000004,14.321000000000005,0.12381829764296567,0.006,9.498329876996628e-05,,,0.9994142908121536,-0.00833665116203997,0.01008,-0.017029999999999997,,,-0.00834153687682949,-0.007345947204948732,0.5042253167417973,-0.016066248948379543,0.004664799909592035,-0.0032207837868381047,-0.0028439267824462914,-0.003215662014290905,-0.0028394042975219374,-0.0013271400589675152,-0.0009508823421985472,0.08313138035384672,0.1666143472419292,0.08553598111478043,0.49577468325820273,0.002404600760933713,0.08348296688808246,0.00788558369643014,0.019236806087469704,24.693547047587412,25.092619941769698,,,62.66323554547572,64.47578891862858,,,0.3846153846153846,1175.8138635603063,1110.2545440241015,,,31.069053274516445,,2.4602998557257116,2.680439070429889,4.999886990042567,5.359961332208849,20.807000000000002,5.542,6.106000000000001,1.1017683146878385,0.26635266977459504,7.256609642301679,0.293458932090162,9.4961119751166,0.1116374270712194,0.737108718835827,0.03564195479286578,0.4717981194331487,0.4319955363676901,1.6796634864983726,1.2,0.73,0.65,0.85,0.8388703415705944,0.1319898205394474,0.3192656864099248,0.021672798503245893,0.1854430618164467,0.12028654302540215
Electrical Equipment,102,1.0638157017096912,1.0706218783250228,0.17001333196331186,6.257248707644045,6.297281901139719,563.6630000000001,356.55100000000033,1.5808762280851816,1.613,32.251199999999926,0.01321996323828922,0.2898796691295313,1.5318773983427414,0.12067426035283652,0.1429715087610247,-0.022297248408188197,9983.205999999996,-222.59802409211477,0.08196175907617839,0.13737363887624343,-0.05541187980006504,11899.258399999993,-659.3602761707139,0.9346360197786605,0.3946838661631269,0.0819,0.15690424790441165,0.05733,0.06536398022133949,205.32640000000004,0,117.00799999999998,117.00799999999998,0.011720483379788019,921.6689999999996,1034.999,113.33000000000038,0.03625601680963698,-29.904000000000167,94.66199999999999,6.405000000000001,0.004272659228232137,1.1949999999999998,0.012623861739663221,0.6683519462280192,0.054779301194835844,0.8295644782670769,0.10010707982986623,0.19034629629629626,0.018663529411764697,0.172,0.23283000000000004,0.12067426035283652,0.12031915204672386,0.2819437788855237,0.06609076428534785,0.06178063062161088,0.06136292630020347,0.051734822499856205,0.06136292630020347,0.051734822499856205,0.06313222832418224,0.053504124523834976,0.07731145222472537,0.1793281894734013,0.08390036210367395,0.7180562211144763,0.0065889098789485845,0.10201673724867592,0.00041770432140740126,0.0019323899418511043,26.12187701094548,28.12531250379156,39.37620693477901,52.981890463202156,30.000712719692576,32.55753951217989,41.019403935143785,55.192862272320035,0.2549019607843137,47.85231107238548,35.736715592195104,32.640352509228,49.372261362707405,30.996136075546648,1.3312775877484277,4.165188871338244,3.784088102881598,2.452025144549337,2.517070660550504,1735.3960000000002,343.9860000000002,291.61300000000006,0.8477467106219435,0.1982175826151496,0.19885792454469367,0.16803830364942643,0.201064990188521,0.06993522487697294,1.0206560128772015,0.040570644673815666,0.4219217692307118,0.3946838661631269,0.7186759731525026,1.05,0.87,1.12,1.19,1.0587631403419384,0.15967508277577758,0.1829574552184376,0.2320790225916373,0.20358515827532123,0.20222100859629333
Electronics (Consumer & Office),8,1.0663693417321418,1.0800356439129652,0.15061771018608303,7.079973134730829,7.170708162928637,57.395999999999994,14.183000000000003,4.046816611436225,0,0.4181999999999988,0.02488620989397842,1.2335301560243535,8.028490336383427,0.1699408853026931,0.1438874681527315,0.026053417149961594,162.227,4.226567703986819,0.18315465983616155,0.1410933268400344,0.04206133299612716,218.37579999999997,9.185177242095664,0.9677192347196797,0.4028076045103677,0.0819,0.1706130476645089,0.05733,0.03228076528032031,2.18,0,10.533999999999999,10.533999999999999,0.06493370400734771,13.322,25.757999999999992,12.435999999999993,0.12322998107355543,0.9359999999999982,7.069,5.41,0.008959237938804945,0,0,1.7809276807530692,0.3261852035611325,0.9209256773912728,0.15650292491385526,0.16958,0.056999999999999974,0.39399999999999996,0.456,0.1699408853026931,0.1696113759470764,0.09470017590410376,0.0157247089368867,0.027826956904635342,0.027218365209773065,0.022574556968888042,0.027218365209773065,0.022574556968888042,0.027456896650064913,0.022813088409179894,0.029045851423773753,0.05377623446579682,0.029690376836327057,0.9052998240958963,0.0006445254125533018,0.024730383042023057,0.0006085916948622769,0.0008356015304341477,49.61131886099104,50.53575845522154,64.22129086336965,86.6427202863656,59.43914012371767,60.758090487785715,64.8374895222129,87.47405094511201,0.25,89.11490008400769,59.64089996120051,56.50299401197605,129.7135874458689,92.12241330877993,2.0202283620346475,15.014690555362554,11.629920561355398,1.7255656423465748,1.7647704691004253,41.96699999999999,10.568,8.012,0.7581377744133233,0.2518169037577144,0.2644744912926368,0.19091190697452765,0.21367042696749078,0.03335757327348271,1.055391924495446,0.010294198086063489,0.4420953460225295,0.4028076045103677,1.179695558765104,1.35,1.83,1.59,1.34,1.4352738683464283,0.16346770579768188,0.14667972448534933,0.1157231118827671,0.23109030884745171,0.036251417385531164
Electronics (General),27,0.49501786601221176,0.4846303360410179,0.11182862885277749,4.42657547615918,4.333687545065354,56.80100000000001,29.39699999999999,1.9322039663911292,38.2,1.4602000000000146,0.0487740700525165,0.7610046603351284,2.4268056179172435,0.13494822797758343,0.08595453169679104,0.04899369628079239,686.2779999999998,33.62329589618963,0.18003386840290664,0.08502177928518444,0.0950120891177222,566.5871999999996,53.83263353936066,0.9674142298121449,0.3817677333928242,0.0819,0.1497278189972833,0.05733,0.032585770187855134,13.4535,0,42.37699999999999,42.37699999999999,0.061749028819224866,23.151999999999994,56.22299999999998,33.070999999999984,0.1447099543610769,1.1559999999999988,20.779,15.488,0.013058525497086831,0,0,1.5063476318378461,0.27119359131932486,0.8547326480369715,0.11534465624717681,0.39149999999999996,0.19128750000000008,0.32,0.368,0.13494822797758343,0.13364119194870075,0.3528691335326551,0.06735432877308095,0.08697255339466198,0.08600018763677304,0.0731235671085619,0.08600018763677304,0.0731235671085619,0.08706215359015332,0.07418553306194217,0.09278202061531769,0.24046234282692985,0.09762348572396884,0.647130866467345,0.004841465108651147,0.14768032221161215,0.0009723657578889265,0.0015796398101232223,44.38218959804255,46.443474681513116,56.29538266384778,75.53887159647121,49.972778473091374,52.58041152263375,56.72681606765327,76.11778217404189,0.2222222222222222,74.99143518344789,57.1552806720162,38.02562214724192,87.5914096489756,69.87530907806432,1.898785572773487,7.4068276398125805,7.998760349105535,4.934369311351227,4.878516825854893,128.91799999999998,33.324999999999996,16.7,0.5011252813203301,0.2584976496687817,0.2694028524817883,0.1295397074109124,0.13487102453521993,0.033683368699448143,0.47346676706365926,0.04353600229051303,0.37629351237453434,0.3817677333928242,0.40596911225096743,0.7,0.51,0.64,0.68,0.6050035732024424,0.10629671613391345,0.2560645586863098,0.1954906083431455,0.20361135333386182,0.2624412998719269
Engineering/Construction,144,0.9622193966612387,1.2624589749124266,0.18421920651744572,5.22323060038865,6.853025798875486,1658.8349999999991,1125.7489999999993,1.473538950512059,31.045000000000005,41.3821999999991,0.012229110161280348,0.18999347335267988,0.9794746097173118,0.0666134038774922,0.16163725825897912,-0.09502385438148692,18195.317000000003,-1728.9891530329937,0.07575925611051422,0.12369914549797448,-0.04793988938746026,50551.67791872662,-2423.4418477742715,0.6362850160742404,0.3911806267354655,0.0819,0.1517856134250149,0.05733,0.3637149839257596,614.2479999999999,1.772,915.3480000000001,913.576,0.050209402782045505,6805.107999999999,7528.242,723.1340000000009,0.02102265295848315,1151.9129999999968,1066.7190000000003,-193.80599999999936,0.011816592557741921,7.688000000000001,0.0072071463993797795,0.6423726622100653,0.048665675034765175,0.49321646266001795,0.03285482742619983,0.11115882352941175,0.31925624999999996,0.18547083333333333,0.15512105263157894,0.0666134038774922,0.06477219521180651,0.29089936732143995,0.02447893362060512,0.09069284022919936,0.09020213137332533,0.07651074553058138,0.09020250654444424,0.07651106375612185,0.09103827277136732,0.07734682998304494,0.11051469496003014,0.252345610345016,0.11845788930563907,0.70910063267856,0.007943194345608931,0.14183091538498588,0.0004907088558740407,0.014997389126750488,13.269719904115279,14.151484283827248,18.753735269509615,26.281503842520067,15.10957366089068,16.195567519998335,19.84255507684036,27.807377037322993,0.375,108.27701952389313,71.47937959265376,14.632528053188764,59.69117954852732,21.50746009670639,1.386495239159303,2.8570782658172558,1.7701363918821247,1.2153319807889011,1.7898482041771877,3989.7349999999997,1019.8469999999996,1128.3659999999993,1.1064071375412192,0.2556177289970386,0.4008710462106013,0.2828172798444005,0.46656172432913134,0.571622739397217,0.9016688730449983,0.06292798069373969,0.41291040729183603,0.3911806267354655,0.47983579482259775,1.01,0.69,0.75,0.95,0.8724438793322478,0.14573246207636603,0.2704383611249203,0.11253092933051274,0.24587567355834203,0.1581148475226792
Entertainment,60,0.5812605127915772,0.7452127666001951,0.12890242172501806,4.5093063808495,5.781216183741878,108.20100000000001,238.99400000000006,0.4527352151100027,14.456000000000001,0.22699999999997544,-0.06329576254739962,-0.9013625358366295,0.6799509093262979,-0.0344237289331719,0.11130920219019898,-0.14573293112337088,991.903,-144.55293158006495,0.04815416701531409,0.09413014139061215,-0.045975974375298066,2697.84770464907,-124.03617693740233,0.6817466708927011,0.42936803317495115,0.0819,0.09015093245291915,0.05733,0.31825332910729887,7.703600000000001,0.913,145.63600000000002,144.723,0.1459043878282453,365.1070000000001,249.72399999999993,-115.38300000000015,-0.053347616942814466,84.92400000000006,338.83900000000006,1.920000000000016,0.08369831859353606,0.004,1.1805016541779427e-05,0.13714125017733084,0.006603922665728162,0.9992989592731025,-0.03439959649721807,0.30674444444444443,0.17011515151515147,0.65075,0.3525,-0.0344237289331719,-0.034089394658463855,0.6648524534399175,-0.018613675068305566,0.0814220858654909,0.07735755046325672,0.07038369515672038,0.0777011492943681,0.07069631823281734,0.07782489520857237,0.07082006414702162,0.03681141122675267,0.3470380570474114,0.03739906803517655,0.3351475465600825,0.0005876568084238802,0.31022664582065873,0.004064535402234186,0.017810689466442504,24.13168007375149,24.23168988144928,44.22063743465837,48.930235719981376,95.80064870853536,97.3300088060934,46.11070764591964,51.02160269995723,0.5833333333333333,398.1441578899711,268.81856719719616,42.38775153858376,,48.96825628666714,1.3891703911111246,4.217733309077677,2.4238613293385973,2.527783410851698,3.5828549788645625,59.991,16.471000000000007,28.123000000000008,1.707425171513569,0.2745578503442184,,0.46878698471437397,,0.46682051074861514,0.561672572562285,0.033699072615854433,0.4438484759573263,0.42936803317495115,0.8448428395748682,0.33,0.26,0.47,0.59,0.4462521025583154,0.11558367357474175,0.1406473165126111,0.1297816620548145,0.1230890251002505,0.11990379436590849
Environmental & Waste Services,10,1.2302385001401122,1.1657349973148599,0.1545855565466492,7.958301717333234,7.54103438482027,37.591,8.302,4.527945073476271,0,0.12040000000000362,0.047153118486451824,0.31870481467573086,5.271244713542458,0.5535846623807775,0.15222601523873586,0.40135864714204167,165.97099999999998,66.6138960248118,0.8383310545476625,0.14743856364571792,0.6908924909019446,118.32120000000002,81.74722859450718,0.9495505519280883,0.36792259901983265,0.0819,0.18504251670811236,0.05733,0.05044944807191165,1.697,0,0.393,0.393,0.002367883545920673,12.577,30.205000000000002,17.628,0.3197185142193848,16.087999999999994,1.099,-0.06099999999999994,0.0022452398463675737,0,0,1.006117767994249,0.8434597694417593,0.9815300558343039,0.5433599845756188,0,0.33049999999999996,0.25,,0.5535846623807775,0.5458311282403002,0.39176847843514506,0.147312810646144,0.19491261824595155,0.19491261824595155,0.15884549682755314,0.19491261824595155,0.15884549682755314,0.1951056597723264,0.159038538353928,0.18526374859708192,0.2622270322270322,0.18704505371172037,0.6082315215648549,0.0017813051146384478,0.07696328362995028,0,0.017942921276254607,7.677209631946264,7.743479375636135,8.198277493069666,10.800423214972776,8.558717641008059,8.641009441881799,8.213248661232079,10.820146254637299,0.19999999999999996,58.034453099417384,69.3610893469492,10.571428571428573,12.847221362516557,11.169117009280942,,4.098578199052133,4.635823700710189,1.6638768638768633,1.6008658008658008,125.74400000000001,30.39,27.813999999999997,0.9152352747614345,0.2416815116427026,0.2420354723664999,0.22119544471306776,0.22191372060923745,0.05312981806968857,1.1239348783872358,0.08640895382543261,0.37274988482542015,0.36792259901983265,1.6388866867106306,0.33,0.58,0.96,1.25,0.8700477000280223,0.16993735901132,0.20655924322590985,0.07960397627064296,0.15139810806477472,0.13170755170755172
Farming/Agriculture,57,0.5561908884258441,0.6184283859636994,0.12348277239703079,4.504198258827059,5.008215915134166,161.96200000000005,119.33699999999997,1.3571817625715417,-3.7859999999999996,2.4352000000000658,0.007746276788514412,0.13946671212312556,1.499299489143417,0.12131863149234058,0.09897308195426796,0.02234554953807262,2390.7209999999986,53.42197453721048,0.09395054857303389,0.09247193794373126,0.001478610629302629,3553.8350000000005,5.254738205787709,0.8438841770242607,0.38909929089433015,0.0819,0.16371576695518958,0.05733,0.15611582297573934,63.3085,1.35,253.399,252.049,0.10542802777906755,972.5450000000002,957.53,-15.015000000000214,-0.01085447842116693,-1.9809999999999945,134.80300000000003,-4.575999999999993,0.02597924943995534,0,0,0.43828774850654295,0.041177374405029624,0.7817241819203623,0.09483770795504784,0.23057789473684212,0.2576993103448275,0.12836,0.155,0.12131863149234058,0.11837734660787619,0.30582386792844146,0.05443406228258628,0.0747611369784112,0.07438371566868981,0.0622059286090135,0.07438371566868981,0.0622059286090135,0.07484075016567317,0.06266296310599687,0.10608429050893328,0.18707484972119443,0.11133722190515004,0.6941761320715585,0.005252931396216744,0.08099055921226116,0.00037742130972138603,0.003516342943281894,16.054020048522695,16.9460534700757,21.537490916797875,28.843670632504136,14.703597568581705,15.431669453069022,22.00828085260991,29.47416700267644,0.26315789473684215,54.57367000974669,45.663312951742235,18.364392860827856,20.57273780274746,23.18218610415431,1.4956249099454395,2.652736078014417,2.1756774958245786,1.4033520867870084,1.6370577052972057,410.71199999999993,101.03599999999997,101.13600000000002,1.0009897462290673,0.2460020647071427,0.25728645008125767,0.24624554432302936,0.25762014172979647,0.18499674152706763,0.5475251304389301,0.015580546476480668,0.417302323901475,0.38909929089433015,0.45878789423140937,0.71,0.6,0.73,0.67,0.6532381776851688,0.1138929563347848,0.15725856625320495,0.19226734866503417,0.10697219713065972,0.25618254954757325
Financial Svcs. (Non-bank & Insurance),254,0.3509273852781061,0.787204402058963,0.1541375793412534,2.27671530056385,5.107154306063995,906.4789999999992,620.9789999999988,1.459757898415246,287.91599999999994,0.3624000000004344,0.0113535781174873,0.19426990353303017,0.10361553672669978,0.1343038096830579,0.11539498832033711,0.018908821362720804,93361.23100000006,1765.350839182713,0.006712361941306046,0.07757607523123124,-0.07086371328992519,487737.9647542519,-34562.92329495694,0.34867957123380844,0.4130531109494704,0.0819,0.1579942880129113,0.05733,0.6513204287661916,2517.3684500000004,33.687999999999995,1180.5909999999997,1146.9029999999996,0.012284574525372302,91104.63200000001,126582.06100000002,35477.429000000004,0.08201859381599257,18.57299999999998,1078.872,22.412000000000717,0.0013330657214861439,25.8,0.023913865592952638,0.24313309520786455,0.0016319973349452094,0.7992332062262255,0.10734006442138716,0.22037407407407403,0.15815578616352205,0.5630400000000001,0.218996,0.1343038096830579,0.13414722490707032,0.7726824012182231,0.24810953730330057,0.08032345499894923,0.07687783685655436,0.06473157775843032,0.076928518880459,0.06477425231205308,0.076935689831317,0.06478142326291107,0.07938549304373245,0.21362781035628967,0.08008913270297693,0.22731759878177693,0.0007036396592444889,0.13424231731255723,0.003445618142394862,0.002415209491790321,15.803310605967724,15.943119838106554,16.483463650195112,21.697446079481466,159.50624310324514,160.92003943102895,166.0595687627891,,0.3031496062992126,66.53519739090694,138.68222389858963,18.835435492871145,19.928284440885797,16.04395390801044,0.7326140161468904,0.9839399804734769,0.9951507223814258,4.582084997889971,12.7747166708491,19797.22599999999,3922.747999999998,4088.972999999998,1.042374631253397,0.19814634636185896,0.2050792912674912,0.2065427247231506,0.2299749624284573,1.8679626869491768,0.34113941425098554,0.027891727570259834,0.42737182112249794,0.4130531109494704,0.5990397043367305,0.44,0.26,0.3,0.36,0.34218547705562125,0.09870501788282393,7.145602140330961,0.1549072999270578,1.0423403292515163,6.297803356103944
Food Processing,185,0.8745550703328744,0.8974749224585691,0.1386012253250949,6.309865358560644,6.475230795063353,1139.2389999999998,609.4720000000002,1.8692228683188061,99.59299999999999,3.0955999999996493,0.01654482844947593,0.34667722096273373,2.3987393584917776,0.12778442835005935,0.12612430995521878,0.0016601183948405651,12029.040000000012,19.96963057627297,0.13447533438704362,0.12118149856819355,0.013293835818850075,15936.197846870411,211.85319775300732,0.9281508690145633,0.3830221407304837,0.0819,0.1638922967087505,0.05733,0.07184913098543666,837.4900900000001,5.716000000000001,1005.68,999.9639999999999,0.08312916076428369,2157.165,2004.310999999999,-152.85400000000095,-0.022236122971197942,-1.356000000000222,1908.2710000000004,-166.22399999999993,0.07300386968854153,13.432,0.007038832534791965,0.4073398530379732,0.05477716294645065,0.4551577556527642,0.05816207361518446,0.15165599999999999,0.060394505494505514,0.13921,0.21935714285714283,0.12778442835005935,0.1272166572044182,0.24194755065067602,0.040210653341629446,0.06724489124575879,0.06694044503088616,0.05596942175206837,0.06695292504001897,0.05597985638384145,0.06703390490793094,0.05606083625175343,0.08768427687549459,0.14765010973326703,0.08836230930746604,0.7580524493493239,0.0006780324319714572,0.05996583285777243,0.0003044462148726346,0.0015719867626848578,28.24970875657142,28.476617317551604,35.90313769901805,50.36919361373516,27.588016321498067,27.801344987323688,36.40977343293893,51.07996250495091,0.2810810810810811,174.3485959808151,67.88862172436926,32.093033162839944,58.920363536289,45.97086031652583,2.095708383039276,6.722330789334647,5.925235070040347,2.324282463199562,2.437740831379634,2590.94,649.8050000000001,517.7659999999996,0.7968021175583437,0.25079893783723284,0.27782037856036296,0.19983712475009055,0.2240577101165798,0.07741104747520232,0.8513425969267195,0.026542037424035166,0.3993710397830213,0.3830221407304837,0.47080915148413965,0.94,0.75,0.97,1.03,0.9129110140665748,0.14316544952051102,0.052334351424008066,0.13896481223832988,0.07465490493118904,0.10567493447330195
Food Wholesalers,32,0.5227562067588764,0.558960357883917,0.09703420545330982,5.38733948834581,5.760446589660316,6.987000000000001,5.028999999999997,1.3893418174587402,0,0.01440000000000019,0.0019393915557216219,0.2785279810024085,6.2547509341966405,0.10813472352997074,0.09318684282210513,0.01494788070786561,115.76299999999999,1.7304115143846466,0.04947715262683479,0.08792940786945286,-0.03845225524261807,162.59959999999998,-6.2523213215476,0.8533770812244755,0.4494801168426468,0.0819,0.13992018568466477,0.05733,0.14662291877552447,0.145,0.158,18.249000000000002,18.091,0.15627618496410772,17.075,6.582000000000001,-10.492999999999999,-0.249797647955054,3.792000000000005,0.03900000000000001,-0.0059999999999999915,0.00013770894684434658,0.004,0.10256410256410255,-2.6033413336889013,-0.12880591650667342,0.9884166799808276,0.10688216442213835,0.2789,0.25598461538461537,,,0.10813472352997074,0.10814738364517192,0.12118935714145247,0.012308509173860888,0.00918074374151934,0.00918074374151934,0.00789617237248263,0.00918074374151934,0.00789617237248263,0.00919490275510806,0.00791033138607135,0.015322215885626638,0.04033942302019626,0.015371379127254139,0.8788106428585475,4.9163241627499954e-05,0.025017207134569626,0,0.0029979744744449456,13.881686716150496,13.926242136346126,23.23476491378387,30.635112443016315,17.49146037228938,17.54758390553808,29.286066188283172,38.61377268161753,0.4375,128.25455679714952,112.04859268843666,,18.36568509615384,14.704948399047366,,1.6893587617468209,1.5730125072914136,0.24039251932115388,0.2688678688718019,19.868000000000002,4.771,3.438999999999999,0.7208132466988051,0.24013489027582038,0.26584662468365594,0.17309240990537542,0.20240127126125582,0.1718149244940365,0.49895126601617573,0.045537366051171105,0.4773185359364777,0.4494801168426468,0.7845022833458686,0.53,0.46,0.43,0.49,0.48655124135177524,0.1092613570433636,0.085231362215099,0.03316158974258127,0.0574551139603941,0.05621915006587874
Furn/Home Furnishings,38,0.7106322943648732,0.7119915567063166,0.16147829558269994,4.400791399243671,4.409209015596002,205.1639999999999,125.40899999999999,1.635959141688395,258.56399999999996,0.7170000000001551,0.05678549822224991,1.2293976587488495,2.8429462461480384,0.38763799616486855,0.10807677846752461,0.27956121769734393,2136.563,597.3001539670903,0.14085458661753514,0.1058621696604318,0.03499241695710334,2100.0988,73.48753286071238,0.9563596178127829,0.31404005742155183,0.0819,0.19908059002667597,0.05733,0.04364038218721711,62.6386,0.068,19.058,18.99,0.008888106739656166,266.9069999999999,428.2139999999999,161.30699999999996,0.23433897630417128,4.416000000000054,579.8599999999999,254.95999999999992,0.11320535176709362,42.7,0.0736384644569379,1.1398352147209652,0.16055101798163096,0.924368972715956,0.35832053630059124,0.06523749999999999,0.11050999999999998,0.18691666666666665,0.35925000000000007,0.38763799616486855,0.37116526810470063,0.32324752431467674,0.13871827133149361,0.06315468067159895,0.06171057277251967,0.04942519553408233,0.06171057277251967,0.04942519553408233,0.06183066386085649,0.04954528662241915,0.07549743169212196,0.18938146892337415,0.08084927345729011,0.6767524756853233,0.005351841765168157,0.11388403723125219,0.0014441078990792679,0.005523855081377204,30.73419110172649,32.846852680492226,41.44091184205885,55.366085796004676,31.725622943891562,33.97458042617388,41.56489641489413,55.53173225965251,0.13157894736842102,150.78908787139179,200.3825736351603,33.314598668462246,17.2315919576797,17.126927034746736,0.47674118398738297,5.421433780098036,6.05617732608722,2.5265796584120377,2.564993564993566,373.0899999999999,92.96200000000003,81.26700000000002,0.8741959080054216,0.2491677611300224,0.2729130039578628,0.2178214371867379,0.2315648801670909,0.045631770073085824,0.6899529157377757,0.029099970253363753,0.3533991363267159,0.31404005742155183,0.4835930005307912,0.69,0.66,0.9,0.99,0.7901264588729747,0.12754574161455778,0.11469117663807929,0.16390641403655457,0.1584976253117846,0.07905226189973719
