,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201923,dde,cost_of_capital,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Drugs (Biotechnology),1267,1.2526532845890637,1.268267613064147,0.2087269961984611,6.001395638339087,6.076203060280028,15471.007999999987,22349.044999999955,0.6922447021785503,8768.006999999998,6181.990399999893,0.028951510522702298,0.8718001904452066,0.4598326164690035,-0.010637065540967156,0.14000775552251893,-0.1506448210634861,320616.99600000016,-48299.28999233246,0.04652691339292144,0.1303452220496197,-0.08381830865669826,606328.5552489616,-50821.433991227386,0.8860427545661388,0.5169419464088241,0.0733,0.02474659263605265,0.05521689,0.1139572454338612,20706.035620000017,20722.375000000004,41843.71499999992,21121.339999999913,0.06587716890716518,35225.63899999994,36517.827999999965,1292.1890000000276,0.006061181984828136,9516.72400000001,86432.5479999999,1581.1009999998641,0.11451294809469999,927.6010000000003,0.010732079771615681,1.8806559490214771,0.08750111646200474,0.9977681854212522,-0.01061332558301773,0.15412827586206898,0.26030372043010735,1.400190066079295,0.05513500000000001,-0.010637065540967156,0.004482643360338963,0.5892024230754171,-0.012232087551231988,0.13861864018865347,0.08228334754243002,0.08024711506006678,0.0810143103903565,0.07900948225343563,0.1031871099641556,0.10118228182723472,0.1880112211038781,0.484082042842951,0.5504882890601263,0.41079757692458285,0.3624770679562481,0.2960708217390729,0.05633529264622343,0.013092054211065525,6.691375500576199,12.966365172864815,61.86420434741448,150.9200370652777,11.914539838973083,34.88522978780715,80.95871728454199,197.50181453438609,0.835043409629045,88.62578039013995,126.61097345829106,69.45774753756868,468.8274171165219,19.83000934734628,3.5966281576759362,5.076921463063109,2.8752015686533063,6.295946044850969,6.5588146508950045,75626.82900000001,11189.650000000014,16237.587999999992,1.451125638424792,0.14795873564922327,1.7801902828793676,0.21470671472950412,2.7959378493289107,0.12861370949267759,1.1562451409461891,0.07696315080074337,0.5632862969515499,0.5169419464088241,0.27352353873626795,1.38,1.4,0.82,1.1,1.1905306569178127,0.11395724543386121,0.1303452220496197,0.19890310753452128,0.13546076522761294,0.13930505474692167,0.18476756001476305
Drugs (Pharmaceutical),1352,0.995463542798184,1.0635869533243638,0.17811866237735782,5.5887661040774015,5.971226928883368,53206.421999999926,71494.98100000015,0.744198001814978,46244.973000000056,-4994.1563999998325,0.02011806323193172,0.10737448249324036,0.7148776728319557,0.16122384369938733,0.12367423887528423,0.037549604824103106,1064445.7299999993,39969.51651820393,0.13957128286220502,0.11429359345066391,0.025277689411541113,1596602.0500801087,40358.4107357548,0.8684708350986906,0.44281720798926644,0.0695,0.09803387200596683,0.05235435,0.13152916490130936,86503.49360000005,56630.64400000003,17796.696999999996,-38833.94700000003,-0.036482787149702836,160066.22400000002,162254.50299999968,2188.2789999996603,0.003621134617855192,2473.0580000001137,385125.14999999997,-20026.451000000176,0.1752928510982856,5267.786000000001,0.013678114763473644,0.22118800607153283,0.030871493761137028,0.4959416045886039,0.07995761174221644,0.1158072113289761,0.17139170469798656,0.3819427251184834,0.14798658333333328,0.16122384369938733,0.10585816396005165,0.6319490563154541,0.15035725177400477,0.22500925151553053,0.21497248584763778,0.19389790068524598,0.22130936926944894,0.19961355488876653,0.2169338084689572,0.19523799408827483,0.26867069503890606,0.5238613174722709,0.41544348558530764,0.36805094368454594,0.14677279054640158,0.25519062243336493,0.010036765667892734,0.00396919099583208,8.575849721205948,12.690853000619033,17.54056349391283,20.71849745585874,9.580775878192677,14.814682058538695,17.985099042968837,21.24357229996804,0.5281065088757396,59.81312555559065,128.87688628734568,26.25329541060592,25.666821473307255,19.64140218626685,1.3272420880226319,3.8038786986767983,2.776585266409912,3.6044515917175772,3.9802709254480027,224060.1340000001,31509.74599999997,55436.3310000001,1.759339189849393,0.14063075584878457,0.15316169969887955,0.24741720006290843,0.2869647466617658,0.1514491443876325,0.9546716697709774,0.040977766913033724,0.46716692912715696,0.44281720798926644,0.13307325508475168,1.19,1.2,1.13,1.02,1.1070927085596367,0.1315291649013094,0.11429359345066391,0.20364612053349074,0.15463689722253454,0.1206518356692676,0.14897338338600832
Education,251,0.7917217099759216,0.8787672588238772,0.17091524078885767,4.6322475767622455,5.141538313189247,3089.682999999999,2210.1979999999994,1.3979213627014413,3155.6929999999998,-37.96240000000262,0.09407008697754254,1.4706599476553952,0.8514149741093573,0.03679776661145092,0.1089256272541454,-0.07212786064269447,46909.884999999966,-3383.509648044821,0.06260319152041387,0.0949289032540725,-0.03232571173365863,49907.376886869584,-1613.2914786280035,0.7525824998224298,0.34117555150021905,0.0695,0.13161523431932237,0.05235435,0.24741750017757028,1239.8495659999999,2953.9210000000003,1169.988,-1783.9330000000002,-0.03802893569233865,9238.995999999994,7341.313,-1897.6829999999936,-0.07686754008665737,392.7070000000049,14558.847000000002,345.7789999999932,0.1512288933549726,409.164,0.028104148632099778,1.947534990521329,0.12192190600431417,0.2817375451792664,0.010367312433189755,0.10718062500000004,0.0724626666666667,0.16588547619047625,0.3107391304347826,0.03679776661145092,0.03356743028764264,0.46289993045260763,0.040623730345895684,0.10342698822890613,0.0852324095366155,0.07401452598385339,0.08570142984874189,0.07442181607769875,0.08480802638312034,0.07352841261207721,0.14487939439170125,0.4729986109348684,0.17055361249187134,0.5371000695473924,0.02567421810017007,0.3281192165431671,0.018194578692290637,0.022947791823229882,8.792910097883459,10.001464516545653,21.79913089310736,29.20706829756701,13.893664637196718,16.355774432752582,27.649651806354914,37.045755295111235,0.4223107569721115,155.2237988379924,179.0535768204242,20.40190364449073,38.99813842414353,15.429291159388283,0.4965351849250463,1.85553442914771,1.991071926259511,2.004585039855135,2.369614694624465,4166.293999999999,843.3620000000001,1136.1579999999992,1.3471771315283343,0.2024249848906487,0.2681807194909555,0.27270231049465055,0.5757295825578194,0.32875797701374654,0.704336052010734,0.1103742096043384,0.39612774648641985,0.34117555150021905,0.18852611472125777,1.06,1.02,0.65,1.0,0.9043443419951842,0.24741750017757025,0.0949289032540725,0.11657505074850996,0.0187529676252559,0.046833527378213904,0.007382867995886809
Electrical Equipment,1045,1.102323689949516,1.1360186851537797,0.20656084778341685,5.3365567665820395,5.499680589735562,54637.080000000075,19695.66400000002,2.774066413805598,16478.202999999994,957.5743999999759,0.06501200066309834,1.2550624597458104,1.5879625149016394,0.09006775516814414,0.12945429107527162,-0.039386535907127485,469075.9519999998,-18475.276826618003,0.09606962883100381,0.11842765679971393,-0.022358027968710115,507350.9125307683,-11343.365892313517,0.8569825849180281,0.37245108102966507,0.0695,0.11696572849960604,0.05235435,0.14301741508197188,18739.012793999977,12629.16600000001,35916.28500000005,23287.119000000035,0.04964466607318221,105596.99799999989,142914.7050000001,37317.70700000021,0.14881133253411918,6192.93700000002,143821.095,8846.951999999961,0.11580918935587392,501.76999999999987,0.003488848419628566,2.0550213941805726,0.1974251425786996,0.5564585616978068,0.05011897349621569,0.11815360919540231,0.12176879483500726,0.43477851851851823,0.23556100000000008,0.09006775516814414,0.07847871625515572,0.22790288927310298,0.05244013669184105,0.0700311148741426,0.06658191558606737,0.058794113324643724,0.0671662583406812,0.05931010800327068,0.06835482579698489,0.060498675459574366,0.10053356872397531,0.22348330967804436,0.13431807075062696,0.772097110726897,0.03378450202665165,0.12294974095406908,0.0034491992880752312,0.0036779885042271996,12.850978069769331,16.767282753897025,27.675072347786415,35.884899053257094,15.096269414733484,20.169400221790102,30.189291966120457,39.14496341976821,0.35119617224880384,51.45198470238941,40.84984806066813,40.06715338173926,36.611686840029265,24.80546431570776,1.0530378252642734,2.833909558497774,2.8068676849375382,1.8981387388754383,2.027701783318698,69979.48200000012,12675.945000000023,15737.804999999982,1.241548854937439,0.181138022713572,0.22527655553513667,0.22489170468566708,0.2866097656612874,0.16688485577061257,1.009153586070293,0.08452154728117099,0.38726373019236693,0.37245108102966507,0.16078797447321305,1.11,1.15,1.12,1.08,1.112464737989903,0.14301741508197185,0.11842765679971393,0.2907218456598653,0.234097740374183,0.2679957948362094,0.22452763237582904
Electronics (Consumer & Office),134,1.0955088212486108,1.2725160060597946,0.23020983940279588,4.758740217579535,5.527635175633332,16228.635000000007,7925.061000000005,2.047761525116336,2649.9990000000003,406.5909999999931,0.035786919353448146,0.8825212076242012,1.288634554510691,0.07850910404817528,0.1403467772835716,-0.06183767323539631,154481.4980000001,-9552.776394238535,0.06019721929032275,0.11331981990584189,-0.05312260061551914,246337.49102012522,-13086.088152091144,0.6928490529005363,0.34632531120576865,0.0695,0.12554756180518867,0.05235435,0.30715094709946367,3676.14268,1523.5370000000003,705.8140000000001,-817.7230000000002,-0.005293339400424506,32905.07400000001,35946.24999999996,3041.175999999956,0.0339002023538795,-5404.737000000001,13638.082000000002,2557.402,0.028529237911593106,56.108000000000004,0.004114068239214282,1.6572731380834365,0.09976323451716995,0.696893070070391,0.054712450548608633,0.08831344827586202,0.028733333333333326,0.13353829787234042,0.10683333333333334,0.07850910404817528,0.06033876830556167,0.23133684993333958,0.03820640779923309,0.05336948780676448,0.051856753090923656,0.04534626417722451,0.05195606697809791,0.04543310944801064,0.05323691462491336,0.04671395709482609,0.11998967877302713,0.2733519611010116,0.17600472050373714,0.7686631500666604,0.05601504173071002,0.15336228232798452,0.0015127347158408243,0.0025969682118740746,4.868873693661203,7.497978347029389,14.970393372901015,19.180958968541383,4.566259485186493,6.697936294654453,15.46851544356851,19.81918261175528,0.3805970149253731,44.29227853333296,52.42531022117699,18.40419241626163,12.484730222010915,15.403559160174943,1.4418308106247997,1.2983108781883297,1.0281881536496909,0.6394633302196946,0.8036832244377874,17612.995999999996,3870.5649999999996,3870.54,0.9999935409946611,0.21975619593622803,0.22356257814977473,0.21975477652978523,0.22713109022500794,0.4433158215539302,0.953945941645626,0.12922112251149012,0.39500286560191095,0.34632531120576865,0.47045106420381544,1.3,1.3,1.59,1.19,1.295101764249722,0.30715094709946367,0.11331981990584189,0.1688463688880725,0.16232228400742538,0.18479617641692225,0.055377331814515686
Electronics (General),1457,1.2905124151341338,1.2955238162109064,0.23319201819932533,5.534119156818839,5.5556096054005275,70504.64700000007,34150.69300000013,2.064515850381127,21095.28300000002,-764.3598000000056,0.0496516040521283,0.8965702211601883,1.4384315985614258,0.09562351801783527,0.14218280053363033,-0.04655928251579507,678198.1080000012,-31576.41731204975,0.08720693418717892,0.1275029231310428,-0.04029598894386388,793678.6755392234,-31982.067134509074,0.8365787529966175,0.33176265991369114,0.0695,0.12428122333870883,0.05235435,0.16342124700338245,25495.429549999943,12809.193999999996,17986.89699999997,5177.702999999976,0.007634499328328953,148487.0639999996,179036.04699999964,30548.983000000037,0.10604064742403752,-59.39100000000326,76925.39299999991,3658.004000000001,0.05601548008446535,1271.0580000000002,0.016523256501270026,1.611553978564818,0.14053868174778844,0.6068656045334457,0.05803062406950844,0.1260363081395348,0.07440767161410021,0.25097667381974254,0.16619538461538466,0.09562351801783527,0.07822513329699525,0.1901340317319642,0.05680510470153689,0.07271136095962567,0.0697190397043466,0.06105427215989039,0.06999498636406777,0.06129592383116519,0.0693254658143617,0.06062640328145913,0.13093253580494532,0.21155120928804239,0.1712163039077372,0.8098659682680358,0.04028376810279188,0.08061867348309708,0.0029923212552790757,0.0022682191225045067,8.389354659279187,11.273965737803852,18.870401996910637,23.850589182888097,8.045982514796266,10.521474887967955,19.681458045070723,24.875695304746543,0.31159917638984214,65.76175088083372,84.52801117120472,23.028126229242734,18.755065685932205,18.828683979807163,1.1329246009677816,2.1250670536108807,1.869698581362396,1.3169498349430289,1.3776033874896974,93688.47999999992,17903.948000000004,15539.966000000008,0.8679630883646448,0.19110084825797172,0.20709094955609994,0.16586848244309246,0.18669647729767694,0.19534472566749875,1.1293381186694775,0.12489170547646704,0.36160435904068144,0.33176265991369114,0.34834982762547273,1.36,1.38,0.64,1.31,1.1961024830268268,0.16342124700338245,0.1275029231310428,0.2274110319766781,0.18595350126535795,0.1826828387425768,0.2007449918521005
Engineering/Construction,1269,0.7301374520654016,1.0295667164846354,0.1946163443778,3.7516759160166857,5.2902376713334185,67285.677,33978.23899999994,1.980257923313804,21123.724000000017,-350.02959999979066,0.025650645849841693,0.6898161424934233,1.7980446299653665,0.09144919076728208,0.1209594239754739,-0.02951023320819182,700378.5649999982,-20668.334787168682,0.07301466577699338,0.0859444435826939,-0.012929777805700524,1172592.2103727814,-15161.356736815307,0.48961529572436946,0.3227938598626329,0.0695,0.1588311227879249,0.05235435,0.5103847042756305,37873.176133,15310.312000000002,17094.658000000007,1784.346000000005,0.002547687906468139,342707.07799999986,422446.70800000016,79739.6300000003,0.09850229870460679,16354.206999999718,77956.36499999992,4368.709999999919,0.02571689863946616,719.1249999999999,0.009224711798709453,1.7330707134271515,0.12653957890877893,0.40868483827543967,0.03737389773914651,0.05889987132352937,0.07889437054631836,0.14962241830065362,0.14072039999999997,0.09144919076728208,0.07979520424482217,0.15697596538375913,0.03037842409381086,0.0766037889269684,0.0482719503946705,0.04060486231432197,0.048472828790334245,0.040773834968858606,0.048306809979186786,0.04060781615771115,0.06872432215362823,0.14729432282315397,0.083801883422507,0.8430240346162409,0.015077561268878775,0.07857000066952577,0.028331838532297902,0.008348461083378254,6.988774511702804,8.560221877663977,11.84183341894872,15.436625255733425,7.125883580973617,8.689244890625396,12.319529931254708,16.059334745518917,0.3530338849487785,43.572934667788765,30.799850738194948,15.857031639605239,11.927597936310361,10.05825141208546,0.7147685347743086,0.9243848864915459,0.9357242366358861,0.3701671184314993,0.5971624651351077,98508.84400000017,22134.25,41142.12700000001,1.8587540576256258,0.224693023501524,0.251220015623351,0.4176490691536278,0.454626283309446,1.0424198523465928,0.5767057303880642,0.21014087312370036,0.35039244400634695,0.3227938598626329,0.2428759831648638,0.88,0.81,0.75,0.84,0.8020274904130803,0.5103847042756305,0.0859444435826939,0.38389125370407023,0.15999328708954827,0.33134137551545384,0.15956663775102348
Entertainment,752,1.101640081025748,1.2013486787553214,0.19692629814806423,5.594174528165105,6.1004989686652,14087.38000000001,21862.14200000004,0.6443732732135755,13678.142999999995,1091.4870000000046,0.018753776279506335,0.32120108886101495,1.2759768911988971,0.053343812988993114,0.13466762456467463,-0.08132381157568151,323994.10600000055,-26348.43562797543,0.09651262642338801,0.11747709245060305,-0.020964466027215037,292312.9012544633,-6128.183887665859,0.7911572318682967,0.42673745588286965,0.0695,0.0866058635012888,0.05235435,0.20884276813170335,6379.748180000004,5150.446000000001,6784.287999999998,1633.841999999997,0.005042813957856363,41288.99099999991,36507.531999999956,-4781.458999999952,-0.020856325268223525,827.0830000001006,199684.38400000014,20536.344000000245,0.22696226635915262,2179.0139999999988,0.010912290467340687,0.5072249381554339,0.048953610968821476,0.6308674257790039,0.03365287398160268,0.1193307894736842,0.10592681498829039,0.3335327391304349,0.27752354838709675,0.053343812988993114,0.04921116024669439,0.4343950055812903,0.04633726247508728,0.09672587553348413,0.07987034968184331,0.0729531090794974,0.07960623058205853,0.07271186424241664,0.08253259073781696,0.07563822439817508,0.14703208302429566,0.3955922249607006,0.19189329491372137,0.5656049944187097,0.044861211889425705,0.24856014193640497,0.016855525851640806,0.013427230638295672,13.079848105732509,16.73425520177774,33.75328948872721,46.02051161072595,15.107585518935688,19.717086936327718,36.41730480418919,49.65273085849186,0.5784574468085106,90.36810486814448,214.52307445927008,28.818966906149605,33.47503206666507,22.150732568991458,0.7981568662452768,2.2420184466493,2.611948668002415,2.5214653272448135,2.8990443634193923,36972.48300000001,8459.063999999998,9787.706000000015,1.1570672594509295,0.22879350569990112,0.38790570567984295,0.2647294746203552,0.5242391287813806,0.2639712559266213,1.0020846082578625,0.090370234782297,0.4608806251245198,0.42673745588286965,0.22995171351257215,1.24,1.17,0.47,1.11,1.0183280162051496,0.20884276813170333,0.11747709245060305,0.1524604827620896,0.0431983760655238,0.13842930478611,0.04123618732506771
Environmental & Waste Services,370,0.89640526150774,1.0880867288276126,0.18769922007255813,4.775753789287032,5.7969698990064815,13653.183000000003,10684.91399999999,1.2777999897799848,11237.336999999998,-38.5381999999845,0.0877448543218802,1.057198368769019,1.1302069098777168,0.09137172503715554,0.1256293209604435,-0.03425759592328795,104088.92899999997,-3565.836469769808,0.10618091123311392,0.10567942414999154,0.0005014870831223789,142856.6155355297,71.64074742964792,0.7277392737388919,0.38236707668331305,0.0695,0.1268124842999089,0.05235435,0.27226072626110814,5311.707269999998,3514.8739999999984,5585.853999999997,2070.979999999998,0.019896256209918334,48232.914000000026,60858.32200000002,12625.407999999996,0.10538615004631366,5313.385999999988,57843.157,2290.0519999999815,0.18573823958433894,293.933,0.005081551824704174,1.6514979421321525,0.1753575563952044,0.4415069555247021,0.04034125214219474,0.19264824999999994,0.08376195238095238,0.5513319587628867,0.13943214285714284,0.09137172503715554,0.08885383131246245,0.28756530494266075,0.05890579872228198,0.11098662636579093,0.1067977168535225,0.09325443306176907,0.10786559974490817,0.09418689507075674,0.1076269103567748,0.09394820568262337,0.17282213662448223,0.29978298194496134,0.1777992100387213,0.7124346950573393,0.004977073414239064,0.1269608453204791,0.004188909512268409,0.019749719452546558,13.102414792842845,13.452443116927057,23.2348784088586,30.196610262732204,14.847371430891725,15.27495819184348,24.47351998975598,31.80637883631391,0.427027027027027,35.275282848562554,42.62499718035013,20.975683727057586,37.041448850654035,24.56173716624129,1.761554879882063,2.8428385265315317,2.686652249606346,2.0287302975901977,2.639850911564028,15298.344999999998,3343.211,2814.1010000000015,0.8417359837593265,0.218534161701805,0.24883609915413302,0.18394806758508858,0.22292561063502375,0.3741185010701972,0.8488584871177863,0.0530416056572234,0.4035014250939548,0.38236707668331305,0.2558741755090889,0.98,1.01,0.96,0.9,0.949281052301548,0.2722607262611081,0.10567942414999154,0.28314809391304097,0.03377318397542227,0.17028099165691457,0.13276798839253917
Farming/Agriculture,426,0.659688782675045,0.8419168951866424,0.16357866585037806,4.032853424042768,5.146862464061945,24326.505,11880.56499999999,2.047588224970784,7297.159999999996,-25.999999999978172,0.03452772940859547,0.5968980432724829,1.5664988491796712,0.14362550060321239,0.10598496823589405,0.03764053236731833,196497.94000000006,7396.287070681378,0.10276535855905174,0.08897611131893379,0.013789247240117944,364539.7903094808,5026.729297438182,0.6828517463261962,0.34158621718358206,0.0695,0.12620847194628598,0.05235435,0.31714825367380384,9033.056742000006,6808.855000000001,2526.1590000000015,-4282.696,-0.021795119073512927,99299.28699999994,120179.844,20880.55700000006,0.09745922594225222,9169.252999999993,18087.642000000014,2741.7270000000226,0.03242383843552679,492.965,0.027254243532683783,1.3044537684733635,0.13405265924087145,0.6799298443082665,0.09765526426383904,0.1804628124999999,0.1273559602649007,0.23268634782608685,0.08238615384615382,0.14362550060321239,0.13115103350397733,0.15772410423709093,0.049421342391034274,0.07564485088991023,0.07427672829076559,0.0649023759120186,0.07512943854498995,0.06564746690804436,0.07508390847390328,0.06560193683695771,0.08572273599541325,0.152372687055315,0.09634362498679228,0.8422758957629091,0.010620888991379019,0.06664995105990176,0.0013681225991446274,0.006252052771411749,9.559037635740406,10.531883443049173,14.629414005607046,19.00068286971438,11.794580668623624,13.255907474478482,15.124998653275856,19.644348208725578,0.34272300469483563,33.80863365320201,41.53747750861123,26.069605549334252,19.44922898963932,12.49299199877091,1.5163946143304687,2.1504493343657427,1.6279920709682627,0.8207161830449089,1.1363326568143441,45805.83900000002,9450.100999999995,9099.287999999999,0.9628773279777648,0.20630778097962557,0.23962828203824085,0.19864908489068378,0.2317916589333049,0.46444671977495844,0.6237032610312532,0.05454923986712373,0.37933135060562206,0.34158621718358206,0.19125534436034336,0.59,0.6,0.73,0.77,0.6699377565350091,0.31714825367380384,0.08897611131893379,0.09554980819739571,0.1598022945621813,0.08267124408723281,0.16352430082262925
Financial Svcs. (Non-bank & Insurance),1089,0.15539901285715607,0.8817936764299235,0.20922242048218775,0.7427455073840236,4.214623243520861,33569.64599999997,7194.795999999998,4.66582318664768,3834.135999999998,1360.7736000000004,0.04185213273841836,0.5019379005273331,0.06471123820155421,0.14209285342615216,0.1091671353791079,0.032925718047044264,1172321.0280000016,38599.51162854914,0.005932745272563773,0.05963021357840285,-0.053697468305839074,11656655.751981612,-625932.9027941094,0.1280673624757438,0.3312368784924336,0.0695,0.15559561784493603,0.05235435,0.8719326375242562,38086.99101999998,78747.35199999998,23755.487999999972,-54991.864000000016,-0.046908536728900115,2978727.3710000007,2788875.424000005,-189851.94699999597,-0.016186563317011387,464.528999999995,185936.5529999997,29075.863000000012,0.007069736177007493,5208.1680000000015,0.02801045795444003,0.4927886333641313,0.0029235894349642125,0.7713570194318069,0.10960431990135734,0.13909097069597068,0.104697216066482,0.17295281250000002,0.11745396551724135,0.14209285342615216,0.141275571923611,0.5606527588844995,0.22083357841719753,0.12151538852397602,0.10651653844559901,0.08994303183545214,0.1064375230961024,0.08987631092807968,0.1082415050730236,0.0916802929050009,0.1284919575291294,0.45459749358010715,0.13643458902570388,0.4393472411155005,0.00794263149657446,0.32610553605097775,0.014998850078376995,0.008698052999433641,59.52464851328553,63.3049703556233,74.38331473590492,94.95168654942293,121.1943206769893,128.68585436614472,155.35026420038793,198.30750544120428,0.28741965105601475,92.95838229167042,153.15694290299754,16.721294460899067,7.648025940779129,8.592131577418664,0.7315318422482214,1.2380098214278055,1.0398709445736756,2.2871737679461206,16.5350973338144,252735.04799999995,54844.4619999999,43737.75099999991,0.7974871008854092,0.21700378492815886,0.8621072614197816,0.17305771932351827,0.6714446849119876,6.808390683374947,0.14387797457533422,0.07413842642882214,0.3565315219729359,0.3312368784924336,0.39895139421257997,0.13,0.15,0.3,0.2,0.18707980257143123,0.8719326375242562,0.05963021357840285,11.243676846592974,0.029225637101063177,,
Food Processing,1397,0.6918080464880533,0.7960380934460616,0.16389694950019673,4.2209940367878716,4.856942706216177,68322.19299999985,39905.39600000003,1.7121041224600253,22259.412000000015,-262.27800000004936,0.03329507276418465,0.5035629035350024,1.6660267682211776,0.11636452300326208,0.10232383985699571,0.014040683146266372,736812.6280000005,10345.35264791584,0.1178757677853427,0.09109243306132322,0.026783334724019475,908842.4825350612,24341.83242114537,0.77523471166476,0.2917088789119689,0.0695,0.15179277832117272,0.05235435,0.22476528833524,44206.69512800001,27291.18600000002,12312.387999999997,-14978.798000000023,-0.020329181980306685,233358.83399999997,268643.44999999995,35284.61599999998,0.06380891853424453,-22.763999999886437,244461.0900000001,-4078.5419999999576,0.1400088073543299,1959.1030000000003,0.008013966558031788,0.79410782944646,0.09360607010035345,0.48440298501787715,0.05636732229296158,0.09465438335809802,0.0970760041194644,0.15600428927680798,0.1412426282051282,0.11636452300326208,0.11212003428736667,0.25124936804394,0.05662484937878633,0.08487290156879379,0.08321397200060052,0.07058269199548908,0.08361853195435894,0.07092584266986902,0.08344531465268795,0.07075262536819805,0.11865578869743634,0.2685026950831083,0.12411897975863898,0.74875063195606,0.005463191061202641,0.14984690638567194,0.0016589295681932621,0.005188945193321395,12.462169270236815,13.042858477382078,18.28801310021742,23.128252679471025,12.52250448213639,13.099069985612372,18.587751351508025,23.50732185311841,0.3035075161059413,67.51680886179959,45.07197667390273,24.956108061508083,21.033075551342883,19.50834418002455,1.3811937959475216,2.4990667838755436,2.4115862264820995,1.2758695976395324,1.5542804803457522,121265.92100000015,24846.01499999997,28527.096000000016,1.1481557907777182,0.20488868426604323,0.2161377477824478,0.23524412930488509,0.24882123658164879,0.289931919911807,0.6533440244655644,0.05559926950510412,0.3329647449279708,0.2917088789119689,0.17907144958602636,0.66,0.65,0.97,0.77,0.7483616092976108,0.22476528833524,0.09109243306132322,0.08830585321285367,0.15555403137667914,0.11765382912643597,0.1081163125722616
Food Wholesalers,169,0.4847061410486548,0.6883974795696614,0.18214502217704137,2.6611001237109293,3.7793922191326894,5121.392999999993,3885.472999999999,1.3180873988829658,1286.6129999999998,-45.33379999999852,0.005754462363766735,0.282458008258372,5.369586205673487,0.1313375950156184,0.09373411886965897,0.03760347614595942,41531.32999999998,1561.7223769649681,0.11488938343353311,0.0769888537805454,0.03790052965298771,80170.64136993508,3038.5097705402677,0.5953272445320069,0.31458186609200384,0.0695,0.16633640918514456,0.05235435,0.4046727554679931,2236.6511400000004,986.6699999999998,1481.256,494.58600000000024,0.011908744555014263,28055.159999999996,29576.763,1521.6030000000028,0.019459375468587236,-1876.1490000000085,30536.055000000004,4212.2049999999945,0.1561686276919312,16.004,0.0005241017544669735,0.8507253470246667,0.09773931059094246,0.5899532708481334,0.07748304376479158,0.10578447368421054,0.06287545454545455,0.12543214285714285,0.1629045454545454,0.1313375950156184,0.12959730928973712,0.1382549728947591,0.012670936705841497,0.026683445022949476,0.02579436264604726,0.021503820986284335,0.025791733149551452,0.021501628870793606,0.025686424038396192,0.021396319759638346,0.03566200276772727,0.1388536745815175,0.03574983895421512,0.8617450271052409,8.783618648784814e-05,0.10319167181379024,0.0008890823769022155,0.002771620549068159,10.909477399176637,10.933264747622454,17.07657313824943,21.618740460642908,12.416919504750398,12.447502612051675,17.211052472834663,21.78898971429475,0.30177514792899407,51.77082273850398,45.479220835055926,15.194612136792982,24.06818484411185,20.558306310156,1.2619848177221242,2.1616053317977144,1.9968145829323272,0.2813522582079111,0.4439028726022793,7579.1590000000015,1758.6880000000012,1548.1650000000004,0.8802954247711927,0.23204263164290403,0.2232464323054371,0.2042660669871156,0.23001862982046045,0.6797484227117988,0.4552729320048669,0.06072382120042784,0.3326841843873748,0.31458186609200384,0.16080476386926493,0.6,0.52,0.43,0.6,0.526941228209731,0.4046727554679931,0.0769888537805454,0.06944252431517829,0.0823777826203985,0.09550916473691648,0.05772507668534418
