,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201923,dde,cost_of_capital,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Retail (Special Lines),495,0.9561788887224327,1.0901256163386903,0.22876328038408947,4.179774337546767,4.76529980907945,20864.765999999985,21052.27199999997,0.9910933128737845,6595.607999999995,-69.20839999996679,0.006820813718851705,0.15747393464267687,2.517458578419333,0.12040782319843941,0.12579202418382748,-0.0053842009853880685,262319.3590000003,-1412.380151214168,0.12108557504627562,0.1083588395201397,0.01272673552613593,369160.25708098063,4698.204958629989,0.7626125165667768,0.3179110026698966,0.0695,0.17570428714304442,0.05235435,0.23738748343322327,16598.940930000004,19396.963999999996,4413.8330000000005,-14983.130999999996,-0.05711790032240807,66477.02899999992,64481.66100000005,-1995.3679999998712,-0.011177831985896948,-1100.7230000002892,59990.86900000001,7890.148000000052,0.08229979445104389,1566.3380000000006,0.02610960678032519,0.6221607841938781,0.07533469632535753,0.474472639062541,0.057130217636739394,0.12466504166666668,0.027746815642458116,0.095805201793722,0.14537094339622644,0.12040782319843941,0.11892540910770746,0.3249724793462634,0.03398660422640418,0.06045108796419651,0.05641111965341764,0.04649944408777291,0.05844117329741745,0.0481728086033916,0.058366703266215236,0.04809833857218938,0.08545668824861867,0.3385881904848544,0.08640295618920933,0.6750275206537366,0.0009462679405906637,0.2531315022362357,0.004039968310778864,0.04134822791919303,10.465080836457878,10.562927567967403,18.29261382753738,24.681251798767377,12.79489572348769,12.936574506909686,18.916745716514598,25.523359791245607,0.2787878787878788,54.6999564411842,29.906383975982227,21.965092394709714,22.46721958724943,18.982983431915052,1.3058306555921968,3.3664874019124715,2.7470066242113407,0.9128911439168553,1.1055168146420087,56634.871999999945,13048.390000000003,14233.950000000015,1.0908587189683947,0.2303949764378388,0.26773635110844557,0.25132836885373433,0.32542086583333474,0.3112819135226413,0.8830584247895714,0.07647153142081897,0.3587125295559064,0.3179110026698966,0.1637315021504468,0.8,0.75,0.64,1.09,0.8472357777444867,0.23738748343322325,0.1083588395201397,0.03877209923710012,0.17541229783291737,0.1085502948754301,0.08366894760629288
Rubber& Tires,89,0.9300642456688291,1.1594988998620432,0.23365864718030807,3.9804400859649056,4.962362462739456,9746.135999999997,6309.762000000001,1.5446123007492194,306.73499999999996,-305.9493999999995,0.0220363021122004,0.36848993177925077,1.0936166560589926,0.06908005021114555,0.13132801220899104,-0.06224796199784549,101296.23499999997,-6305.484186804824,0.06727892421800931,0.10458765411300318,-0.03730872989499387,142625.06805820458,-5321.160140438672,0.6614015692317291,0.2773476779488968,0.0695,0.1596358593368727,0.05235435,0.3385984307682709,3164.2448999999997,603.7850000000003,362.416,-241.3690000000003,-0.0023828032700326956,28620.69000000001,31831.000000000007,3210.3099999999977,0.057128218274776585,127.90100000000257,6366.934,-258.2479999999987,0.02969498411166628,17.633,0.0027694648633078338,1.2578311950085885,0.08462552964803091,0.5478066820253776,0.03784251310031413,0.11786530612244897,0.05632847222222228,0.14551071428571424,0.2824285714285714,0.06908005021114555,0.05925854547976832,0.2803347798058883,0.04486265456190218,0.0756422783721847,0.07506181514407724,0.06307925778016699,0.07554006383857563,0.06348116083334238,0.07357856242634954,0.0615196594211163,0.15337433079140123,0.30840287824210166,0.17695378457677943,0.7196652201941117,0.023579453785378186,0.15502854745070047,0.0005804632281074507,0.0034011071493484785,6.058360644928426,7.111957993106612,12.765153148732912,16.124649583639016,5.508634264797421,6.355520353213357,12.904062181999986,16.300116298322024,0.2134831460674157,27.63100688974835,60.49035251341204,13.684783512387742,10.430017201109829,14.26973189095352,0.505251002714591,1.1120791343085825,1.0410317144578713,0.7165782103340138,0.9747736810052285,10980.266000000001,2382.4819999999995,2636.544,1.1066375317840809,0.21697853221406468,0.20992258451043083,0.24011658733950522,0.2501738567795889,0.5119407732303691,0.8367936324626692,0.10028405418282355,0.3021654865404598,0.2773476779488968,0.11133864963160152,0.7,0.72,1.21,1.1,0.9320128491337659,0.3385984307682709,0.10458765411300318,0.20325160448181048,0.2494113464696592,0.16579107901381715,0.24507414707859465
Semiconductor,624,1.6715997850986177,1.6915425349552258,0.26985856454012036,6.194355135429093,6.268255883736241,142598.33700000038,72990.97600000023,1.9536433791486763,13411.538000000008,9270.28760000001,0.12206170568941127,0.6113997955758654,0.8349677090419115,0.22004463854331047,0.173785094289427,0.046259544253883456,694868.1050000001,32144.28185385964,0.18215285247984078,0.16115098932344296,0.02100186315639782,905527.6243767256,19017.767251498,0.8959562914654382,0.3734495183367034,0.0695,0.10353163544478648,0.05235435,0.10404370853456175,49843.30352999999,48501.83599999997,24345.29300000001,-24156.542999999958,-0.03476421327469039,95485.65999999995,118966.91499999983,23481.25499999989,0.07548059944002408,5893.658000000032,208410.72900000008,28631.32200000022,0.14301210822281868,514.962,0.0024708996627520064,0.8761502378982206,0.15959326503405197,0.6740179775018121,0.1483140422310794,0.2557274558303886,0.0881332808988765,0.21464354260089683,0.2301714130434782,0.22004463854331047,0.16667753722833384,0.4417508986930161,0.20222823207095045,0.2506903120477809,0.22958951515279774,0.20581973716805302,0.22967311305952703,0.20589468004677888,0.24193399820083566,0.21815556518808749,0.34878963807632757,0.4271802450240322,0.4765618245025636,0.5582491013069839,0.12777218642623603,0.07839060694770461,0.021100796894983155,0.004011560447133392,7.693270794487372,10.50343169900737,15.99695109228836,18.403195033922298,7.879102822477235,10.765456328439862,16.34879924124969,18.807967797826127,0.28365384615384615,49.30919284330256,74.13312031594663,32.63718714186588,17.208774905126283,16.86641622396309,0.7327763253022698,3.261468298173543,2.8015655290358317,3.6153683673416976,3.7548796165230502,179525.40999999997,23039.62699999998,25652.965999999993,1.113428008187807,0.12833630069414675,0.1282459939332347,0.14289323166007528,0.14538767269364258,0.11612587525267161,1.555473419408919,0.06947019658945917,0.3934866796365214,0.3734495183367034,0.4687609029551324,1.59,1.53,1.16,1.55,1.5003199570197236,0.1040437085345618,0.16115098932344296,0.15026781214398027,0.1812223872965536,0.12319512970533467,0.16627221479469054
Semiconductor Equip,342,1.9829052012920763,1.9625184452168636,0.3314469712625573,5.982571491719285,5.921063142442311,18454.111999999986,6246.128999999994,2.954487811570975,11868.892,1013.755199999905,0.11219404476537231,0.5509545567239779,1.2343126023017275,0.303218181012323,0.1954089719283057,0.10780920908401731,148819.34800000026,16044.096204279162,0.2638646798167927,0.18593809439548178,0.0779265854213109,181182.64739658879,14118.945049209527,0.9337953754645522,0.33267871506038227,0.0695,0.14388614403019523,0.05235435,0.06620462453544781,10850.521079999995,22841.633000000005,12088.923000000003,-10752.710000000003,-0.07225344113186132,13401.932999999995,31143.392999999993,17741.46,0.279472286955794,1078.7680000000073,23590.701,6041.252999999993,0.07004868847898403,74.92699999999999,0.003176124355100766,0.8957706537744446,0.2363622367474729,0.7595438111410833,0.23030749281336665,0.1946445989304813,0.10496736842105271,0.2298196815286623,0.21319000000000002,0.303218181012323,0.23109843087885926,0.40566301426615003,0.2017775624477318,0.2525061648721402,0.243701326742863,0.2086360825427897,0.24440854160541572,0.20924153898576892,0.24894160017681496,0.21377459755716816,0.26842755767994014,0.352065764002021,0.3458653318489276,0.59433698573385,0.07743777416898738,0.08363820632208077,0.008804838129277251,0.003840052156176538,11.29054044245839,14.386690785614098,16.622260371440802,19.950437982584802,11.98208267136692,15.43875388649525,16.95598268437021,20.350979555074062,0.19298245614035092,33.671744585765666,28.744369420890074,32.072623826943484,21.111723190484184,19.721770926839678,0.9250795500182784,5.367884030333931,4.531828172993701,4.118848249069002,4.144186999373605,55452.62600000002,9128.23499999999,9541.257999999993,1.0452467536166634,0.16461321416951447,0.16617393585377666,0.17206142771308955,0.17385717282389745,0.07089842836554186,1.8630187389305666,0.06046000700557487,0.3662822766481051,0.33267871506038227,0.6996064677208448,1.73,1.82,2.58,1.93,2.008581040258415,0.06620462453544784,0.18593809439548178,0.2558492264383615,0.24654447779600838,0.10652645967929376,0.2930989808104489
Shipbuilding & Marine,349,1.0486074968125012,1.095060022552661,0.18767940592311005,5.5872272807710335,5.8347372593522255,34694.99600000001,23030.579999999973,1.5064751300227806,7050.523000000002,83.96400000003632,0.03711561558510823,0.1241916366955547,1.1192465562494063,0.5220397735363365,0.12618578979970235,0.3958539837366341,330783.66200000007,130942.0303576923,0.32699317521985316,0.10156884204183424,0.2254243331780189,452532.8098370623,102011.90689869502,0.6665790640863628,0.33913461678437984,0.0695,0.12278349800007093,0.05235435,0.3334209359136372,54069.467597000024,5154.305000000001,7320.499999999998,2166.194999999997,0.006548675913745693,74311.57200000001,49968.73799999997,-24342.834000000046,-0.11428872523309172,28745.001000000062,13383.820000000007,-505.44199999999546,0.015814574596726336,177.593,0.01326923105660416,0.10442336279857994,0.03414572696864235,0.6868845843418235,0.35858107285540614,0.2528201704545453,0.1134618587360595,0.09293242718446601,-0.0331892,0.5220397735363365,0.5202604496453402,0.42707810153185743,0.34093517014412983,0.33240000935131214,0.3319202975644092,0.2911659623722266,0.332858484540308,0.2919889554694464,0.33302425887017123,0.2921547297993097,0.2889404713293683,0.33591212542144216,0.28986242371306326,0.5729218984681426,0.0009219523836949422,0.04697165409207384,0.0004797117869029317,0.020910699022613218,2.5689690623877555,2.5752079359512443,2.9370669871985133,3.2712155799958675,3.4653764293292744,3.476433765965852,3.0177461520043214,3.3610735716740043,0.17478510028653294,31.02703404521967,17.544139036158338,10.102648172688912,3.540369938493137,2.535233606089848,,0.9029836098617678,0.9338022466950747,0.8827534497034104,1.0044824108835042,198368.48200000005,18429.298999999995,14907.094999999994,0.8088801966911491,0.09290437076591629,0.09301772771020711,0.0751485056986018,0.07542501461777247,0.5001971317095533,0.7953669495543833,0.24150175163529192,0.3333217606223549,0.33913461678437984,1.1534175369632045,0.67,0.71,1.05,0.99,0.8937214993625003,0.3334209359136372,0.10156884204183424,0.1375489915474896,0.024697674238709257,0.08649275660611667,0.0326299198511205
Shoe,85,0.979181546711328,1.0205314602380813,0.21935755351115635,4.463860628631271,4.652365254366214,2293.9709999999995,2738.112,0.837792975597784,2166.8179999999998,-17.1265999999996,0.01390321544847365,0.1688418593950132,2.0177263229114235,0.21068525458903517,0.12023841052699888,0.09044684406203629,49224.50800000001,4452.201399106459,0.17156391646728414,0.1127521155300474,0.058811800937236744,60797.6852990609,3575.621365253134,0.8897193989452938,0.352542931120207,0.0695,0.1435946250096356,0.05235435,0.11028060105470616,3191.34281,1269.3609999999999,511.8880000000001,-757.4729999999997,-0.015388127393777092,5050.625000000005,7264.87,2214.2449999999953,0.07552468155918617,895.6290000000008,3017.483,674.8499999999999,0.027924507069520932,41.28,0.013680275912076389,0.5573454463625495,0.09562036760316563,0.6922784348634705,0.1458528582957091,0.06270526315789476,0.0027776190476190526,0.18024687499999995,0.2012625,0.21068525458903517,0.20016282594845583,0.4041944162326063,0.08454077418283013,0.10832202889810628,0.09940805273593413,0.08513359068037958,0.09944817319094038,0.085167950053694,0.0993085614798471,0.08502833834260072,0.11737742156816951,0.3864926937113917,0.12408385571766391,0.5958055837673937,0.0067064341494943985,0.26911527214322223,0.008913976162172155,0.018826525034952638,16.854824674958188,17.7124727617004,23.47411167886975,28.349855502731124,19.521499728944484,20.636873117475638,24.357440443958115,29.416658080577037,0.3647058823529412,56.85694702228359,44.47942818320377,20.948642007282128,26.711876711539812,24.310571481138332,1.2079036820638882,5.25688738442242,4.124707177216862,2.2609245271314182,2.4223029557587625,13068.905,2129.709,1040.6050000000002,0.4886137026232224,0.16296001845602212,0.15183539666121676,0.07962449799734563,0.08293519688765769,0.12394986687424918,0.9333803937385782,0.04677493476728316,0.36803811401947795,0.352542931120207,0.2154115037033621,0.94,0.9,1.05,1.13,0.9998363093422655,0.11028060105470616,0.1127521155300474,0.12477962363220811,0.20380152647984962,0.08847942935162059,0.23433778345356734
Software (Entertainment),320,1.4648921606853302,1.4800451918455317,0.23032681726873414,6.360059058933486,6.425848320209656,63223.717999999986,35305.87400000001,1.790742186413512,26684.002000000015,14871.465800000195,0.12181383405728993,0.6423021193426923,0.6884770819828501,0.18663687839130547,0.15690760630927342,0.02972927208203205,629373.7980000001,18710.82488204388,0.15976086690423852,0.14987296056339064,0.00988790634084788,828384.3804320092,8190.987167933006,0.9327171051939886,0.47746935346140246,0.0695,0.09457459245258758,0.05235435,0.0672828948060113,3209.30776,110202.61999999997,3984.5620000000004,-106218.05799999996,-0.16876784247697574,66822.34800000003,88225.49500000001,21403.146999999983,0.1703397784487062,7395.576999999954,88515.91700000004,8288.946000000025,0.09181909365216714,2178.1180000000013,0.024607077165567863,0.6400453768028459,0.10225420425607265,0.9726784555529996,0.181537670622888,0.0750472602739726,0.14282,0.24708934782608694,0.19896052631578942,0.18663687839130547,0.15176385715309382,0.6046802185890706,0.20596087631019727,0.29951906905016107,0.229534639629829,0.20782649463308636,0.2274888303337113,0.2059741669173847,0.25356431486459097,0.23204965144826442,0.3157925916736598,0.5485367281649557,0.4694109315587375,0.3953197814109294,0.15361833988507773,0.232744136491296,0.06998442942033205,0.012186061135555775,8.084700751199007,12.118199448898602,16.402238187938835,19.674601030392555,8.204128985090847,12.195054383983999,16.928777662930568,20.3061888648402,0.575,82.35052601781362,127.3905077202935,27.33503250176157,13.60756018435386,16.198742541640094,0.8141686615730754,3.5083472685377823,2.668181390026347,3.7484104486417147,3.851107829519534,151015.63900000008,23681.780999999977,25338.355000000018,1.0699514111713153,0.15681674531735063,0.1654055313964546,0.16778629794759206,0.17931597610424815,0.07213644354899833,1.403764112438599,0.041728701871223906,0.5234856492896769,0.47746935346140246,0.6132942395767804,1.25,1.18,1.16,1.28,1.266978432137066,0.06728289480601135,0.14987296056339064,0.11697257112396026,0.0071603271602648675,0.059811584776595775,0.03163679719751255
Software (Internet),152,1.2628480564068731,1.3494055466433648,0.2519143732657084,5.013005173289082,5.356604028385748,4412.821000000005,3440.059999999999,1.2827744283529958,4495.381999999997,1510.4856000000007,0.10911160059070062,,0.8701272630451327,-0.14640466217181433,0.1464825626221405,-0.2928872247939548,58213.55599999999,-17050.006862227474,0.00551203420754335,0.1330320728550001,-0.12752003864745676,73504.91556392312,-9373.349673489522,0.8571045875359944,0.4324304510301731,0.0695,0.09032377055153115,0.05235435,0.14289541246400556,455.9643500000001,4471.170000000001,2135.728,-2335.442000000001,-0.04011852497036947,5830.152000000004,8225.091999999999,2394.939999999995,0.06478570435024034,456.97799999999825,26429.963999999996,2090.598999999984,0.2163497753438228,555.915,0.021033513326011343,,,0.9958470795137234,-0.1457966552509946,0.12298750000000001,0.27269325301204816,0.2115220634920635,0.4735230769230769,-0.14640466217181433,-0.08915437715386992,0.3903383579301438,-0.13325388406140204,0.06590227048480762,-0.02010271295519131,-0.018286960122763315,-0.01899781222248593,-0.017281858190321037,0.0046187908283204715,0.006334744860485364,0.05723646586494322,0.3283670033525263,0.17441835176240716,0.6096616420698562,0.11718188589746395,0.27113053748758303,0.08600498343999892,0.015693738035137114,7.730911889987823,15.88141959009356,,,23.968976929683784,73.04136246586816,,,0.5526315789473684,52.95522347874159,69.66940045110383,183.95137038128595,655.6628725227381,31.364190793542353,0.6623582317749936,4.608321834532484,3.6412959544886623,3.774540046049453,4.1806294495066085,3470.1440000000007,726.6730000000002,819.4139999999996,1.1276241170375112,0.20940716004868964,,0.23613256395123647,,0.16671875817956067,1.1988436794225128,0.05068256363831233,0.4679621951652259,0.4324304510301731,0.3583973004478195,1.06,1.22,0.52,1.11,1.0345696112813747,0.1428954124640056,0.1330320728550001,0.14017091766707762,0.034656854991158254,0.09420833288317257,0.05014284936774209
Software (System & Application),1648,1.3178605209622307,1.3540948759786284,0.23786228316502517,5.5404350089750025,5.692768344610475,47852.87200000001,38176.31100000003,1.2534702999459526,95902.86700000004,12511.086799999917,0.17698341089820932,1.2882273635506687,0.9464783178759009,0.13415189960739474,0.14685677110309453,-0.012704871495699793,555721.5679999989,-7060.371108828781,0.173054641209129,0.13910010466338735,0.033954536545741654,704971.866125185,23936.992992067288,0.9179209765298469,0.4454074927960674,0.0695,0.07883901773011613,0.05235435,0.08207902347015307,31436.66336000003,63942.88899999991,31124.740999999984,-32818.14799999993,-0.05905501943735967,70967.39300000017,93927.98399999992,22960.590999999753,0.06573191288111864,2801.7079999999696,428197.64100000006,71969.34499999945,0.3016310958312598,5191.159999999999,0.012123280240116965,1.4772666888447972,0.2556478568082344,0.5783206193700352,0.0775828096706153,0.1528277747989276,0.16911827995255052,0.252203277182236,0.2363590425531916,0.13415189960739474,0.09875492703337894,0.6602638122495742,0.11173046958507386,0.2502458580959283,0.17725169673656516,0.16327734707485791,0.1781339975092312,0.16409008812126444,0.19688448580761525,0.1828405764196485,0.24546176661981395,0.5479229871067821,0.415507855512854,0.3397361877504258,0.1700460888930401,0.30246122048696816,0.07299416135936315,0.01226371142836926,13.490151303193004,21.774817579847788,33.846686642289974,43.88569028239771,16.16819925840003,27.368880676914465,37.71326021588987,48.89909830364526,0.5904126213592233,97.84974938303938,81.17018650247125,52.77042733053807,50.10348389229757,31.423417618861965,1.329478122750064,6.765091742203532,6.012261244796708,6.4058535701843535,6.718013801362313,137109.129,25453.70100000001,30510.326000000012,1.198659715536063,0.18564555974970864,0.26183635838355857,0.22252585384011894,0.31456985928567177,0.08941839828135163,1.2686406625554685,0.037348306306971245,0.48660354665715355,0.4454074927960674,0.28997706917531674,1.18,1.25,1.2,1.2,1.2295721041924463,0.08207902347015306,0.13910010466338735,0.18749210798157295,0.023359694129877196,0.06995664379444694,0.1404197930489799
Steel,710,1.0387463631868152,1.2339858111510127,0.19721793988670028,5.266997331903804,6.256965324046712,64932.478999999956,32589.50799999997,1.9924350806400641,11030.760000000002,-211.50459999989835,0.031233063526508904,0.3319807339929289,1.5324538849846425,0.19513585801447908,0.1372720677298508,0.05786379028462829,658314.7880000009,38092.58883410158,0.15474452778417921,0.10999234538941745,0.044752182394761766,901782.5753457162,40356.73829228949,0.6787511126097563,0.36054916600984277,0.0695,0.156647672993144,0.05235435,0.32124888739024365,44222.97954999998,21989.385000000013,4912.390999999998,-17076.994000000013,-0.025940468467799314,204474.5909999999,213731.25300000026,9256.66200000036,0.02693003427233203,2537.434000000041,23644.424999999996,1710.5030000000006,0.016158125924853953,213.81900000000002,0.009043104241274637,0.6906094052657653,0.1068680263011637,0.6557473383266019,0.12795981950507238,0.22753203910614542,0.17691252873563204,0.10255783439490444,0.008155510204081635,0.19513585801447908,0.1834317375071088,0.2027605498194744,0.09295685875371071,0.12049825504353878,0.11983144761390822,0.10106013019378966,0.11991584822121579,0.10113130964236329,0.11976279919759207,0.10097826061873957,0.18774542048548878,0.23559201144050076,0.19727842118634184,0.7972394501805256,0.009533000700853056,0.04784659095501199,0.0006668074296305429,0.001886377557617799,3.996885799124411,4.2421310055380514,5.496146871010761,7.0054043821772165,3.4597109268331177,3.6353819317767417,5.691710641513177,7.2546705184405615,0.2507042253521127,27.043451973273193,34.010112280980266,11.727924562123313,4.653516202338376,5.162874205029619,6.33053490932514,1.0334392437356485,1.0065838167081296,0.5290046430235898,0.6825263094067728,170125.40199999977,35400.80499999999,41965.87499999993,1.185449737654269,0.2080865325449755,0.2113294693365806,0.24667612541482772,0.25395258380216634,0.47329408589116173,0.909661855037274,0.12426951633651663,0.3652153906745763,0.36054916600984277,0.7305829093893479,0.89,0.82,0.74,1.07,0.911749272637363,0.3212488873902437,0.10999234538941745,0.10545686408136508,0.18853479978809307,0.13701377562708456,0.1414384207393182
Telecom (Wireless),99,0.5994486949624184,0.8356105248266873,0.18498445418139872,3.240535522917993,4.517193234017785,109972.92200000002,111772.18000000002,0.9839024522917956,8565.233,-284.66899999997986,0.010045620758875377,0.09177247836759707,0.5987566952531977,0.05965610107384498,0.10548171988116964,-0.04582561880732466,626338.0999999997,-28702.33101510398,0.07185380499516585,0.08370102020712183,-0.011847215211955989,1077544.8727586556,-12765.906008111524,0.5900286477052252,0.27376891988486907,0.0695,0.16214040083610165,0.05235435,0.4099713522947748,35334.55716000002,12850.394999999997,10646.149,-2204.2459999999974,-0.0035192590072358654,143582.35199999993,149533.113,5950.761000000086,0.009975857003826468,17765.502999999982,127847.98300000002,-11800.974999999991,0.07422979076012778,139.19799999999998,0.0010887774428165985,0.23431849746915523,0.01683667562390894,0.054337959895986554,0.003241590827701509,0.1003490196078431,0.03986386666666666,0.1029376271186441,0.15361775,0.05965610107384498,0.05861287504398476,0.49413388012202175,0.057913251525459966,0.15635768332895666,0.1461290784707081,0.12243565111365735,0.1437546724317711,0.12044623222162124,0.14331345320592245,0.1200050129957726,0.3332869199311325,0.5260858248852415,0.3360372193492671,0.5058661198779782,0.002750299418134619,0.19279890495410892,0.010228604858248535,0.019260132354112214,6.709402520051107,6.767435125348608,14.969037905540716,19.658552607915787,6.439565684529609,6.492705284964157,15.052962869595332,19.768769666045785,0.303030303030303,42.28414562144102,24.327805212795383,16.915678514132694,20.466311760635502,14.410881347619862,0.9381000143290643,1.4016862038068374,1.3699456365674547,1.395353237374405,2.1639337464462898,75502.62000000001,20277.01299999999,23331.787000000008,1.1506520708942691,0.26856038903020835,0.3808530035554063,0.3090195677977798,0.38574097422440806,0.6948329608897129,0.548510458812539,0.08497513895342264,0.31576774759295073,0.27376891988486907,0.12947507291575144,0.69,0.61,0.73,0.72,0.6698897389924836,0.40997135229477477,0.08370102020712183,0.18503203830574397,0.021280293302529785,0.21010958451939674,-0.06568226483759157
Telecom. Equipment,461,1.1754366702843682,1.1987978378632358,0.2222212448503305,5.289488280366907,5.394613996832953,8349.881999999994,6143.982000000004,1.359034254983167,7681.991999999999,-432.7390000000232,0.03506719178754258,0.38841323681726725,1.2296782460866211,0.12699399947863158,0.1344640674614862,-0.007470067982854628,170558.84600000014,-1274.0861746972341,0.12105446393642671,0.12438791697109762,-0.003333453034670905,219268.4174564203,-730.9209715775912,0.877284311748913,0.35575957529107116,0.0695,0.08404779089212236,0.05235435,0.12271568825108702,10422.382170000006,14370.307000000004,3962.6560000000013,-10407.651000000003,-0.06102088073461751,43952.59200000001,46178.071000000025,2225.479000000014,0.029364579211769347,80.68100000001141,77279.45099999993,3959.5929999998625,0.1916957167862593,642.3730000000002,0.008312339071870487,0.8097902080671712,0.09802871953853885,0.5188178102904211,0.0658867487295265,0.08806748571428576,0.04452939890710383,0.19132673758865246,0.22283421052631586,0.12699399947863158,0.07868716896554216,0.38478246767288393,0.0803322400767694,0.12411511802730368,0.1080388305879011,0.09895840554641976,0.10922944772931484,0.10004895394729937,0.1076245089719039,0.09844401518988845,0.142177956624444,0.2912827305538853,0.263247541109201,0.6152175323271161,0.12106958448475699,0.1491047739294413,0.016076287439402568,0.006829417020652582,7.749107183669319,13.982133050228981,19.267327671178666,23.310643065326566,8.378686328318086,15.513435598748824,20.192984762872346,24.430552501321515,0.45770065075921906,72.99396514074087,48.3299995603607,29.921356732174313,27.038981131936538,20.6762345591705,0.9278752355993702,3.278906654561631,2.6550381373281895,2.097213272238511,2.2056685736550157,30489.846999999998,5121.853000000003,7340.865999999997,1.433244179401477,0.16798552646066092,0.19150255847253292,0.24076427802343509,0.27403906044360793,0.13988132080744356,1.0845192281648102,0.07734780138989776,0.3873191497985477,0.35575957529107116,0.14137918398170188,1.28,1.27,1.2,1.17,1.2190873340568735,0.12271568825108703,0.12438791697109762,0.2557554075395789,0.19205311443491613,0.17138785016866265,0.24547671050793304
Telecom. Services,295,0.5328634384133827,0.83120448295402,0.19706225425456597,2.7040360439855067,4.217979166524027,170586.97900000005,194117.42600000024,0.8787824077164501,26135.795000000002,-574.1716000000306,0.0018398303676254975,0.01596863503639832,0.6630252862487998,0.0979275807590621,0.1051301177397308,-0.0072025369806686945,963160.3300000001,-6937.197895138064,0.08300284823336357,0.08110485457071243,0.0018979936626511429,1665097.8777085792,3160.345219584751,0.5447671498119844,0.3323458822442584,0.0695,0.13675559575935828,0.05235435,0.45523285018801557,60335.79480999997,11997.583,3611.5480000000025,-8386.034999999998,-0.0087067902807002,202648.08100000012,138101.0769999999,-64547.00400000022,-0.06165761973031503,-582.2899999998626,313986.341,-56844.31400000001,0.11652696714613053,7901.649000000002,0.025165581963961934,0.06304137212091086,0.005232613442574962,0.3603072544739493,0.03528401776057361,0.151056,0.09371924882629107,0.11497526315789475,0.10822676056338028,0.0979275807590621,0.09504296089770785,0.47220507246962906,0.08543459274195492,0.14900921415634,0.14564770212095915,0.12572956384642583,0.1456228847580022,0.12570814039672523,0.145102802727752,0.12518805836647504,0.3277331272798412,0.43925193823720954,0.3344243787631481,0.5277949275303709,0.006691251483306877,0.11151881095736829,0.00336151203538086,0.016963797213131314,6.668469992667063,6.814314301939763,14.316491404336567,18.09490216107957,6.261009457043115,6.388839039496848,14.378469438930546,18.17323744871676,0.3593220338983051,2159.6932817793077,38.64289325311667,25.62739998773577,11.277395101412758,11.226475651466602,1.0373105129476827,1.340689090628011,1.3704785596030102,1.191553773973834,2.093834198101839,145046.79899999994,29933.107999999982,20358.525999999998,0.6801340508977555,0.20636862175772658,0.26573536611817405,0.14035832669426926,0.15272281662988615,0.8356466617804139,0.5101001793369285,0.04271874824858027,0.34657576559228437,0.3323458822442584,0.08040531929775036,0.66,0.59,0.96,0.58,0.6645726876826765,0.4552328501880156,0.08110485457071243,0.17028573635813818,0.022635373004674036,0.17173864496188956,0.008498171222058069
