,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva_us_millions,roc,cost_of_capital,roc_wacc,bv_of_capital,eva_us_millions,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard2,evebitda3,evebit4,evebit_1t5,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies2,aggregate_tax_rate3,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201923,dde,cost_of_capital,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Diversified,23,0.9394964138236339,1.0382284747790869,0.2753518069326997,3.4119856495194942,3.7705526117460564,19831.05,18664.011000000002,1.062528842272971,11569.536999999998,151.7374000000018,0.0276219002205922,0.8912655545708676,0.8091355852203166,0.008249600127117764,0.10047077140187777,-0.09222117127476001,552306.7699999999,-50934.37723237948,0.028451413775521742,0.09059650770438482,-0.06214509392886308,576661.8679525161,-35836.705949102754,0.8248336247326211,0.5784443873074648,0.058800000000000005,0.029800285457986134,0.0441,0.17516637526737888,6865.354000000001,18533.6,1576.157,-16957.443,-0.03070294249697501,49421.894,29399.005999999998,-20022.888000000003,-0.0981235331373498,-606.0999999999985,136616.44999999998,3477.4339999999793,0.1092138192183248,0.218,1.5957082767119189e-06,1.7018968838721764,0.04842137244631837,-0.5067793894620867,-0.0041807273157270924,0.02365,0.07692,0.03934285714285713,0.14035,0.008249600127117764,0.00825946431759678,0.10157954978760521,0.009764965848369769,0.03627731608877112,0.0344185411414363,0.033392858790374055,0.03590758367597397,0.03483752743232342,0.03623278335047383,0.03516272710682328,0.324196808300174,0.3809063109745103,0.33697976413673997,0.8984204502123948,0.012782955836565977,0.056709502674336304,0.0018587749473348166,0.008282894479633008,26.71551394545171,30.95510954380436,69.44109385976469,80.45560497096723,7.410158126986053,7.70233782047498,69.54167009345487,80.57213426619386,0.8260869565217391,18.96532967923898,14.458344682654587,38.36795622528857,10.728343087182331,16.89996398766186,1.204129959933157,1.8458984878571658,1.994308097909004,2.160658078599189,2.497073337847707,15059.6,2404.9,9101.827999999998,3.7847012349785842,0.15969215649818055,,0.6043871019150573,1.6028013453783432,0.21236570626489795,0.8955848438636543,0.046739475865868324,0.5643234779391457,0.5784443873074648,0.4871807435997979,1.1438090814341535,1.2484828302966493,0.89,0.7021414621539441,0.9847859575416763,0.17516637526737888,0.09059650770438482,0.09059650770438488,0.14918192963505741,0.12165309118002865,0.1641541571627073,0.07613974462511099
Drugs (Biotechnology),598,1.1994489579084946,1.2417422800706084,0.22872559625710936,5.24405216353748,5.428960730196422,7334.548000000006,18073.874999999945,0.40580937956027846,5763.613999999999,4933.350999999999,-0.00020551912434212563,-0.003114176734527716,0.4588572593717011,0.006775907836833162,0.11255949143619413,-0.10578358359936098,197260.06200000003,-20866.876259392135,0.06493048690162403,0.10346435865628759,-0.03853387175466355,449207.09608525387,-17309.688631834,0.8671457735209235,0.5841409330821086,0.058800000000000005,0.00936698809111424,0.0441,0.13285422647907655,17685,19614.359000000008,23564.126999999993,3949.7679999999855,0.02002315096098867,25599.98900000002,19656.767,-5943.22200000002,-0.03482412604083814,9053.116000000002,68027.17300000002,-361.84000000004016,0.12746116867532487,326.675,0.004802125174303508,0.40999126936273844,0.0266209327451375,0.9994308074545688,0.006772051040603908,0.07171666666666664,0.27230353658536566,0.6961846913580249,-0.048395652173913034,0.006775907836833162,0.01447798778496685,0.6094228340188752,0.006484588780086982,0.18331440384242054,0.12018971566330637,0.11906390002801377,0.11868231848263854,0.11757062261878583,0.142616457040632,0.1415047611767793,0.2257345611884094,0.5084619450281992,0.615337163263704,0.3905771659811248,0.38960260207529457,0.2827273838397898,0.06312468817911417,0.016240576081914062,5.835679897555054,11.029260692823163,40.682421818847885,73.16170791304113,10.051135927111082,27.39871748661587,52.11254336821186,93.7172003546857,0.9280936454849499,81.44078632430518,113.80317420122032,34.85680333610212,152.23672895933038,17.147553445876834,,5.800972165849432,2.764717799495605,5.775760097771643,6.184837468966433,59505.96000000003,8480.332999999999,12408.014999999994,1.4631518597206024,0.1425123298573789,0.9703958973482677,0.20851718046393988,1.5058382106954886,0.1532086421175077,1.1137636210543922,0.0714372514888118,0.6539990607514994,0.5841409330821086,0.29812569880822276,1.4307835597315306,1.3891731337867141,0.85,0.9722328956942816,1.168327709424204,0.13285422647907652,0.10346435865628759,0.10346435865628756,0.1788789370827618,0.09509733551553037,0.14852237682978875,0.12996962084632474
Drugs (Pharmaceutical),281,1.1808060946282533,1.2680061555196915,0.20206642380297907,5.843653153279811,6.275194718920924,17928.357999999997,31742.937999999976,0.5647983182905126,27527.496999999996,-2931.347800000003,0.027328938551878745,0.1146893417522223,0.7538683006298992,0.24540189875584534,0.11411956563786968,0.13128233311797566,295016.34,38730.43342312597,0.19583591126440983,0.10572849259539045,0.09010741866901938,523315.65695276484,47154.6229970957,0.8801610240503839,0.6488355395045173,0.058800000000000005,0.02373947361492524,0.0441,0.11983897594961615,37183.45,20357.480000000007,7370.9890000000005,-12986.491000000005,-0.04401956515357761,40326.621,37543.16600000001,-2783.454999999987,-0.012327172003769564,2680.9310000000005,161312.93600000002,-263.2730000000447,0.20146257971878487,642.2670000000002,0.003981497181354383,0.23314422056482276,0.045658010890342625,0.48639919820513355,0.11936328679286054,0.3073882352941177,0.4234563380281691,0.6261254867256636,0.10348590909090909,0.24540189875584534,0.13687373309569742,0.6701765274859136,0.183512131224399,0.2886770798848399,0.27387480126192115,0.2673731576435709,0.27370258544627074,0.2672050301407322,0.26627225481310235,0.25977469950756377,0.31940003409536627,0.5233898738231901,0.4978320926014029,0.3298234725140864,0.17843205850603652,0.20398983972782384,0.014802278622918804,0.00720042885486982,8.43317720438687,12.336746475080462,17.37496592242517,19.95736303061145,9.743842014814213,15.187215849714281,17.722877013760126,20.35698326486966,0.8718861209964412,26.627665217213007,17.765653282813773,14.043576979049096,27.246379351204368,20.04821257655005,1.937289120100238,5.2822318741793906,3.390146671418405,4.381876220284148,4.8507972602124285,95301.319,11581.182000000003,24143.713,2.0847365148047925,0.12152173885442238,0.13961153139407637,0.25334080633238665,0.28657366253233163,0.13615574045546022,1.1505188464363174,0.025649637421181277,0.6919122536259916,0.6488355395045173,0.18546971819096153,1.3790871702678402,1.2856575366949226,0.84,1.009823573553889,1.139074875028981,0.11983897594961612,0.10572849259539045,0.10572849259539052,0.1797297508129587,0.11513437448785495,0.07659583507013493,0.19448863395055158
Education,33,0.9937160802737702,1.1008288893194806,0.2715999871053923,3.6587486283206867,4.053125705386401,567.136,741.146,0.7652149509003624,1688.7130000000002,118.22059999999965,0.092404200428599,3.037456471436557,1.2400892015686051,0.03190071456829195,0.10418923602557716,-0.0722885214572852,16177.599999999999,-1169.454784727377,0.06774187060273272,0.08943852557572636,-0.02169665497299364,14250.208757278951,-309.1818626998139,0.7656356927520311,0.41812601855058806,0.055,0.07098235745829681,0.04125,0.23436430724796883,90,2551.9349999999995,537.31,-2014.6249999999995,-0.1245317599643952,2916.373000000001,1823.95,-1092.423000000001,-0.19219054964565851,287.5520000000006,8152.190000000002,343.7400000000016,0.27038542324863113,210.386,0.025807298406931137,3.5636046330701983,0.24140524393274018,0.8256074190479328,0.02633746662051231,0.16761666666666666,0.041291875000000006,0.1022838888888889,0.17142857142857143,0.03190071456829195,0.03425182647219257,0.46608844848182357,0.029203866331890895,0.0892174588165258,0.052763116719378576,0.0490178663077898,0.051599365276280194,0.047936720685618044,0.058289255738509536,0.054626611147847386,0.10645031867642475,0.4596042334761054,0.15346254681965854,0.5339115515181765,0.047012228143233775,0.35315391479968067,0.03645434209714723,0.035275609978309745,7.4830798189275,9.650215665864085,30.359718234591035,51.49445256136513,12.054610553378195,17.37835320215204,35.85182155895529,60.809850415629846,0.6666666666666667,15.235382250667469,18.213402559297673,20.51044635769584,28.61781275591931,14.26055997234705,0.8318659983869112,1.81380698120419,2.246076867954984,1.572086344532704,1.8499312364405511,1282.4,369.7,561.261,1.5181525561265892,0.28828758577666874,0.479888508122039,0.4376645352464129,1.7597312406136438,0.3061042078714493,0.8952898878644345,0.09904860589779241,0.5483166862101779,0.41812601855058806,0.17467699345638765,1.1083755117525074,1.3560146590000444,1.07,1.1033169078612295,1.1262846317775101,0.23436430724796886,0.08943852557572636,0.0894385255757264,0.11514837707883813,0.013719864663670889,0.04511239264511902,0.07957505660234288
Electrical Equipment,110,1.4326548798323873,1.5896686619511227,0.28919959537772394,4.9538619788219105,5.4967872962438085,5039.934000000004,3237.9880000000007,1.5565017535580745,12041.557,502.618199999999,0.14996801054437855,2.038852578466174,1.784175397261031,0.13203099340958588,0.1332263185198967,-0.0011953251103108131,52950.999000000025,-63.29365872074278,0.1840328456371863,0.11684555033628852,0.06718729530089779,53616.48252007842,3602.346444071933,0.816207283598825,0.5855485943663449,0.058800000000000005,0.04468854824762538,0.0441,0.18379271640117503,2409.1900000000005,4298.044,3019.806000000001,-1278.237999999999,-0.024140016697324223,12168.157000000005,22778.666,10610.508999999996,0.2187704584895443,589.9309999999987,46758.28500000001,12785.796000000017,0.2920452628049384,55.721,0.0011916818591614295,2.7928575511304214,0.513977522593835,0.6553954536670736,0.08653251282378994,0.1437188888888889,0.138975,0.6052948076923077,0.15966190476190478,0.13203099340958588,0.12015878449310194,0.32326961286889017,0.07308263268970382,0.1160676946911678,0.09966773470320654,0.09521372833219077,0.10247248147779948,0.09789313504522494,0.10772663000105302,0.10314728356847849,0.14297049078691854,0.3363499618743057,0.1781357477930264,0.6767303871311099,0.03516525700610787,0.19337947108738715,0.016399959987961253,0.009793980337421824,10.647170762188724,12.687782652021538,22.71778994473753,31.6490389902596,15.532601406188975,19.35302558893959,27.001508373366896,37.6168541650975,0.7272727272727273,73.87098843262216,50.35024785167854,26.430506673258417,34.18270456338971,18.797026484786524,1.1773019063512689,3.131143964049657,3.652570560091819,2.3790425751361752,2.7669115666624866,13059.930000000004,2625.546,2889.0400000000004,1.1003577922458798,0.20103829040431295,0.30708438632338375,0.22121404938617584,0.3413010893130879,0.2251789711931941,1.3599881180140871,0.05072174941867486,0.5944028755049212,0.5855485943663449,0.13952392240432268,1.1823979253907428,1.307118859086069,1.0,1.194327330306878,1.2232997989232155,0.183792716401175,0.11684555033628852,0.11684555033628863,0.19510561485795141,0.1702047692079659,0.11441728694856856,0.25546598517273594
Electronics (Consumer & Office),16,1.6130596990178139,1.538919124088938,0.2588775481291933,6.2309756511322245,5.944583202406327,99.649,143.90599999999995,0.6924589662696485,188.239,31.167599999999993,0.024097951690066212,1.2815079705843213,2.2252934810205893,0.012750302661478806,0.13021179597088292,-0.11746149330940411,3089.2599999999998,-362.8690928210097,0.05463891445559998,0.11764194761083187,-0.0630030331552319,3266.1921054415525,-205.7800095104908,0.8587050966893119,0.3956471324501661,0.055,0.039839422941665745,0.04125,0.14129490331068803,0,298.971,68.90799999999999,-230.06300000000002,-0.07447187999715144,739.4809999999999,749.182,9.701000000000136,0.01245970279608027,38.418000000000006,981.7999999999998,88.39999999999986,0.15956903034590786,0,0,4.482980469573045,0.244945186383127,1,0.012750302661478806,-0.368,-0.004729999999999997,0.016857142857142855,0.13996666666666666,0.012750302661478806,0.014886989309039929,0.32289788058615587,0.005419334209841289,0.05173098396915015,0.018532970035645514,0.017794627204030213,0.021106244247625038,0.020265383656333805,0.025394437421319454,0.024553576830028217,0.04471181177936435,0.269648784106625,0.12163474053401678,0.6771021194138441,0.07692292875465243,0.22493697232726065,0.03319801393350463,0.007270402336963194,4.408999761411645,10.434016718178196,27.82775567194643,31.234195443967632,6.382143018848163,17.362085749941826,36.780125399900754,41.28243896981812,0.75,35.79262891534175,78.60622134012917,28.068645865671254,18.977417423410838,20.41219114130641,1.4583608817318225,1.8651208939219588,1.5372669853112542,0.7849471316011204,0.7762903101485829,175.70000000000002,17.683999999999997,37.875,2.141766568649627,0.10064883323847465,0.20973591221870932,0.21556630620375639,0.8804863306676587,0.1645441535812963,1.3698664833253236,0.15076516748919444,0.59618023652288,0.3956471324501661,3.28167406691279,1.2240277060430294,1.25079435757328,1.01,1.0571596798644427,1.231008288499713,0.14129490331068806,0.11764194761083187,0.11764194761083191,0.11199058478563438,0.17968513955793403,0.13564955788447156,0.13681325152347834
Electronics (General),138,1.1161632606240839,1.2012527647557136,0.3027405923088268,3.68686356894447,3.9679276425881844,6193.438000000003,3149.0810000000024,1.96674458357851,15058.506000000003,466.50980000000163,0.13580448309031176,1.752182448179154,1.8293533131914423,0.12417520019293474,0.11015441422648939,0.014020785966445348,69565.51700000002,975.3632245021156,0.17474664762348024,0.0992428814978455,0.07550376612563474,74745.58359721876,5643.573062848485,0.841642471659688,0.449375866701406,0.055,0.06290651967255027,0.04125,0.15835752834031197,916.4280000000001,6759.344,2754.528,-4004.8160000000003,-0.05756898205759039,14068.366999999991,21459.656,7391.289000000008,0.18062798014738832,938.7559999999894,43281.77800000001,5488.110999999983,0.24552435514312937,469.523,0.010848052499137163,2.234127969038666,0.3904063729513614,0.8939112178397818,0.111001604429965,0.141069756097561,0.106349294117647,0.2934601515151515,0.155509375,0.12417520019293474,0.10132579716100554,0.27347789790757515,0.0631750737393154,0.11113971446936521,0.0973606008204959,0.09123598426965007,0.09829539537141141,0.09211197414875863,0.10170714884999767,0.09552372762734487,0.1379480519117701,0.2609367530432586,0.1887060007226622,0.7265221020924248,0.050757948810892115,0.12298870113148849,0.013779113648869313,0.008234600492901348,9.029807700641793,11.91629375511652,19.249574240444776,24.412908363673377,10.267927100915916,14.046008131850673,19.712209830423305,24.99963719844364,0.644927536231884,29.060951538765075,58.252171064461706,21.748123487038004,26.695119526421998,20.4300290819342,1.313749031653828,3.0614854022412756,3.200050464160174,1.7290946345025053,1.9376194589256814,13560.413999999995,2576.403,2565.9110000000005,0.9959276557277726,0.1899944205243292,0.22281840221330604,0.18922069783415177,0.23015602356965553,0.18815296717148403,1.0527011334089542,0.056857387672521964,0.5030761314415528,0.449375866701406,0.25372538724431853,0.9606603035174501,1.070921529276746,0.86,1.051017267647953,1.0117524722132465,0.15835752834031203,0.0992428814978455,0.09924288149784544,0.17960759750017985,0.19681941886282353,0.1528227871325345,0.22422007253520718
Engineering/Construction,43,1.0176246718468016,1.1967640138319908,0.39097304282679585,2.602800092019688,3.060988566319563,3691.9709999999995,2615.7139999999995,1.411458209880744,8305.689999999999,6.315600000001723,0.0792501681739788,2.21321056044411,3.398853205223256,0.07495788208319021,0.10988778242162026,-0.03492990033843005,34138.678,-1192.4606202257544,0.1383462171293748,0.09340947462486193,0.04493674250451288,34854.00011331723,1566.2252283443993,0.759923656980389,0.3516684814395371,0.055,0.13296156731028333,0.04125,0.24007634301961103,432.09999999999997,2475.679,180.085,-2295.594,-0.06724320139168834,19351.808999999994,24937.615999999995,5585.807000000001,0.190884293671246,2099.116000000002,19223.820000000007,3263.780000000008,0.1823206685070314,161.70000000000002,0.008411439557798604,3.007830882148567,0.4161220243101646,0.8311425370355101,0.06230068428543132,0.17276249999999999,0.12138344827586202,0.170609375,0.17328000000000002,0.07495788208319021,0.07490520717032395,0.1392261911947152,0.02160125432590576,0.048687829336311904,0.04422234908722617,0.038342476242446105,0.04688428892091499,0.04065048038376199,0.04693760148613017,0.04070379294897716,0.07067126847286377,0.14897417038461505,0.07098495124621791,0.8607738088052848,0.000313682773354151,0.0783029019117513,0.004465480249085732,0.0253949925390603,13.119293439246057,13.169580718377542,22.98728031850993,30.097988142620327,15.25781970705645,15.325543342198005,23.101034759339754,30.246930503953497,0.39534883720930236,72.47294328639389,29.062594674781394,25.510136738938964,45.77267578149411,29.123710610798874,1.6807312217681711,2.8181860701948733,2.9819306702218933,0.8656790527185431,1.083075588028985,4452.0520000000015,1018.7800000000002,729.6729999999999,0.7162223443726808,0.22883380517568075,0.25559988983389964,0.16389588441464736,0.19286283316126476,0.3159216597803674,0.9675188848532291,0.049237983688661585,0.42193835857454437,0.3516684814395371,0.1519539977388748,0.810158783963093,1.3250378765861548,0.95,0.9739625248634707,1.0153567714519043,0.240076343019611,0.09340947462486192,0.09340947462486193,0.28373337031796175,0.02160230106067153,0.10174560749151448,0.2001452260073408
Entertainment,110,1.2462224080092748,1.4497950169593838,0.2082225616005779,5.985049835280751,6.962718188725616,9363.376999999999,14412.226999999993,0.6496828699686733,2967.9960000000005,1025.078199999998,-0.004979303346952369,-0.08931157068358955,1.4645754612679325,0.011812232323271436,0.1249178240073874,-0.11310559168411596,161160.8159999999,-18228.189449974932,0.11234825527684747,0.1047373955226708,0.007610859754176663,144774.26367394955,1101.856616836623,0.7502973046778402,0.578095571351251,0.058800000000000005,0.0344857737154456,0.0441,0.24970269532215986,959.8399999999999,2421.332,821.1,-1600.232,-0.009929411129315707,19346.44,12644.785000000003,-6701.654999999995,-0.042970797095909403,785.1649999999936,155173.36800000002,27821.40400000001,0.2878737080169093,1489.7150000000001,0.009600326519947676,0.04050024890613391,0.004550132302882194,0.495794699603765,0.005856442176366244,0.0902111111111111,0.28593124999999997,0.2134313513513513,0.16553066666666666,0.011812232323271436,0.015810359383192113,0.404412162882283,0.008978180237877687,0.09913285882883596,0.07512458188433216,0.07253385255300163,0.0744431628927289,0.0718759328225482,0.07927768866245001,0.07671045859226931,0.14490745334281577,0.3666462383840043,0.1847275313973307,0.595587837117717,0.03982007805451491,0.2217387850411885,0.024008276944503807,0.0196445612758258,14.153693610781833,17.462187520735604,39.95907149942788,53.3555188302461,16.56392173956522,21.11563140903243,41.102664829241476,54.88250664936715,0.7818181818181819,26.711059395641392,47.736718632185095,44.388726339725864,53.40234026390041,36.54407185368522,2.207691939480613,2.224931360853785,2.803809247522932,2.4659794671234745,3.0598123732084623,16613.988999999998,3504.639,4032.532000000002,1.150626926196964,0.21094506563113774,0.4447082514398206,0.24271907246357285,0.7850353686531889,0.33280500111802513,1.1602037973929984,0.06902348253686368,0.688274441827099,0.578095571351251,0.25732913893489373,1.2140124334135816,1.2017030374551592,0.84,0.9642484762875171,1.0932372710331066,0.24970269532215983,0.1047373955226708,0.1047373955226707,0.1292356918645912,0.0184696724847813,0.10619877391253472,0.04191818235094667
Environmental & Waste Services,62,0.8591109527629267,1.0153454106826958,0.2164026460616108,3.969965101620495,4.691926966519727,5040.985999999999,4562.038000000001,1.104985534973623,5654.263000000003,-0.13580000000183645,0.09628471466477503,0.9671972321369015,2.3308722386849454,0.16473874687290124,0.09911151739455212,0.06562722947834912,28169.481000000003,1848.6849938729956,0.28322287490094245,0.08734139469572688,0.19588148020521556,27327.66169798194,5352.982823948077,0.7965811608678373,0.48087346767746236,0.055,0.05421100591235166,0.04125,0.20341883913216277,2146.7,2334.815999999999,506.204,-1828.611999999999,-0.06491465000721876,21682.515000000003,26672.443999999996,4989.928999999993,0.13447062970096388,557.7139999999999,36026.758,2618.5000000000073,0.3874774642165218,117.82,0.003270347001525921,1.1007779432771518,0.3117654937225015,0.5374094541552235,0.08853216003518138,0.4560875,0.10134039999999998,0.47340952380952384,0.12253076923076923,0.16473874687290124,0.16459303135471767,0.32737401630034857,0.07285404364468392,0.13245480718111582,0.1259444829111092,0.119116905803387,0.12847635935945745,0.1215115266826245,0.1284742274005583,0.12150939472372536,0.18503679465913841,0.31425904663319426,0.18515928025067568,0.6726259836996514,0.00012248559153727235,0.12922225197405582,0.0065103242700065974,0.01775166628758198,14.014401655224358,14.022412125338205,23.388429760710196,30.184360849012204,16.389352858795487,16.4002018339062,23.62022705374504,30.483511036022257,0.7741935483870968,89.46261436825168,76.98730729392803,33.748317913203934,39.34111526982342,29.490503601880807,2.4067835195206886,5.292040895164843,6.151558066392661,2.4371116867644362,3.0346407791089263,6606.469999999999,1460.9679999999996,976.708,0.6685348344385368,0.22114200170438975,0.23859723681657688,0.14784113149685083,0.1583091868012033,0.25536486314909534,0.8521403775164632,0.008113707809271745,0.6156615678292375,0.48087346767746236,0.13314926778396013,0.9601751957992237,1.0485101305295534,0.82,1.086182979964372,0.9547958518112152,0.20341883913216274,0.08734139469572688,0.08734139469572688,0.1592940817197743,0.012702361833678068,0.07104092092586423,0.10044659986151996
Farming/Agriculture,39,0.9310497068082925,1.1403135761675725,0.26728981078067304,3.4832966662252356,4.266206679697441,7371.652000000001,3293.5659999999993,2.2381977467583773,4056.7389999999996,324.0617999999922,0.03335753597775123,0.5413399340124277,2.051776568615021,0.23648187908031001,0.10653462642435381,0.1299472526559562,60644.13500000001,7880.538732946917,0.15172833554504575,0.09073940746542884,0.06098892807961691,123591.6653299009,7537.723188045409,0.7470118768458949,0.5442670958617369,0.058800000000000005,0.06635461534211075,0.0441,0.25298812315410507,3015.71,5785.98,389.133,-5396.847,-0.0889920682354526,48510.479,57682.40300000001,9171.924000000014,0.11811690017784923,6595.698000000002,8077.532000000001,-133.95199999999568,0.038674404568425226,383.29999999999995,0.047452613001099826,1.4678368468897955,0.22271244163027684,0.789717610870302,0.18675390456142207,0.17563000000000004,0.17570944444444442,0.7878584999999999,-0.1997142857142857,0.23648187908031001,0.21350436796809966,0.1323480336770738,0.05655453338233931,0.07839678342450802,0.07621590723204641,0.07115863002471398,0.07783662051073169,0.07267180149721225,0.07911455499645086,0.0739497359829314,0.08330983571921247,0.12822598239169375,0.094536194757585,0.8676519663229262,0.011226359038372529,0.04491614667248128,0.002180876192461606,0.010095090046105428,11.291085764745715,12.60893108246012,15.581328911598986,19.681788903810027,12.956288800099992,14.702204496837156,15.736015172612692,19.877183170426463,0.6666666666666667,18.22986986475552,22.12057113620223,33.55558485220265,17.409282783291626,15.226675091995732,,3.4691348828249016,2.195242047102833,0.9368118774986512,1.2248382413417702,19423.901000000005,3891.3010000000004,3787.0739999999996,0.9732153847774817,0.20033571011302,0.211848761589993,0.19496979520231278,0.20704948440655882,0.33866680168767294,0.9093408963975123,0.02331648917564196,0.5890289174435183,0.5442670958617369,0.2608998731092537,0.49587806644422544,0.6274511480684076,0.68,0.8478652069247063,0.7164488256491264,0.2529881231541051,0.09073940746542884,0.09073940746542886,0.07593367559225293,0.14737379947494236,0.07465897003619128,0.1482856605674927
Financial Svcs. (Non-bank & Insurance),223,0.10617474510192053,0.8857250736377152,0.2950585022364611,0.3598430287456406,3.0018625693690115,9179.09,-2735.147999999999,,190.481,1073.338800000005,0.036372628687447776,0.28481756221547083,0.04716792489213012,0.48075065014765694,0.09141206937408028,0.38933858077357664,198384.93399999995,77238.90865041965,0.006537565294637276,0.04579203511603851,-0.03925446982140123,7681215.483372905,-301522.0413837416,0.09054720374804681,0.2714530650370676,0.055,0.1460858554783109,0.04125,0.9094527962519532,13017.300200000005,52082.51900000001,1774.462,-50308.05700000001,-0.2535880925312606,2452927.829,2204176.205,-248751.62399999984,-0.03147228910193926,57.74200000000019,134133.49999999994,35050.29499999991,0.012003438524829631,2638.1000000000004,0.019667719100746654,0.2184817075557922,0.0014283384288298377,0.8635126653278347,0.4151342752670926,0.16326163793103451,0.1044040579710145,0.06767018691588789,0.04631860465116278,0.48075065014765694,0.462039347614655,0.7584878453699184,0.26323997967524737,0.17986911072473213,0.1588822815855376,0.13567182755976845,0.15884432431617085,0.13563941531056878,0.16180683625994385,0.13860192725434178,0.15321783671330988,0.4571225763940878,0.16398610244883619,0.24151215463008158,0.010768265735526299,0.3039047396807779,0.02098682913919452,0.008319618559945268,85.97176619609385,91.88027150796391,90.63053658376812,112.72969415590137,143.22425294050285,153.29016203123987,147.86041060623717,183.91437912321032,0.2825112107623319,19.908663498816026,32.69630059854332,15.959308337809112,6.863030688873433,7.1102061318534835,1.535064837423808,1.6875081521756248,1.055001201597814,2.175310656091527,23.486787015859328,136450.81999999983,28491.87200000001,22331.682999999994,0.7837913563559455,0.2088068946745798,0.21657977844448056,0.16366103919346195,0.182658241562459,10.043963353993375,0.10380029609017566,0.0223635951229793,0.33784250120258325,0.2714530650370676,0.6167037912205172,0.07561533503134525,0.09826313785398752,0.11,0.15175874715602064,0.10836239302865477,0.9094527962519532,0.04579203511603851,0.045792035116038576,20.754417120762454,0.003320261591968433,,
Food Processing,92,0.7686726756486479,0.9175202331173958,0.212412591837733,3.6187716980349975,4.319519032178239,10258.797,6684.370999999998,1.534743807607328,6664.200999999999,49.25899999999092,0.03712651759254365,0.38748034619260674,1.6859815207716935,0.11538895815608002,0.09330070184717332,0.022088256308906706,170406.95500000005,3763.992498860332,0.1859935447135467,0.08164388656482782,0.10434965814871888,164357.34531251955,17150.63279759236,0.7760488356800411,0.3422878341543323,0.055,0.07736930904283144,0.04125,0.22395116431995885,10574.619999999995,6829.9000000000015,1832.6440000000007,-4997.256000000001,-0.029325422779839003,21685.644000000004,20211.890000000007,-1473.7539999999972,-0.011611341535265942,-376.24299999998766,131282.62500000003,-1262.070000000007,0.32231546020916607,624.539,0.004757209874497861,0.5754372131132566,0.10702760702701919,0.4622094065523106,0.05333386187201115,0.09378689655172412,0.2521022448979591,0.12178295454545453,0.09949190476190475,0.11538895815608002,0.11230906379782152,0.2463203173362185,0.07095935186977306,0.1224318945408138,0.11768965472306084,0.10858408745564821,0.11937593471143564,0.1101399011264697,0.11955369864953631,0.11031766506457037,0.1483254591199653,0.27138586623211497,0.15447332201536984,0.7536796826637815,0.0061478628954045435,0.12306040711214965,0.004742239817752969,0.018036430272193614,12.743300833887202,13.24274225046033,17.401340165255593,21.680282954235825,13.591609572905261,14.154960953564105,17.587640987588866,21.912394648187806,0.6521739130434783,113.23869549178481,52.47444886536464,32.95457562304481,22.82459914577627,21.047133353784034,2.1154618965384344,2.6065242636797277,3.381856169430896,1.660457565509822,2.099541082262578,26368.217000000004,5246.152,6901.425,1.3155213573682196,0.19895740390789407,0.2102760614247699,0.26173271404737,0.27882914163244094,0.2885787002356797,0.7542704446992685,0.0187364939663376,0.4866088668527545,0.3422878341543323,0.16971271691317583,0.6114219919250382,0.6968082479529737,0.53,0.632413845750539,0.6478633522554398,0.22395116431995887,0.08164388656482782,0.0816438865648279,0.07782859879040048,0.13239575832486838,0.12528627621149713,0.06761507012216998
