,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_all_companies,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201721,dde,cost_of_capital,cost_of_capital_euros,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Insurance (Prop/Cas.),17,0.7897969072640388,0.8808948203103644,0.30828381202639854,2.5619149512670747,2.8574151024022396,99.282,490.222,0.20252457050071193,2787.89,0,0.039996028680270385,0.31786445000498215,0.7116079895674279,0.10042711591809692,0.10442666411312214,-0.003999548195025224,79088.6,-316.31866737707196,0.09661258652987059,0.09388928522959024,0.0027233013002803536,84217.29502563631,229.3490690494095,0.8267678079654893,0.24796203114552823,0.058,0.07286672718192276,0.0435986,0.17323219203451065,3145.9959999999996,4171.119,1692.223,-2478.8959999999997,-0.03134327829801008,3652.1890000000003,6437.2,2785.0109999999995,0.10342643941460938,36.32999999999993,16804.377,619.7469999999994,0.06315789533027674,0,0,0.5916218674057977,0.057158118857706254,0.6039105385614859,0.06064899366027468,0.06662727272727272,0.11543583333333332,0.21613076923076927,0.1997888888888889,0.10042711591809692,0.10042711591809693,0.27106975339439376,0.13253261738336752,0.15966906225127106,0.15328126121105226,0.13497891923718935,0.15417572967042703,0.1357665848982379,0.15417572967042703,0.1357665848982379,0.1972005199425327,0.29625324338349773,0.1972005199425327,0.7289302466056062,0,0.099052723440965,0.0063878010402187895,0.0026438310220141263,15.074214732697925,15.074214732697925,16.395738209515642,20.089636363311804,12.882424405191315,12.882424405191315,16.477436469764843,20.189740934325815,0.23529411764705888,17.009682000017044,22.80980178966576,15.378968325514792,11.08058772734907,16.33825921500507,0.817776168928567,2.0174983937926263,2.1873207798845975,2.1797305843346457,2.5404207908240997,9682.41,1785.527,1967.609,1.1019766153074133,0.1194036494041011,0.18440935676138484,0.18399199708758704,0.20321479879492813,0.20407727436319487,0.20952943542976174,0.7610300878700873,0.03642305905400874,0.2911754872570289,0.24796203114552823,0.21645563960163958,0.6476632954528172,0.68,0.66,0.76,0.7074920405433712,0.17323219203451068,0.09388928522959024,0.08311205089235285,0.3084614139566859,2.292686264072739e-05,1.8406399498078583,-1.084678481620966
Investments & Asset Management,385,1.155285355342713,0.9745052233066636,0.2564347953285992,4.505181731918689,3.8002066843460875,1218.3720000000003,-413.3010000000001,,3923.322000000001,-28.249000000003434,0.07994929763549098,0.39852126351313144,0.47008217958479576,0.10762180737984517,0.11140063913634643,-0.003778831756501261,154917.15299999996,-585.4058573831644,0.10331963847158024,0.09728875291193728,0.006030885559642957,147055.42988474495,886.8744685589957,0.7724401296653084,0.32738960029089936,0.0657,0.07701434664836217,0.04938669,0.22755987033469163,8130.771620000001,3481.0049999999987,8545.13400000001,5064.12900000001,0.03268927231060082,3871.53,7110.582000000001,3239.052000000001,0.04676477756601864,204.2569999999995,13185.323000000002,1445.0080000000034,0.019243865752465006,35.333999999999996,0.0026797978327872582,0.6940274369300338,0.07170666387296855,0.5123233362507185,0.055137163410174474,0.24021499999999998,0.12896975308641967,0.05335098765432098,0.049206666666666656,0.10762180737984517,0.10716225298600471,0.6493299248032676,0.24118202404326325,0.24898990117439462,0.23303817662553258,0.22009254066685888,0.23315114610727636,0.22019923451683163,0.23274249919118772,0.21979058760074296,0.3830555132709564,0.6879420893405528,0.3847750880368726,0.35067007519673243,0.0017195747659162284,0.3048865760695964,0.015951724548862053,0.0030246294645550754,8.598799176466313,8.654973872355152,9.771164979335595,11.355878744702508,7.91901134397477,7.9545605832007595,13.068939775406022,15.188495509511062,0.5376623376623377,28.735605095495604,32.21587156120477,15.653548217146575,8.301803099524818,10.026859533060565,2.0377034683092874,1.5419231669392839,1.5219123241035946,3.4081874938999155,3.047038287042885,22554.63400000001,2538.1950000000015,2104.3380000000016,0.829068688575937,0.0555515673274253,0.11253541068323257,0.10686972364090884,0.0932995853535021,0.1152304175210593,0.29459871593322234,0.7978266316078564,0.30941162898132396,0.3281234060274745,0.32738960029089936,0.39360327171192555,1.0939852732860247,0.91,0.83,0.91,0.9798541257257476,0.2275598703346916,0.09728875291193728,0.08647802628226309,0.2303006227406362,0.02533283950643716,,
Machinery,221,1.1959330694665142,1.2422144630693726,0.3065628202098959,3.9011027777200407,4.052071488052137,5045.548000000001,6298.974000000005,0.8010110852973829,8689.187999999996,-245.51380000001154,0.03851580447907691,0.5001149370796886,1.8224898890208299,0.1532192013518173,0.13134497749866825,0.02187422385314905,97743.38899999992,2138.060771151425,0.15367338808584607,0.12066734739541024,0.033006040690435834,102432.97377100914,3380.9069003282743,0.8697187260845158,0.3285913543565259,0.0657,0.16934354300265858,0.04938669,0.13028127391548416,6076.339940000001,2347.7039999999997,892.572,-1455.1319999999996,-0.014887267720991347,10922.525999999998,17975.44499999999,7052.918999999991,0.14624149444474974,-137.93299999999908,23964.029000000006,-306.38399999999456,0.102683170471112,117.01899999999999,0.004883110431889394,1.1162464692779415,0.17153737687280457,0.5942659321839688,0.09105295151982093,0.1677988785046729,0.07132000000000005,0.41251479999999996,0.14708867924528304,0.1532192013518173,0.13039137361526745,0.4152418190233318,0.08022240518353617,0.10592765142122516,0.10123115670608339,0.08532418125594808,0.10160076135134573,0.0856357080108677,0.10028562434151125,0.08432057100103323,0.14658871108384822,0.37799309363149003,0.17283444557226793,0.5847581809766682,0.02624573448841973,0.23140438254764184,0.004696494715141774,0.0030965852129089004,11.620625335332791,13.92121957543001,18.164712279214967,23.96383596546149,10.81817812459825,12.755101020006128,18.40295085783046,24.278132725620974,0.3619909502262444,34.74605809152923,27.700567172848608,22.208788855615776,18.277216727317004,20.45439166871116,1.390616312122954,3.3667761039472213,3.1220702220979812,1.7418611937358501,1.8697538182669757,18812.77799999998,4479.3870000000015,4304.688999999998,0.9609995742721038,0.15713517426576415,0.23810343161440625,0.24082798048466642,0.22881729641417137,0.232529820390282,0.14979702058619807,1.1164944820550393,0.06642394080373672,0.3508562322673034,0.3285913543565259,0.0960676157017313,1.1175097940718703,1.23,1.01,1.09,1.1286885727076768,0.13028127391548416,0.12066734739541024,0.10962628978560329,0.2053344861892367,0.21592534542729996,0.12971830507662718,0.19989101957023328
Metals & Mining,117,1.1402385105334458,1.2460840348628248,0.22949411603860476,4.96848690596337,5.4296992723474125,24132.998000000007,7604.062000000005,3.1736982155063953,582.8750000000001,-27.254599999985658,0.03855691563206218,0.31516026319702817,2.1001604040223807,0.3033609784783854,0.13163326059728045,0.17172771788110494,167062.00400000013,28689.176691564047,0.3269237815415024,0.11522750400148946,0.21169627754001297,210983.72493422084,44664.46919010057,0.8005295968372759,0.4436182357025413,0.0657,0.17071368990422148,0.04938669,0.19947040316272407,23301.74020000001,2785.004,742.2469999999998,-2042.757,-0.012227537986435255,17234.933999999994,14209.474000000007,-3025.4599999999864,-0.037599471365942994,-1694.5280000000002,7432.8229999999985,384.67099999999573,0.018087000382958095,8.49,0.0011422308858962471,0.6323833089481949,0.20674114274507213,0.5402190718158306,0.16388138621873552,0.22321111111111105,0.21606863636363638,0.13481821428571428,-0.009420000000000005,0.3033609784783854,0.3003674560106413,0.22798745063370776,0.11437628371937489,0.16791889021175402,0.16657699120580463,0.15572295322427582,0.166581972507598,0.15572760994799587,0.1665204635466287,0.15566610098702657,0.20019086902266103,0.24300709638315796,0.201332151763193,0.7720125493662923,0.0011412827405319745,0.042816227360496936,0.0013418990059493722,0.002919821661341134,4.026303459349718,4.0486317608868765,5.001777201762192,6.8105394406483475,4.162420916805842,4.1861507660960315,5.030731399740264,6.849964168969418,0.6324786324786325,13.216409402282633,8.20138737686633,10.574309840290981,7.613950526733419,6.303715389003154,,1.6908300282838062,1.5901495379804629,0.7288641709986395,0.8380291597246426,75558.30800000005,20040.792000000005,18603.433999999994,0.9282783834091981,0.06515928702373269,0.2652361140749736,0.26458881895953407,0.24621295119525416,0.24684152257608455,0.249173052377813,1.0495076929861955,0.07957178845398147,0.4461186614197796,0.4436182357025413,0.5275671632458963,1.1602839500145723,1.05,0.98,1.16,1.0981044921096035,0.19947040316272413,0.11522750400148946,0.10424004090787875,0.0660551706803931,0.13585057889854196,0.09071732654097137,0.08096565814374959
Office Equipment & Services,26,0.7308572038575613,0.9274536869867326,0.2009629016309318,3.6367767280738206,4.615049242720432,96.378,321.74399999999997,0.2995487095330449,61.25,-5.149999999999977,-0.02577202176673538,-0.22203058283817817,1.7250389499240382,0.06426882342582575,0.10789529968051158,-0.043626476254685825,3180.0800000000004,-138.73568460800132,0.22544785184694943,0.08969424919265334,0.1357536026542961,3807.3459154584384,516.860924574602,0.6889167152108768,0.35686466826944635,0.0657,0.15718935776827903,0.04938669,0.3110832847891231,122.32499999999999,0,7.985,7.985,0.002510943120927775,456.509,368.095,-88.41399999999999,-0.04063888553094064,-11.202999999999918,519.3559999999999,-11.714000000000055,0.11552565959084345,2.277,0.004384275910935853,-0.14020512611653557,-0.031608944500903575,0.40148253253743027,0.02580280999220145,0.0938725,0.06977809523809525,0.08689999999999999,1.11865,0.06426882342582575,0.06008833827197967,0.40126404194999243,0.031118392404176725,0.15580268643172313,0.15318324801836833,0.13131171698355784,0.15337440686686174,0.13147558213811614,0.1525902806271049,0.13069145589835926,0.12142461273299208,0.2863858936450755,0.12783358861844568,0.5987359580500076,0.006408975885453621,0.16496128091208342,0.0026194384133548117,0.005764013021063304,5.214179514381914,5.39395215202374,6.53740242021655,8.638183494352171,7.908637945585739,8.326067894417443,6.591644527406954,8.709856193218323,0.2692307692307693,20.212410272624936,17.6087198047266,10.142696181057767,12.768097737700147,14.09734460408017,0.12602104862182248,1.6470251130804965,1.5231448465906967,0.7351480399889154,1.010989569668237,456.60999999999996,107.01799999999999,48.46299999999999,0.452849053430264,0.14278017549404526,0.23437506843914938,0.3109758772617026,0.10613652789032214,0.15186545415802302,0.4515542705244142,0.6924224265005527,0.05258862764729515,0.39465146308540106,0.35686466826944635,0.1721483351155078,0.7010110159114382,0.92,0.9,0.96,0.8423736439537999,0.31108328478912317,0.08969424919265334,0.0789583452597209,0.1441498092213246,0.1142840394529692,0.06234945537484277,0.12607181682811042
Oil/Gas (Integrated),13,0.8347292886105938,0.935281222410794,0.23949869334236068,3.485318758784866,3.9051621090634514,71428.564,70221.82,1.0171847440012234,2631.5,103.39000000004307,0.003053484634557248,0.02743992343445223,1.8592413128411325,0.21981506973951648,0.10847845106960416,0.11133661866991232,486345.5,54148.06347532784,0.23966527396826676,0.09033337805180454,0.14933189591646223,694296.2116237686,103680.56960939465,0.6929339608540934,0.28134280308020104,0.0657,0.10506187329236158,0.04938669,0.3070660391459066,28869.592099999998,37506.6,1211.54,-36295.06,-0.07462813987175783,68544.1,28096.600000000002,-40447.5,-0.13665111439199165,-8873.099999999988,11236.124000000002,-1296.1259999999984,0.007192013240941691,200.03,0.017802402323078666,0.31664306230733635,0.07588834627803873,0.7299536677384175,0.16045481638053607,0.2615714285714285,0.13244999999999998,0.20207999999999998,0.06918750000000001,0.21981506973951648,0.21657193055755317,0.3127642396465871,0.0828174412149628,0.1984320751942768,0.19709139815016946,0.12861630270106283,0.19741087457165998,0.1288247840275841,0.19749096820195822,0.12890487765788236,0.14855554906550203,0.17924480359746595,0.15060474990320438,0.6872357603534129,0.0020492008377023703,0.030689254531963934,0.0013406770441073506,0.003009979670983206,2.5395982411865523,2.5607369601960253,3.1934842152506566,5.665301177759593,4.1872156998270285,4.244974874584901,3.1944267236114596,5.666973205352842,0.23076923076923073,230.5797922663486,5.8677878590152925,5.628289158138653,10.195345820132665,4.810673784490993,0.6953096707484722,1.2132643717849403,1.1753338295494822,0.5199055795334628,0.6306145732632206,236385.86,125660.95999999999,69058.78999999998,0.5495643993170193,0.34742812772038645,0.5315925411105386,0.5316206530211357,0.29214433553682095,0.29215978484208194,0.44313896632721606,0.7015797147812403,0.1595122821807067,0.31082018604833733,0.28134280308020104,0.7911929178958427,1.1792616721883826,0.97,0.89,1.03,0.9807981921597954,0.3070660391459066,0.09033337805180454,0.07959117728282128,0.14589970037127062,0.0947662225042727,0.17756027318752815,0.015145649712804788
Oil/Gas (Production and Exploration),102,0.7114392831643487,0.9047156651271115,0.13208562460469914,5.3861976675623655,6.84946350395594,8393.386999999993,6723.533000000001,1.2483596049874361,3413.9530000000013,203.8758000000089,0.11469133123585419,0.40629434033261813,0.8394195704275029,0.44188203645577584,0.1062013170519698,0.33568071940380606,26129.631999999994,8771.21366751671,0.38195853392495527,0.08545323824683955,0.29650529567811573,54923.18457207303,16285.015081126237,0.6154784356342804,0.5255064988006657,0.0695,0.11218011765106241,0.05224315000000001,0.3845215643657196,2026.9084000000003,717.6919999999999,631.7139999999997,-85.97800000000018,-0.003290440523617026,14048.151,8676.612999999998,-5371.538000000002,-0.14159327166396662,310.5430000000006,17565.960000000014,10774.842000000015,0.1199501387046991,280.09000000000003,0.01594504370953821,0.5058452680947598,0.19321191699435042,0.8244525673564888,0.36431077942467793,0.43305625000000014,0.2913952,0.31114627906976744,0.493,0.44188203645577584,0.4237508106560848,0.7153119032190026,0.25044065976979335,0.5110599832603081,0.5077781785177886,0.4501337806793341,0.5083095560675743,0.4506048347647053,0.5127316796693864,0.4550269583665174,0.4075438714151496,0.45696337873514264,0.4198529112566405,0.2846880967809974,0.012309039841490886,0.04941950731999299,0.003281804742519436,0.006006364449315408,2.494677310341278,2.5379053550255777,3.546664520638208,6.38643599206881,4.426169365733538,4.559852875385686,3.655922009994905,6.583174634353793,0.5294117647058824,16.727613621815422,9.572452093068454,9.203055534139471,22.634483137725045,4.248257521893174,0.08617155216821853,1.4567186782992665,1.6845130494414111,1.3218150271835618,1.858340093918184,26034.160000000007,13776.867000000002,5076.895,0.36850867472263465,0.11352279455316365,0.5291842333303628,0.5441147686457867,0.19500898050868548,0.20180975858808314,0.6247522936680169,0.6156093325563285,0.13469870567420242,0.4887827469791939,0.5255064988006657,0.8600136635915349,0.9242736108825114,0.91,0.76,1.11,0.8831425788093721,0.3845215643657196,0.08545323824683955,0.07475911767297916,0.16162071175532605,0.04801384690252792,0.09034254074237509,-0.0513027009867083
Oil/Gas Distribution,27,0.586312049480911,0.8313749050631767,0.1733029350306293,3.3831628378208776,4.797234997296732,1439.3219999999994,1644.892,0.8750252296199382,27.830000000000002,-7.46140000000014,-0.015642763207350422,-0.0975707620995062,0.3943430264681217,0.049975118398042334,0.10073743042720666,-0.05076231202916433,14850.329999999998,-753.8370851960598,0.062435091720390155,0.07972211853988367,-0.01728702681949352,30023.17577678044,-519.0114448595716,0.590749583891323,0.38828070602758563,0.0657,0.025107345182141666,0.04938669,0.40925041610867696,434.1106000000001,109.19,190.59199999999998,81.40199999999999,0.005481494350630592,4298.0830000000005,3460.105,-837.9780000000005,-0.05330007355348838,49.63599999999997,54.71000000000001,-11.953999999999994,0.0020579575927576147,9.45,0.1727289343812831,0.27462621764800343,0.017146313087676925,0.41506116712726704,0.020742730969614806,0.10310375000000001,0.23394000000000006,0.26390714285714284,0.27399999999999997,0.049975118398042334,0.04915932099469743,0.4237686273747976,0.06268435220276651,0.17259209269365167,0.16929919768096946,0.15696291923143185,0.1714500786476977,0.15895707254155672,0.1708198624970891,0.1583268563909481,0.17265983244125768,0.2738679142492501,0.17507244858916343,0.5762313726252024,0.0024126161479057695,0.10120808180799243,0.003292895012682198,-0.015565698686507711,10.163363543657232,10.247620715522457,17.394188308361894,18.60150494602178,17.40745469407449,17.65069312246316,17.775236623010276,19.009001518092216,0.33333333333333337,41.526674872452126,53.63436825864555,7.952008194770051,,13.36731793992374,0.48785831897531906,1.523926787709423,1.2766699882499446,1.9308412651622586,3.0475657169965484,1226.33,88.72800000000001,98.21100000000001,1.1068771977278875,0.07286672718192276,0.07235246630189265,0.19073634253588498,0.08008529514894035,0.10194673620136276,0.6927646286484131,0.5466870062131264,0.06758353900941735,0.5073912989256594,0.38828070602758563,0.46907055893828703,0.6694535893312088,0.74,0.55,0.51,0.6111531277624239,0.40925041610867696,0.07972211853988367,0.06908446219958941,0.14115071418134148,0.03209681547169078,0.06145042455591192,0.13376826418163706
Oilfield Svcs/Equip.,66,1.0547254159691497,1.1785707134708734,0.19904253547289874,5.298995078932559,5.92120026340473,7696.9519999999975,4687.686000000001,1.641951274040112,-484.9359999999999,-45.089599999999336,0.010877021559921797,0.14877498123373623,2.466529286854944,0.21199671260676933,0.12660351815358006,0.08539319445318927,66001.23100000001,5636.055952932865,0.20305162408987204,0.1065752495840267,0.09647637450584534,92410.7243383422,8915.451649622339,0.7406230086307322,0.43618557212625697,0.0657,0.11113464963722097,0.04938669,0.2593769913692679,2535.189100000001,382.095,2617.803,2235.7079999999996,0.033873731839940975,16182.343999999997,15300.398999999994,-881.9450000000033,-0.02053388114253085,2005.914999999999,8660.689999999999,-1701.7889999999989,0.045434134629690086,109.3,0.012620241574285653,0.7815383543791057,0.15869263214520338,0.8188120977892864,0.17358547297398128,0.24343529411764703,0.04506592592592593,0.27482970588235295,0.24994999999999998,0.21199671260676933,0.2066147556222692,0.16736672239660086,0.06138644895241887,0.08993948583956574,0.08921153311568708,0.0823409651792837,0.08940618902238935,0.08252062978851007,0.08920837014555585,0.08232281091167658,0.06777795064476583,0.1239355339370134,0.06989044159049052,0.8326332776033991,0.0021124909457246785,0.05615758329224758,0.0007279527238786628,0.004593821508440184,5.2930034207334815,5.387834871201884,7.105445802165271,8.689180706487008,9.402908424428647,9.695976578911388,7.350424273801562,8.988762501706397,0.5151515151515151,83.41804042123042,13.760254915366914,101.38761836419215,22.191013848245234,6.341285556246076,0.25370216268237955,1.571173753882604,1.4957153878411085,0.5502403509707411,0.6571734220182615,20624.841999999997,3753.7450000000003,1674.6670000000004,0.4461323291805917,0.07701434664836217,0.18200115181488424,0.22786000726049002,0.08119659777272478,0.09307182305212239,0.35021460087879996,0.9329624550679544,0.11544517564252652,0.43528774714179413,0.43618557212625697,0.36615857514072997,1.119789942634884,1.24,1.05,1.16,1.1249030717208068,0.25937699136926784,0.1065752495840267,0.09567303037630226,0.16638225655016836,0.12094702531952284,0.1548604309853918,0.1186433911206781
Packaging & Container,43,0.694473971926442,0.8597901284420164,0.2807816839245485,2.4733592384646452,3.06213039406466,4624.201999999999,2934.3490000000006,1.5758868491784714,1982.94,-8.064399999998386,0.05436246353625462,0.7012624873283532,1.5518332598718787,0.15393053370158635,0.10285436456893023,0.05107616913265613,29254.157000000003,1494.1902707652764,0.13154226731444868,0.08724489177905224,0.044297375535396435,43440.781779329605,1924.3126240301706,0.7080577579682403,0.28983655275081577,0.0657,0.1140507095387432,0.04938669,0.2919422420317597,2236.432999999999,977.215,931.4450000000002,-45.76999999999987,-0.0015645639694898698,6588.704999999999,8736.322,2147.617000000001,0.07674655640255476,208.9399999999996,8519.102999999997,-455.6060000000034,0.09845675894762218,8.71,0.0010224081103374384,0.8720014537162142,0.11470504832332609,0.5033579030305292,0.07748215065640071,0.33176559999999994,0.1904193548387097,0.1864090909090909,0.1212,0.15393053370158635,0.1499508126074298,0.24703569126657607,0.06679895598539448,0.10471070426483975,0.1021126684304254,0.08482054737296144,0.10219068151152311,0.0848853494425055,0.10207105446712432,0.08476572239810672,0.14142535139813847,0.26359127377050523,0.14490775868398975,0.7529643087334239,0.0034824072858512896,0.12216592237236676,0.0025980358344143595,0.0038117955256305007,8.69527554322262,8.893128454653157,13.318758254508213,17.55725068545522,9.454699969067322,9.687509120554793,13.40689152163687,17.67343102562937,0.2325581395348837,54.00885234850284,20.146613316296776,19.048841043072088,19.775040254059267,14.95829917982932,1.2341831006459834,2.1761251202958802,1.9581671725839127,1.0264123234665203,1.370059381547133,6015.834,1430.1790000000003,1200.3789999999997,0.8393208122899297,0.16934354300265858,0.237735781938132,0.237797776389956,0.19953658960669454,0.19974965957596216,0.4123141632816552,0.6563601299239993,0.054881598941305995,0.3445113194784669,0.28983655275081577,0.26689155040456236,0.6457104042110727,0.82,0.68,0.75,0.7180368752275029,0.29194224203175967,0.08724489177905223,0.07653311944625374,0.17466521590468292,0.15707658109692738,0.2282462913227968,0.08816776030089221
Paper/Forest Products,37,0.8111009695736112,0.8942991094880286,0.2613790295131708,3.103160077854448,3.421464649071876,4434.18,2457.481,1.8043598302489419,284.75600000000003,-38.934400000000096,0.042739523240950816,0.3213734340631246,0.8631688298850174,0.14731570675569358,0.10542528365685813,0.04189042309883545,50711.29999999999,2124.3178128919735,0.11764867179743702,0.0936402364131335,0.024008435384303514,60244.91177111562,1446.3860714898956,0.7896976623666153,0.29121851492847195,0.0657,0.14450267797992586,0.04938669,0.2103023376333847,2302.1533999999997,67.067,76.47599999999998,9.408999999999992,0.00018554050083511946,3436.7,5665.971999999999,2229.271999999999,0.1224274023789426,26.6700000000003,2455.4500000000003,-741.1600000000003,0.02645535423961207,4.164,0.0016958195035533198,0.608791697258062,0.07162353458371838,0.6918370228995884,0.10191845998820782,0.2469479999999999,0.14774838709677418,0.10085454545454545,0.005242857142857139,0.14731570675569358,0.1444633560129474,0.3824772078821529,0.1436605999861928,0.165914406749186,0.1652445033828812,0.13703500447399897,0.16525930613535553,0.13704728019397763,0.16451058970335825,0.13629856376198035,0.17479266475428715,0.3049444891333007,0.17913055635093822,0.6175227921178471,0.004337891596651099,0.13015182437901351,0.0006699033663047993,0.002258645082173544,7.127980178581524,7.275806595908418,9.20891252874692,11.44338667192134,8.542272894033637,8.754269512172156,9.259279442674712,11.505974742960989,0.10810810810810811,20.218475681164204,25.64534751893791,11.598238951629432,12.117687971826257,8.791626640893139,16.768770159741692,1.277326525962748,1.263098001431697,1.3153570673785944,1.5301820960097845,9363.255,1798.7079999999996,1122.5140000000001,0.6240668301914487,0.17071368990422148,0.1921028531210567,0.1953266890584453,0.1198850186179913,0.12212959589153548,0.2663074080821482,0.7451354517203193,0.08132836764819729,0.3452906968837384,0.29121851492847195,0.1840544355045598,0.965866843459429,0.91,0.74,0.77,0.8393935626066081,0.21030233763338468,0.0936402364131335,0.08286545575881687,0.1812828199477977,0.16200575252305083,0.1376327388828752,0.17061772990140875
Power,73,0.5366516749209878,0.8185248579472559,0.24232930681852477,2.2145553997019216,3.37773779281361,64195.666999999994,42340.123999999974,1.5161898675591983,5789.4169999999995,-118.7050000000163,0.0265661166514228,,1.5832409500461888,-0.05268822680729502,0.09978010191707057,-0.15246832872436558,334473.545,-50996.62240866388,-0.1215798171984723,0.07678929020069017,-0.19836910739916247,654443.320184317,-129821.33726830724,0.5437734647891077,0.2819042249869701,0.0657,0.14281203781210777,0.04938669,0.4562265352108923,28974.4826,538.3240000000001,8151.655,7613.331,0.022762132054420032,90236.413,161740.99000000002,71504.57700000002,0.150823316673057,-2181.4689999999973,43086.83399999999,-7485.448000000011,0.02139389294283324,281.027,0.006522340443950931,,,0.9448754495128869,-0.04978381198857982,0.08184861111111111,0.3070589473684211,0.22784600000000002,0.03373529411764705,-0.05268822680729502,-0.05254985053809936,0.15338809469746295,-0.017008119655753873,-0.09090437867082594,-0.09101360892936909,-0.07670723819358827,-0.09097793175166599,-0.07667716908853531,-0.09109249622391649,-0.0767917335607858,0.09273464516038323,0.14407021356303912,0.09368466505071743,0.846611905302537,0.0009500198903342026,0.05133556840265587,0.00010923025854315201,0.0015310641018802034,11.226067912616426,11.361146753620229,,,10.023901405749678,10.126591244026855,,,0.3013698630136986,26.401044451210968,67.29695440686065,14.287343155544232,18.563952613759636,17.35279943612172,5.143811515502517,1.8886625923722598,1.4328692553601787,0.5459487817582406,0.9390858456990742,38623.719,9156.713000000002,9078.981999999998,0.9915110367661405,0.15718935776827903,0.23707486583567994,,0.23506234601592868,,0.8390011001876143,0.5019539701569136,0.06465591441447158,0.37015710452582673,0.2819042249869701,0.1629795379412594,0.6431067204293442,0.57,0.58,0.59,0.5839516790700664,0.4562265352108923,0.07678929020069017,0.06618052872088032,0.127860367143844,0.06070550806564383,0.11381659271190016,-0.2335175518079646
Precious Metals,54,1.1005716661082103,1.1994208980579089,0.21378903114625925,5.147933269575826,5.610301387433439,2642.122,1709.0249999999999,1.54598206579775,-126.11,-4.752999999999247,0.07081551618545291,0.4813798009346172,0.7764850570916283,0.09246962000900152,0.1281568569053142,-0.035687236896312674,13997.7,-499.53923590351593,0.16425614516122633,0.109349071650312,0.054907073510914325,14589.470713617602,801.0651409579334,0.7612321264012285,0.4377457993808886,0.0657,0.09604683102326522,0.04938669,0.23876787359877147,915.47,118.83299999999998,209.73299999999998,90.89999999999999,0.006493924001800295,4486.524999999998,5469.440000000001,982.9150000000036,0.1736355052603042,27.853999999999928,173.65499999999997,-126.20499999999998,0.0066768905572069034,1.85,0.010653306844029832,0.9279027488359646,0.15241372860830113,0.2927249100328969,0.027068161197911136,0.12297076923076922,0.487856,1.0355526315789474,0.20656666666666668,0.09246962000900152,0.0917225473756881,0.47491072520948474,0.1142570785591675,0.24033486851664276,0.23529351531437584,0.21057313782190254,0.23684053460151566,0.21195762436471602,0.2364209735402425,0.21153806330344288,0.4655263456628792,0.5463135209532485,0.46718402232386175,0.5250892747905153,0.0016576766609824804,0.08078717529036926,0.005041353202266918,0.0033963878379020137,3.793653460680917,3.807237665690818,7.44178653312113,11.9809892566306,4.0269307500065805,4.041270108416412,7.94339410090016,12.788558091594835,0.5925925925925926,19.158115401052513,22.452890898401265,9.299780633856532,8.434468571093225,11.962277127642944,0.5791000707266231,1.1685504596316785,1.1490628638685343,1.6239267560965225,1.8813177054077197,2373.6650000000004,846.542,838.4910000000001,0.990489544523485,0.10506187329236158,0.35663920561663076,0.3793542857888769,0.3532474043304341,0.3774210231842973,0.31365974361534266,0.9705795617364594,0.11811325729602229,0.4803427088838324,0.4377457993808886,0.6079680339109197,0.9092482542911585,0.99,0.87,1.05,0.9839639840798737,0.2387678735987715,0.109349071650312,0.09841952414636812,0.09823846145290474,0.24233433782000904,0.09970705757670076,0.2700832748819659
