,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_all_companies,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201721,dde,cost_of_capital,cost_of_capital_euros,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Education,20,0.6374214551776206,0.8530061108853271,0.17475248212660574,3.64756739029216,4.881224578357267,39.376,189.21599999999998,0.20810079485878574,37.207,-0.7494000000000085,-0.05733333333333334,-0.9330104810147627,1.1232495810841305,0.09804662277552156,0.10234895526095686,-0.004302332485435295,828.5649999999999,-3.564762115794695,0.08311212784186171,0.08337567935592088,-0.000263551514059171,1760.6060427739246,-0.4640103882347934,0.6417586028174886,0.3100223741382474,0.0657,0.14286140837940345,0.04938669,0.3582413971825114,60.24828000000001,0.278,34.449,34.171,0.04124118204365379,168.29099999999997,31.841999999999995,-136.44899999999998,-0.12244980373786482,10.90500000000003,167.909,-22.146000000000015,0.0694777654102858,0,0,-0.731476912396242,-0.06079460265644675,0.25837317511509394,0.02533261723582339,0.1393,0.07032571428571427,0.2724545454545455,,0.09804662277552156,0.09378876617327957,0.3567081310679611,0.04107908576051781,0.08701810275080907,0.08583434466019418,0.07425287465433107,0.08597149350432973,0.0743715182575752,0.08559254932957244,0.07399257408281791,0.12166970064724923,0.2913971480582525,0.12634455906148873,0.6432918689320388,0.004674858414239483,0.16972744741100323,0.001183758090614887,0.011443669093851134,11.068935277839996,11.509703629394176,15.717141974993046,21.989096129548557,11.880119876527107,12.336584206360339,17.459141934318634,24.42624434798583,0.55,24.95725410772334,232.3975281087686,14.61112765608036,21.090180444379506,16.964771006528345,,2.711936282568291,1.8875951817956167,1.021864886731392,1.5009885073974452,135.652,36.27000000000001,41.89400000000001,1.1550592776399229,0.13492815785700327,0.2673753427889011,0.2959533756611919,0.3088343703004749,0.3638748230307558,0.5582183014138614,0.6008724158244807,0.05733889102141271,0.3639530953999378,0.3100223741382474,0.8544269164749666,0.8893023455986263,0.58,0.61,0.6,0.6633447601552493,0.35824139718251136,0.08337567935592088,0.07270202734256204,0.10051678802588998,0.0027801375404530745,0.013826860841423951,-0.03534283980582527
Electrical Equipment,154,1.259264855363673,1.3353991271104295,0.28777378585054875,4.375884522079625,4.640447437432505,6942.721000000001,6994.3949999999995,0.99261208439043,3121.610999999999,-391.26239999999416,0.012945461645256855,0.24864502689673876,2.5160265874581778,0.08792370967465603,0.138287234969727,-0.050363525295070974,115513.677,-5817.675993516158,0.15519220032011477,0.12558834152255433,0.029603858797560445,82240.77441448715,2434.6442731684997,0.8571561799593356,0.37692727251587366,0.0657,0.12488639307044469,0.04938669,0.14284382004066445,6315.519740000002,5890.575,3105.817000000001,-2784.757999999999,-0.024107604158423588,13516.343000000004,18130.515000000007,4614.172000000002,0.07957230806172637,4136.984999999999,84037.128,-2526.6339999999764,0.27495278708887005,2.545,3.0284233416448977e-05,0.8007330953610986,0.12426753093822518,0.37817284308963617,0.03325035926265242,0.15794081632653062,0.1542375247524753,0.5524224999999999,0.27831999999999996,0.08792370967465603,0.07050085062253257,0.2735431318315209,0.04908366628209767,0.07293318588502631,0.0696168700001051,0.06287391966310905,0.0703902042538576,0.06357235031279342,0.06849931672596188,0.0616814627848977,0.11015481226498317,0.2654636363647349,0.14610835904073546,0.7264568681684791,0.035953546775752306,0.15530882409975172,0.003316315884921213,0.006787019957836359,11.697281779719251,15.443040820596101,24.632440871281943,33.30288897008983,12.959752718319283,17.18970024380197,26.90045047203525,36.369222197546975,0.512987012987013,56.86363707575154,34.42541408195432,37.53100467620978,29.364073757572108,19.450318245503635,0.6988473068950717,3.0070323427519012,4.216916332026341,1.7222427269286102,1.8935282032473413,18303.13200000001,3767.465000000001,4080.414000000001,1.0830661996859958,0.09685799342868852,0.20583717584509575,0.26736261197049704,0.2229352877966459,0.29317632364301904,0.1666485331149816,1.1867369434460562,0.05759543880597759,0.4311157507614093,0.37692727251587366,0.11047291889858192,1.1857163167952267,1.19,1.16,1.24,1.20699623443178,0.14284382004066443,0.12558834152255433,0.11449880121198719,0.23214900349760817,0.21804028828052985,0.1946794745166578,0.17053674977488306
Electronics (Consumer & Office),19,1.0800643820744182,1.085710671316178,0.264280143602668,4.086816237311575,4.108181025315658,465.20400000000006,322.45400000000006,1.4426988035502737,237.887,57.54220000000009,0.045030427297585725,0.30207440066304925,0.9568687449387873,0.14457555943880213,0.11968544501305525,0.024890114425746873,7918.918000000001,197.1027751481066,0.1423488885769483,0.11378791682525452,0.02856097175169378,10169.352956159619,290.44660251387853,0.916107643916233,0.36046829216866766,0.0657,0.1251869747929518,0.04938669,0.08389235608376698,636.8169,163.23000000000002,47.958,-115.27200000000002,-0.014556534112362322,1097.0270000000003,1668.143,571.1159999999998,0.3060056002117491,37.299999999999955,947.809,652.1019999999999,0.06940548955742154,0,0,0.7801053583401111,0.11104713073263679,0.4437707117414721,0.06415839891257873,0.07973999999999999,0.04911642857142857,0.15130833333333332,0.1835,0.14457555943880213,0.10971559086660546,0.46042046562562167,0.11765625950596131,0.17065800572536338,0.16018582767017825,0.1422646413625133,0.1608470365209862,0.14285187583508846,0.1667604843835117,0.14876532369761397,0.20201452387568625,0.39094596749927235,0.30819436474281076,0.5395795343743783,0.10617984086712454,0.18893144362358613,0.010472178055185138,0.004023436665016913,7.577999291758421,11.814315994273509,13.950948299784866,15.053054968001872,7.298135471106837,11.13407185865935,13.983746757008358,15.088444460446519,0.42105263157894735,17.490117902531054,16.990363636355355,13.271857502581799,16.105845851199813,17.901797114334748,0.975574774623147,2.7531356163009044,2.1034264189919423,2.1909377666807526,2.2492442253247455,1269.2769999999998,108.81500000000001,148.727,1.3667876671414785,0.11187747735439224,0.08572990765609086,0.05873681567860029,0.1171745804895228,0.11967437099883808,0.09157478014825725,1.015787171320165,0.05951238816967531,0.44323478151789325,0.36046829216866766,0.3532823281884103,1.4554682295984591,1.38,1.23,1.27,1.2831065223345752,0.083892356083767,0.11378791682525452,0.1028146368565328,0.1518010559530132,0.2973352683702445,0.1866899893286592,0.19665542257029675
Electronics (General),157,1.1394180405083687,1.2062312587271709,0.2728869425952511,4.175421622127102,4.42026008007377,2657.622000000003,2177.314000000001,1.220596569902183,3835.842,-0.2728000000006432,0.0878067267685142,0.7635834856534529,1.0956049485081476,0.14854820693480406,0.12866422877517422,0.019883978159629834,36169.961999999985,719.2027344426407,0.13276349316063638,0.11873567425465524,0.014027818905981135,44862.89612595196,629.3285824526967,0.8747620741774578,0.3634234822561764,0.0657,0.21034483890606867,0.04938669,0.1252379258225422,1820.67598,2073.5760000000005,713.9080000000001,-1359.6680000000003,-0.037591081793229446,4105.990999999999,5902.737000000003,1796.7460000000037,0.10947779084141548,101.47199999999975,10200.781999999996,-184.49899999999616,0.13678580704485954,18.273,0.0017913332526859223,1.0922612136449894,0.14501241416738495,0.6611424268418491,0.09821152203588156,0.08983810344827585,0.09635613445378154,0.36531614457831324,0.20075499999999996,0.14854820693480406,0.11478305524596848,0.4031589063568533,0.10931359451396606,0.1405070282882221,0.13602133186371568,0.12029802523472521,0.13702288304764607,0.12118380269291866,0.13701733291867982,0.12117825256395241,0.1812746176346683,0.38137780364673224,0.2526660201146198,0.5968410936431467,0.07139140247995147,0.20010318601206395,0.004485696424506417,0.005896666160820972,10.157840910369858,14.086851293641123,18.975139302211463,22.610325428950254,10.44877038640996,14.563810769946425,19.267214131727876,22.95835486050239,0.46496815286624205,171.79345214939912,53.014656713212304,18.92418398951938,21.15753781439848,20.63231799463458,1.0277361955933644,3.033734353290277,2.5626467446983927,2.4162675866914185,2.6400492286257022,6636.584000000002,1048.812,1142.2470000000003,1.0890865093076743,0.11559441753403907,0.15803491675838047,0.1610987033886339,0.17211369584111344,0.1795778600394231,0.14316798763858607,1.0890304779137694,0.04422219133209277,0.4011505624173493,0.3634234822561764,0.16854583355808472,1.157851169014601,1.2,0.95,1.01,1.091453841904594,0.12523792582254223,0.11873567425465524,0.10771364790731885,0.2053189644671915,0.19141924833960497,0.13394733737343942,0.20965557238339635
Engineering/Construction,160,0.7693513608849124,1.005871208487465,0.27501295096336337,2.7975095652400883,3.657541235654262,9167.227000000003,13005.03,0.7048985661701667,6185.688,-27.412600000003295,0.006277556820599667,0.15098741807530733,2.459280479706211,0.15300982140474145,0.11373740503231615,0.0392724163724253,100938.51399999997,3964.0993498218795,0.11460843426137067,0.08568137882856652,0.028927055432804147,150306.4758372573,4347.92375845378,0.564013761313138,0.30141114708089034,0.0657,0.14415706912694465,0.04938669,0.4359862386868621,6193.364247999998,3886.1330000000016,2008.1370000000006,-1877.996000000001,-0.018605346220967763,24964.332000000002,25313.917999999998,349.5859999999957,0.002436757120468859,-64.27199999998993,39297.95,-1259.9189999999726,0.08298341382690369,159.82299999999998,0.004066955146515276,0.4446719475940013,0.05096315567370276,0.5989944275611436,0.09165203038356592,0.11787014492753624,0.18454982758620683,0.1658572151898734,0.13651478260869562,0.15300982140474145,0.15158869121016,0.32739306896784764,0.0417821188610235,0.056330243746701265,0.05501114307318134,0.04665480589556389,0.05503682204700511,0.04667658416579091,0.0549626629429794,0.04660242506176519,0.08714693787578501,0.3014203175731084,0.08779786644501726,0.6726069310321523,0.00065092856923226,0.21427337969732338,0.0013191006735199266,0.01237466304971931,8.46098596794855,8.525725012178189,13.178500474679135,17.444938856113314,8.388487343812924,8.451143659660923,13.381791754959837,17.714044128089576,0.30625,33.82477655148673,18.870119299905955,17.72866322159229,12.140692505255682,10.827730259296846,0.7931544153964136,1.636373996030256,1.668966001304636,0.5023315564304206,0.7364912914878047,18847.981999999993,4649.860000000002,4649.094999999999,0.9998354789176441,0.15190262755494865,0.24670333407576495,0.30661685779051495,0.246662746176222,0.2569569720000003,0.7730063849360663,0.636196948007551,0.1730736041386948,0.3577864823113304,0.30141114708089034,0.16636769303594562,0.7811194844839858,0.81,0.74,0.84,0.7880941690737796,0.43598623868686204,0.08568137882856652,0.07498501056424556,0.3005380594333413,0.06548270311386914,0.24108829679544402,0.002281151418629988
Entertainment,200,0.8963245931845649,1.0051542736144723,0.20970173493999225,4.274283154791519,4.793256831671444,1282.699000000001,5114.216000000002,0.25081048590829963,6047.927,312.62519999999995,0.03625075460435508,1.6593200752722737,2.2643322943011004,0.19810733852811488,0.11368399338427819,0.08442334514383669,32979.379,2784.2294959463998,0.08272574591971375,0.09877791579878492,-0.016052169879071168,30810.423088336243,-494.5741454600299,0.7681694752203547,0.412715833070783,0.0657,0.10631450853460842,0.04938669,0.23183052477964528,1064.5249599999997,586.6979999999998,3141.151,2554.453,0.07745606732012753,11240.533999999994,9913.76000000001,-1326.7739999999849,-0.03580834634744431,57.25000000000091,29470.712,-7005.452000000012,0.2164624413317959,122.28000000000002,0.004149204131885243,2.0436851653336756,0.16906537972728183,0.8370655902380625,0.16582883625552813,0.21224285714285712,0.22157500000000005,0.6239601562499998,0.3045333333333334,0.19810733852811488,0.1667931487342723,0.36998801233328404,0.09364944640750995,0.04254473544599051,0.034169938649497786,0.031793830239848456,0.0344486520215162,0.032053162447799585,0.03892976774831092,0.03653427817459431,0.08904494795931872,0.32107373957350194,0.13014605195645562,0.630011987666716,0.041101103997136915,0.23202879161418324,0.008374796796492721,0.0041304787687631945,13.181494870499032,18.69657782704423,53.31580760362483,84.07005679990392,16.142579462128396,23.593623597255565,60.986217518095756,96.16500248622367,0.6,53.62301446410104,45.207091489201545,27.37460760314955,19.144931320549425,9.278918364997624,0.3046930286229517,2.1945207504144886,2.4267719198719124,1.7655849127634644,2.100892985389376,2896.5390000000007,830.5249999999997,1018.9449999999998,1.2268685470034015,0.06953797705118964,0.28673012861211244,1.0873311589425223,0.35178017627244085,1.1890436375730067,0.3017960648763648,0.8192900494542672,0.08594491807549373,0.4338515435749655,0.412715833070783,0.5897536771631242,1.0376041024713476,1.04,0.86,0.93,0.9527857391311825,0.23183052477964528,0.09877791579878492,0.08795251761357514,0.2099513142944554,0.036067551086765015,0.28586954359200784,-0.05407403502235697
Environmental & Waste Services,54,1.0393064645303247,1.1692766676861863,0.25787588841629927,4.030258396444305,4.534261325737351,1410.3259999999993,1092.7960000000003,1.2905665833330273,1383.2479999999996,-10.68380000000002,0.05608371152332585,1.298590410439387,2.47156259951871,0.1297286996825685,0.12591111174262087,0.003817587939947631,9619.081999999997,36.721691436567326,0.12495598361703476,0.10532175604102872,0.01963422757600604,12192.774727157737,239.39571377598995,0.7309439884323262,0.37622058176273016,0.0657,0.06732295467869272,0.04938669,0.2690560115676738,503.88205000000005,151.05,503.9,352.84999999999997,0.03668229463061029,2810.324000000001,4195.127,1384.8029999999994,0.10194544737780721,4556.229000000003,5052.703999999997,-325.0580000000027,0.14574888087984272,27.603,0.0054630154467786,1.6714225980236985,0.20885425477579095,0.5962066191136743,0.07734510943975736,0.4020055555555555,0.11423942857142859,0.412428,0.11257142857142856,0.1297286996825685,0.12484414754309081,0.2864385264198955,0.04140907482099175,0.06041634492228126,0.0583158117452391,0.05090812597078481,0.05832026283704359,0.05091201165350977,0.05796573398464417,0.05055748280111035,0.09544915671059286,0.2585325947332166,0.09837244849097757,0.7135614735801046,0.0029232917803847106,0.16308343802262376,0.002100533177042161,0.057347077700414584,13.270864728716395,13.660102153371223,23.344859899025664,31.524353525368067,15.008163784589705,15.467814171687253,25.315212021060017,34.18507100806594,0.37037037037037035,25.532237422693495,21.810666190166845,17.640151985711043,27.788011632057152,23.659887798523183,2.1017666826099277,3.26515845591472,3.1397880916427408,1.224613496917858,1.4763898188437057,1839.8769999999997,393.04000000000025,396.12,1.0078363525340925,0.1270270541172576,0.21362297588371412,0.25066232675130024,0.2152970008321209,0.2552148567364043,0.36809388383469016,0.9158613403032222,0.11877644221417294,0.3896239201887487,0.37622058176273016,0.4105675626390425,0.769395374301571,0.8,0.82,0.94,0.8737403677663791,0.2690560115676738,0.10532175604102872,0.09443188652338308,0.1632739129110316,0.03935337292866023,0.15543076095116112,0.03555572176941481
Farming/Agriculture,50,0.5922657789429788,0.8320584204388969,0.22695204521263782,2.6096516486029824,3.666230104510923,3041.201,1691.0659999999998,1.7983928480615188,606.1659999999999,210.78399999999874,0.03537985494567217,0.5063616946161301,1.4348299046396344,0.16644903150007354,0.10078835232269781,0.06566067917737572,19201.85999999999,1260.8071690688832,0.1184288763223854,0.07970444061415147,0.03872443570823393,42689.34373470823,1653.1207468814077,0.5898204307833024,0.30233813943957166,0.0657,0.17831189337994102,0.04938669,0.4101795692166977,891.8512000000001,91.137,116.257,25.120000000000005,0.00130820660081888,13785.365000000007,14708.651999999998,923.2869999999912,0.033845446750057885,163.34400000000028,5405.284,1466.123999999998,0.08380342439545324,11.818999999999999,0.0021865641102299157,1.1456968860851293,0.13568359482511785,0.7209591221386107,0.12000294763111498,0.09577407407407407,0.10483634146341465,0.09252285714285714,0.08449999999999999,0.16644903150007354,0.1328533900800052,0.2561268950356794,0.05218007192489736,0.09337843579078392,0.09129455101239475,0.07825208287739874,0.09228070697994879,0.07909735521454626,0.09572196901852527,0.08253861725312275,0.11182402087561402,0.20912202186813758,0.1472566088388995,0.7438731049643206,0.035432587963285474,0.09729800099252355,0.002083884778389167,0.003839812634853878,6.483416082574607,8.387143045451724,10.967439415302056,14.485081854118567,6.897616291387574,9.083196760305219,11.00684658129441,14.53712828021887,0.28,34.51112344331647,30.727812369243296,13.22596229564581,11.248203171241915,11.400558193372959,1.3491784844228354,1.931456167357027,1.4117185585232344,0.6493617255954329,1.0157195841416804,4884.031999999998,1187.4379999999999,1037.9310000000003,0.8740927947395993,0.14286140837940345,0.24312658066122422,0.24723569149585115,0.2125151923656521,0.21462104873545074,0.6954312665499987,0.5464162305825612,0.07741380642022867,0.33834329471180624,0.30233813943957166,0.23400644282563784,0.4252749362401379,0.45,0.43,0.55,0.48950814303662327,0.4101795692166976,0.07970444061415147,0.06906695844061295,0.06445403278364362,0.1738071771008357,0.12022902716872008,0.09731724936025302
Financial Svcs. (Non-bank & Insurance),139,0.2491729799474152,0.9601144369224899,0.2377575708257746,1.0480128101998722,4.038207631360972,6234.695,3177.462999999999,1.962161321784078,1153.1850000000002,134.22680000000219,0.03635736970914851,1.3937201017634728,0.09690953889650841,0.028930585242507405,0.11032852555072549,-0.08139794030821809,526259.0739999999,-42836.40469211012,0.003179901343652056,0.05755702789418458,-0.05437712655053252,1233091.1833933562,-67051.95532772643,0.13406780121323914,0.3392229117779889,0.0657,0.09093281564964427,0.04938669,0.8659321987867609,6682.104870000005,21575.681999999997,15616.442999999997,-5959.239,-0.011323774343128952,194531.21400000012,167347.14699999982,-27184.0670000003,-0.018189973477533167,479.8090000000002,28849.960999999996,-2824.4249999999956,0.004317822590095283,1700.8400000000004,0.058954672417061524,1.1701407286960015,0.003720932075442411,0.5611092064930384,0.016233217728802537,0.09792822580645164,0.1205120238095238,0.16653875000000004,0.1487866666666667,0.028930585242507405,0.029018517064180238,-0.38140377530732683,0.12740753010557526,0.05783112492531063,0.03683925272308062,0.03223853132708453,0.03621225418711101,0.03168983637673261,0.03733550700532272,0.032813089194944314,0.07748549690640781,0.7387003704437691,0.08602836334957674,1.381403775307327,0.008542866443168921,0.6612148735373614,0.020991872202230012,0.012938853739992168,23.292275227073116,26.325892567345726,47.685053732308546,66.19435336737511,110.66404055716232,122.86488015019184,,,0.3453237410071942,336.437443413641,853.5474070920594,19.18557413659109,4.311325142680031,8.585204778529455,0.5770143905275642,0.6981121515397464,0.9376995937320035,1.9394997157198,9.520246290783856,30914.664999999986,5733.832000000001,5100.295999999999,0.8895091450185493,0.12488639307044469,0.18547288155960945,,0.16497982430021485,,6.458912512553763,0.1639773623901916,0.34191354766958704,0.37397630756018513,0.3392229117779889,0.5639440700618437,0.2322084415260943,0.26,0.27,0.33,0.2682762842947019,0.8659321987867609,0.05755702789418458,0.047137746831187766,0.535270376821601,0.0014456858624044997,,
Food Processing,167,0.6759184649699519,0.7698820681213214,0.19584539659554018,3.4512859465666095,3.9310705357618465,13903.405000000004,10038.285000000009,1.3850378824669745,10384.679000000004,-122.32800000002317,0.04663611871104697,0.5098832485366716,1.412486816877237,0.16694183213768016,0.09615621407503844,0.07078561806264172,169589.47100000002,12004.495521651455,0.13864597688330083,0.0872606416119889,0.05138533527131192,214465.5903194377,11020.386262724134,0.8097998079095863,0.29680864890442626,0.0657,0.15860498018694094,0.04938669,0.19020019209041367,13330.036239999996,13300.895,712.3960000000003,-12588.499,-0.07422924858348075,27021.520999999993,35936.142000000036,8914.621000000043,0.07078412043076752,435.654,66827.83699999998,-961.0360000000364,0.16710909500119453,782.6590000000001,0.011711571631444546,0.6972463367999671,0.09667039949393441,0.5291665935811345,0.08834004063848977,0.12443911392405062,0.11841033898305078,0.22165256410256412,0.10260607142857145,0.16694183213768016,0.15786166408829136,0.37052893429418354,0.09345919491669444,0.11413129322868,0.11254023163695205,0.09845166049582396,0.1126654192339923,0.09856117623630915,0.11226160292959599,0.09815735993191285,0.14580721087744727,0.3568366869819439,0.1553685938062107,0.6294710657058165,0.009561382928763441,0.21102947610449663,0.0015910615917279494,0.0011394388348411476,13.661705399495103,14.56130236123861,18.766670580599417,23.116720004989567,13.677779263818397,14.5747066816701,18.86201946488696,23.234170431339667,0.3532934131736527,86.82480733972587,82.83304071036629,21.803721218701217,17.69721266072038,18.41898007663984,1.7951160024153243,3.2309071347565514,3.006812138488487,1.77761827732119,2.1250973306112124,35711.23400000002,6343.510999999994,6176.649000000003,0.973695639528332,0.1251869747929518,0.17763348642614787,0.18148182169051286,0.17296095116735535,0.17581809089073616,0.23487310102159148,0.6543533030508063,0.03190497528441433,0.35776202105919513,0.29680864890442626,0.08431368350612896,0.6273744504096271,0.63,0.6,0.64,0.6346585830759158,0.19020019209041372,0.0872606416119889,0.07654871410842268,0.12110109239526526,0.17706075016669107,0.17306372536405862,0.1022675354386289
Food Wholesalers,15,0.21929594189928503,0.7991301890364506,0.2667326372956778,0.822156388969347,2.9959970296045952,1659.486,1579.9970000000003,1.0503095891954224,60.53099999999999,-45.42000000000007,0.0013121040628900032,0.04904547882118254,4.534273420097026,0.10041072219315887,0.09833519908321557,0.0020755231099433002,2888.327,5.994789437573203,0.10160772552071287,0.05941835828806935,0.04218936723264352,15900.660000000003,670.8387839814056,0.20494328583154353,0.28167800529308856,0.0657,0.14443795526421546,0.04938669,0.7950567141684565,99.04480000000001,6.018,89.634,83.616,0.028949630703171764,3895.8980000000006,3257.64,-638.2580000000007,-0.025460893236323223,-147.87000000000012,8852.19,-1627.3300000000017,0.21893717975838137,1.59,0.000179616569459083,-0.006623213445461156,-0.0006729696538315121,0.6584885817825729,0.0661193140527371,0.11249999999999999,0.04699384615384616,0.23040000000000002,,0.10041072219315887,0.08201065740561617,0.15237614278577172,0.004022569854284325,0.029416388318445712,0.02917577118014745,0.023038798291299012,0.02917577118014745,0.023038798291299012,0.028545794789698566,0.02240882190085013,0.05034453134167217,0.16071068049933188,0.05034453134167217,0.8476238572142283,0,0.11036614915765972,0.0002406171382982648,0.0034079475779751818,7.828113905307681,7.828113905307681,13.946382551474606,15.209488771176616,8.083094450093768,8.083094450093768,13.947861030571241,15.211101154254141,0.2666666666666667,20.89395969837013,16.83959955470324,12.107610983250721,26.453584528722082,13.741301633350817,,0.7921223065369057,1.3169899495908464,0.08962627781043397,0.4069396018804421,561.36,139.232,229.70100000000002,1.649771604228913,0.21034483890606867,0.24802622203220748,,0.4091866182129115,,3.8793986879958897,0.2040604712973934,0.06947447576977384,0.34595580152446487,0.28167800529308856,0.2318565970141444,0.140132772981305,0.17,0.18,0.24,0.189885742976118,0.7950567141684565,0.05941835828806935,0.04898073899459088,0.026741304952679647,0.0714076851571626,0.10752784337527536,-0.019172933373685846
Furn/Home Furnishings,50,0.8205358710080523,1.0375705052474478,0.27616317443339633,2.971199446456048,3.7570921878930092,1844.2719999999993,1360.8009999999997,1.3552841304496392,82.70800000000001,-69.30519999999933,0.011052494040369603,0.222855251472073,2.2219477816827053,0.08634645826289797,0.11609900264093485,-0.029752544378036885,14253.613,-424.08125332986344,0.11048401357820521,0.09090000013465817,0.019584013443547044,20232.61229206498,396.2357511258757,0.6222735877572544,0.2968053285931097,0.0657,0.0955115071212977,0.04938669,0.3777264122427456,1051.5968,481.5870000000001,456.52000000000004,-25.067000000000064,-0.0017586418264618287,4100.809999999998,5952.594000000001,1851.7840000000033,0.11809999082896372,46.59800000000007,4397.384,-422.15000000000055,0.09244569169007882,0,0,1.2094187144857302,0.1336214336729769,0.14556355520093844,0.012568897443756876,0.2037896,0.2263905555555555,0.1293296551724138,0.018497142857142858,0.08634645826289797,0.07035659842709566,0.24886163763311728,0.027376863074065963,0.06034908770853365,0.0591288449314491,0.0506050039452698,0.05990068339083133,0.05126557643450803,0.05835905388658575,0.04972394693026245,0.11538082020458845,0.28474534369396715,0.13115786952377764,0.7511383623668827,0.01577704931918919,0.16936452348937872,0.0012202427770845532,0.0027964128683884387,7.79718715521861,9.209968024426445,13.387986990250328,16.16998592579336,6.1456621485962035,6.986013384144281,13.456473425579945,16.252703715719072,0.19999999999999996,31.695765584565816,25.910758598300635,19.819608098496047,11.473396058361134,17.318661736047908,9.36288478161379,1.8425719986834088,1.6309260793511404,0.5776597319750094,0.8060519542227998,1910.6079999999995,386.286,592.059,1.5326959817337413,0.14415706912694465,0.2021796203093466,0.20108316893895062,0.309879891636589,0.314732979400334,0.607010195634552,0.7124754106977678,0.13169498632342433,0.39864972642403323,0.2968053285931097,0.21500629355533651,0.7449226533358905,0.93,0.96,0.95,0.8810917048687885,0.3777264122427456,0.09090000013465817,0.08015221688210006,0.16278897712171017,0.2480314000807192,0.23332700415483562,0.12789210684412566
Green & Renewable Energy,63,0.682133882268362,0.9088445072046558,0.20820828758042886,3.276209079837229,4.3650736373958114,8052.687,2635.0699999999993,3.0559670141590174,808.2120000000001,27.6975999999986,0.3808880699371717,1.9991729851581903,0.27655108201350626,0.5794501200115797,0.10650891578674686,0.4729412042248328,27216.957,12872.020418915492,0.06044321536247122,0.08536239394828193,-0.024919178585810713,59367.97961686572,-1479.4012863514472,0.6298022083836374,0.30801700541486204,0.0657,0.11254413714972393,0.04938669,0.3701977916163626,1096.3160000000003,102.37900000000002,1548.7649999999999,1446.386,0.05314282562889011,8529.778000000002,9959.334,1429.5559999999987,0.034335470271355084,95.78999999999996,673.129,-260.20500000000004,0.0071952228600478795,0.381,0.0005660133495956942,2.2614137496601283,0.13668711829436073,0.930484743738598,0.5391694964282746,0.25554285714285707,0.26856399999999997,0.5555675862068966,0.39254666666666665,0.5794501200115797,0.5780811801923311,0.5328874603726736,0.960567730637298,0.24945361203814378,0.24324516595192489,0.2173846756803267,0.2426734761071402,0.21687376476042453,0.24436047387347118,0.2185607625267555,0.38700456972378167,0.4593937647179708,0.39015343812832026,0.46711253962732635,0.0031488684045386244,0.07238919499418912,0.006208446086218903,0.006008790568122274,14.948469845119233,15.064074051831964,25.27538292258612,32.193860620342136,16.26371942649139,16.396049420111133,26.147670329651117,33.30491398360635,0.4285714285714286,141.4236773629646,58.23855911199186,30.293840458590473,32.508938222904085,3.920941809140991,0.09988473071076877,2.2272673990086425,1.615300233480368,4.324734035765868,6.345346050999969,3479.649999999999,648.5519999999999,3125.9740000000006,4.819928085951475,0.10631450853460842,0.18638426278505024,0.20527961985762935,0.8983587429770239,0.9515656368100068,0.5878000849924943,0.6303325126604645,0.0759401797131637,0.3914913886059393,0.30801700541486204,0.7466820443901904,0.5185181869754704,0.6,0.72,0.68,0.6401304138487665,0.37019779161636257,0.08536239394828192,0.07466916839214122,0.21165117245236242,0.04870790659605674,0.11230976157732492,0.11164471014288403
