,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,dde,cost_of_capital,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Insurance (Prop/Cas.),3,0.5820707285843082,0.715954328357721,0.14252397540129433,4.084019737348851,5.023395722311708,901.4800000000001,724.1699999999995,1.2448458234944844,0,0,0.0011753226652136746,0.025193961380669982,1.7772990740086239,0.11142365266904798,0.09006232991041282,0.021361322758635157,64418.1,1376.0558255980354,0.08735372717248656,0.07591070832448427,0.011443018848002293,84882,971.3063258561306,0.7060156512156828,0.200754491319914,0.055900000000000005,0.10917560084784222,0.041925000000000004,0.29398434878431723,2136.4595,0,0,0,0,4507.9,1916.9,-2590.9999999999995,-0.1217049020160457,-2.800000000000068,27.8,27.8,8.514493474927113e-05,0,0,0.2566626823098487,0.022420441925853112,0.7023476183178455,0.0782581370763807,0.08623333333333333,0.025566666666666668,0.09255,0.11900000000000001,0.11142365266904798,0.11142365266904797,0.15847732378280094,0.04757832888220722,0.055173282372413764,0.055173282372413764,0.04914970611865783,0.055173282372413764,0.04914970611865783,0.055173282372413764,0.04914970611865783,0.057683014860729125,0.1552699278208307,0.057683014860729125,0.841522676217199,0,0.09758691296010161,0,0.0004050093894566312,7.501981177432815,7.501981177432815,8.15467809137524,9.644395053304288,7.799875892026065,7.799875892026065,8.15467809137524,9.644395053304288,0,6.113180404879887,6.0622415671686065,4.472843852149861,7.341494234718054,7.123019908884462,0.5985731015869296,0.6862643506133532,0.7440761930654051,0.33890138385941465,0.4499203569915823,10237.5,1580.27,2918.3599999999997,1.8467477076702081,0.15436092796092796,0.15436092796092796,0.2850656898656898,0.2850656898656898,0.4163991949443443,0.5455723979043127,0.06270428813482085,0.15934179239526122,0.200754491319914,0.20140590860059832,0.29398434878431723,0.07591070832448427,0.09181086657558524,0.16598226045616915,0,0.29468244546127653,0.02180355785171357
Investments & Asset Management,52,0.1334414664894592,0.8971913134126426,0.11789783346989077,1.1318398528802316,7.609905008490007,374.724,409.56899999999996,0.9149227602675007,-324.40299999999996,-0.09799999999995634,-0.033378076336932905,-1.1530832709623864,0.029443763983136324,-0.028227832197036697,0.1030388980403452,-0.1312667302373819,37081.133,-4867.51908240748,0.0010993156745903285,0.054042970624465954,-0.05294365494987562,365643.77455837856,-19358.517834788905,0.11462047220097449,0.3290682338639127,0.0636,0.030789032843691094,0.047700000000000006,0.8853795277990255,1574.916,5275.060000000001,11480.085000000001,6205.025,0.1673364457337374,58603.584,43771.49,-14832.094000000005,-0.05605850684056289,-57.91499999999999,3390.4829999999997,-37.034000000000106,0.008592745972800154,0.454,0.0001339042254451652,1.7199149612154936,0.001890729475826609,0.999106399057598,-0.02820260777958346,0.059640000000000006,0.11490526315789473,0.16618000000000002,-0.03625,-0.028227832197036697,-0.028222268923025408,0.5518618969157233,-0.09722523713466805,0.039491715020598776,0.03849607404990316,0.037310817161627534,0.038531564561154,0.03734521495436183,0.03852246177030335,0.03733611216351118,0.04965971817202211,0.20406395026383686,0.04998667555767829,0.4481381030842767,0.000326957385656175,0.15440423209181475,0.000995640970695608,0.007059678732787481,12.207239555533992,12.277137047580318,18.19397049627867,24.21829124788752,,,,,0.6538461538461539,42.777844410030724,292.9689571805036,99.59883720930233,16.495467841467395,7.107496499026874,,0.6731726695992636,0.9563179816078818,3.181587023284288,27.47216701488357,3115.3940000000002,944.9350000000001,890.5460000000002,0.9424415435982371,0.303311555456549,,0.28585341051565233,,7.724444951217869,0.13206937142527578,0.01028237398973581,0.34755795362648345,0.3290682338639127,0.7150498535056358,0.8853795277990255,0.054042970624465954,0.06961996033812823,6.765303486582532,0.8078842986982357,0.3634841916568462,6.089928049869177
Machinery,399,0.8002187969714708,0.7886640943729184,0.13853999395664263,5.776085115334325,5.692681743726206,11702.905,4968.840000000003,2.3552589739255025,578.821,140.18920000000253,0.04189400921488023,0.6884144102137326,1.1537788847760986,0.07922965715349427,0.09526834915710096,-0.01603869200360669,132205.81,-2120.4082676773455,0.0777827912637012,0.08992763020038957,-0.01214483893668837,154191.6985545491,-1872.633344319404,0.887725366733394,0.3305223165328095,0.0636,0.09838482584849462,0.047700000000000006,0.112274633266606,5854.755599999998,454.013,8326.724,7872.711,0.0595489033348837,39734.115999999995,45176.85599999999,5442.739999999998,0.10223310648696192,1233.5910000000013,8550.981,-1185.944000000005,0.027843593095542067,757.698,0.08860948235062152,1.5116858198485614,0.11758314258157768,0.4410532276060398,0.03494449600966861,0.11405718592964821,0.12348430107526878,0.27668333333333334,0.37760869565217386,0.07922965715349427,0.06841200421605945,0.2318427389522094,0.05887822904247338,0.07619443966375268,0.07385831432776505,0.0665917769351645,0.07389812863147867,0.06662767411554098,0.07468613726939323,0.06741568275345554,0.11702742086724205,0.23053663486497697,0.15983406609729833,0.7681572610477906,0.042806645230056284,0.11350921399773492,0.002336125335987631,0.0023302906998947273,14.489988948139617,20.26187571726085,29.465081823487683,35.779899863747346,15.018535288385964,20.51206071345987,32.48355007661115,39.44527206551626,0.18796992481203012,51.71980610146814,61.17411202183912,28.339790659755977,36.617511305973515,28.692773044495794,0.7598546689964345,2.8726207169272544,2.558388786694654,2.3672776272632796,2.40047356196849,16482.036000000007,2333.7139999999986,4192.282000000002,1.796399216013618,0.14159136650350707,0.15881081758998672,0.25435461978119694,0.30891540480043783,0.12647451280991145,0.7203359871018076,0.09982621024648486,0.3478419174169528,0.3305223165328095,0.426430906856616,0.11227463326660603,0.08992763020038957,0.10603493508019834,0.3795832513926708,0.31933510825436545,0.30848525955637196,0.38919396503465625
Metals & Mining,129,1.090531458128826,1.1825014964480551,0.17598937362267658,6.19657559817753,6.719164186488629,15089.466000000008,8653.264000000005,1.743788933285752,1087.2890000000002,687.7958000000108,0.020435749931781204,0.330983579034202,2.008868304361676,0.15261011014219747,0.12346710714568075,0.029143002996516718,128683.65000000005,3750.22799755271,0.13618452687560761,0.10338685852530277,0.03279766835030484,200018.04355595945,6560.125456625186,0.7349740622699399,0.36908422817188813,0.0636,0.13973331533700836,0.047700000000000006,0.2650259377300601,7995.202999999997,1072.1699999999998,4103.820999999999,3031.650999999999,0.023558944745505725,91994.88000000002,96582.95200000002,4588.072,0.04580220448700225,1129.9780000000003,2219.161,-204.2579999999998,0.006665881877848454,33.94199999999999,0.015294969585352298,0.6981885890608613,0.09508248267120144,0.5928796432056216,0.09047942765067665,0.260865375,0.1688022549019608,0.2387737777777778,0.31566666666666665,0.15261011014219747,0.14085858526016493,0.1134857431141295,0.0488749172407167,0.07668552065669815,0.0763758792130133,0.06570362439880004,0.07681329732542005,0.06607992062817175,0.07852504157638564,0.06779166487913733,0.10160940083140008,0.12293751601565779,0.11488402620474948,0.8865142568858705,0.013274625373349426,0.021328115184257715,0.000309641443684858,0.0007473110892029077,6.9833751068008,7.901840072042234,10.38285709405225,12.91722287443104,7.0160302351802315,7.932630197566082,10.493362861081327,13.054702145184196,0.13953488372093026,61.651108680503526,63.92358412515349,20.30700507177021,15.924786903401886,13.343533973055338,0.42270962955824726,1.7517769529020164,1.488489267159047,0.6940890566591003,0.8060298013917604,28537.343000000008,5329.546999999997,11542.723000000002,2.1657981438197296,0.18675694510172147,0.1897993752393212,0.4044778450467515,0.4116870350175278,0.3605922322095795,0.9307780070167422,0.14649137346867064,0.3588269110901343,0.36908422817188813,0.7617692967931781,0.2650259377300601,0.10338685852530277,0.11969306825720394,0.07145494032964463,0.13146261689495214,0.09166853844728982,0.1178323407595016
Office Equipment & Services,13,0.7321366629877192,0.7081594111965409,0.14537301604882452,5.03626245700114,4.871326401859205,224.235,132.39199999999997,1.6937201643603848,7.731000000000001,-1.260599999999954,0.014690305421074665,0.45464886255443676,1.7644736192685455,0.02558486301747422,0.08950421384167233,-0.06391935082419811,3628.2000000000007,-231.91218866035564,0.05937920733599994,0.08521241733632356,-0.025833210000323625,3792.8592,-97.98172821525947,0.8973357919944784,0.2966511438185672,0.0636,0.15300340390571487,0.047700000000000006,0.1026642080055215,158.821,15.169,85.2,70.031,0.019301857670470202,1261.8479999999997,1206.6699999999998,-55.177999999999884,-0.03903102222825833,77.98400000000001,193.623,-153.313,0.027565131972324245,152.828,0.7893070554634523,1.2509204699629712,0.07427866594677775,-0.7109353959516092,-0.018189184719695717,0.054742857142857135,0.1488,0.1416,,0.02558486301747422,0.022397427636122135,0.19715483234714007,0.013870509832048293,0.04231815193353656,0.03995412706951169,0.03384100962779493,0.03995412706951169,0.03384100962779493,0.039765764150379544,0.03365264670866279,0.07558872751180443,0.20240436913513837,0.09768692845615921,0.80284516765286,0.022098200944354794,0.12681564162333395,0.002364024864024865,0.0018543422389576234,18.47682376169628,24.764879418262144,40.24782620077863,49.767904984557134,18.763102667645622,24.248455136695203,45.87535762503319,56.726552833580385,0.3076923076923077,58.801415331455615,54.93075583151758,19.071375036588556,148.64484463531707,31.119181070459526,,3.557436517533254,3.360704671032441,1.8463331540254624,1.8329098679098679,430.486,68.399,167.56600000000006,2.449831137882134,0.15888786162616206,0.39115755834181687,0.3892484308432796,1.07963609654266,0.11441002233660286,0.6521960847301729,0.10918805504333448,0.3845234455424972,0.2966511438185672,0.4667300504420681,0.10266420800552156,0.08521241733632358,0.10125003926740228,0.2063624409778256,0.11589265435419283,0.22724881955651183,0.09188885900424362
Oil/Gas (Integrated),4,1.0143243283140462,1.2630148880308139,0.2229395724671404,4.549772465646716,5.66527904424403,56826.4,34030.68,1.6698579046907085,1119.7,-58.177999999999884,0.026351268331767465,0.6566126245792264,2.1271202118934123,0.09588180751504169,0.1292318659830063,-0.0333500584679646,316104.7,-10542.11022699841,0.07963095453850846,0.09772704747428168,-0.018096092935773217,425624.558,-7702.141557315398,0.6135888940001548,0.28272205413722806,0.0636,0.28333207745742334,0.047700000000000006,0.38641110599984524,19578.600000000002,45.4,18.2,-27.2,-8.60474393452549e-05,195817.8,195797.2,-20.599999999976717,-0.00015740594994473003,3513.500000000001,1259.481,-105.71900000000005,0.0018128896890001638,1.96,0.001556196560329215,0.8962490311685544,0.07136916585616541,0.35402684840552323,0.033944734133975224,0.5323749999999999,0.193925,0.24826666666666664,-0.0163,0.09588180751504169,0.0917253497328327,0.24083867249362848,0.03347714806993856,0.052325906335484465,0.052325906335484465,0.03750029858860911,0.052325906335484465,0.03750029858860911,0.05226164643113317,0.037436038684257815,0.10769338334394059,0.16536172677534305,0.11264705563985647,0.7591613275063716,0.004953672295915876,0.05766834343140247,0,0.0010656818886213204,2.905649214948077,3.044142028184581,6.046323366439042,7.883441238834858,2.8085896107026156,2.9377789082539914,6.046323366439042,7.883441238834858,0,34.0297891697055,26.349256541844966,4.711540675943596,7.8381656724389215,6.856568198757518,,0.5991362968938344,0.6541005007777018,0.2295383488414374,0.3163793501463404,44139.799999999996,10347,52041.49999999999,5.029622112689668,0.23441429276979056,0.23441429276979056,1.1790153104454484,1.1790153104454484,0.6297557041502576,0.8578418087782879,0.1542726672008891,0.2911197441051066,0.28272205413722806,0.42260070926898313,0.3864111059998452,0.09772704747428168,0.1139496146783352,0.027720077856786724,0.0762362062334471,0.10816336494010192,-0.011939410259803161
Oil/Gas (Production and Exploration),20,1.1467240774196301,1.093288750250156,0.12242080245446431,9.367068785929304,8.930579838804897,13886.583999999999,9941.273000000001,1.3968617499992202,34.207,-66.3515999999945,0.06231322790355915,0.20822263232020224,0.5961502438908065,0.23095860879034377,0.11707947451791118,0.1138791342724326,81546.29999999997,9286.422047120068,0.21525107223468107,0.10175915924115192,0.11349191299352915,105339.764,11955.211330646893,0.7697213845776778,0.5472608804120638,0.0674,0.11975421737929515,0.05055,0.23027861542232214,8399.84,6.44,4525.133,4518.693,0.05541260609003722,4764.827,1842.6629999999998,-2922.1640000000007,-0.12414840756526949,146.88599999999906,2229.3300000000004,2146.3,0.014226693597021077,0,0,0.23668513119341866,0.050946728271389526,0.5540023213559437,0.12795160540698972,0.8195999999999999,0.27038750000000006,0.20666666666666667,0.978,0.23095860879034377,0.22539682909513542,0.6849917623600349,0.2999095867619147,0.41148241754087517,0.4113908705146057,0.3621250787791422,0.4113908705146057,0.3621250787791422,0.4103342882101667,0.3610684964747031,0.4418153120833189,0.4979871437974318,0.45024431065248466,0.3150082376399651,0.00842899856916568,0.0561718317141129,9.154702626945822e-05,0.0054046982080382215,2.1305430139985315,2.1615721745932888,3.0409645058974655,4.180360008772307,2.8149699364330285,2.868674226251675,3.0808272360330844,4.235158597370185,0.4,40.16269798956895,13.409511255874426,6.408420476478551,7.007518571979012,3.995568739318335,0.04085448608709954,0.8558058484341192,0.8556813033514625,1.2528391282277171,1.2674241985367574,26292.75,7101.120000000001,10923.114000000001,1.5382241111261323,0.27007901417691194,0.27518570090537725,0.4154420515161024,0.419813144168932,0.2991713885520653,0.8929336093946111,0.2213178156999205,0.42772466020792504,0.5472608804120638,0.6153017017866934,0.2302786154223222,0.10175915924115192,0.11804131430382925,0.13924078167306564,0.023546391985034762,0.16720329455915756,-0.1525376488538883
Oil/Gas Distribution,22,0.5185227273408995,0.6669304242953202,0.13170245569919434,3.9370771379175697,5.063917910677197,3349.122,1464.883,2.2862726920853063,197.689,-8.006399999999303,0.07013529115362375,1.1746496802153528,0.7584650616149919,0.03546180720135623,0.08655221837954494,-0.05109041117818871,22540.53199999999,-1151.6050480551196,0.0461637353721158,0.07113734667387121,-0.024973611301755412,38987.02985347309,-973.6469293705712,0.6032434607700701,0.3399084877418732,0.0636,0.15441032436347865,0.047700000000000006,0.39675653922992987,1195.3566999999998,158.4,1818.9599999999996,1660.5599999999995,0.07366995597087063,10709.894,12364.374,1654.4799999999996,0.07630739156597804,209.01400000000007,258.908,-27.694000000000017,0.00481576680579072,8.867999999999999,0.034251548812705666,1.3064550009818634,0.06031084294090403,-0.4954520547259693,-0.01756962524220812,0.125075,0.057218750000000006,0.12627333333333332,,0.03546180720135623,0.03457532660885404,0.10661579354960889,0.0270314470938746,0.07271735491354503,0.07221566910041495,0.06106482421049424,0.07229918091143417,0.0611354409356858,0.07202842275206484,0.06086468277631645,0.12262195513741828,0.1534420685620369,0.1263557691332181,0.8933842064503911,0.00373381399579984,0.03082011342461862,0.0005016858131300664,0.0012867640842331664,12.513790193468767,12.895158438882179,21.851956397671152,26.46034259895284,12.599546045253744,12.98319970101035,22.019963590288103,26.663781036904627,0.36363636363636365,31.07693595466224,37.47563739109544,9.248890341441589,52.72761874300335,14.645040179768626,,1.313196415996737,1.1978596292314054,1.1149897025055546,1.5920253312774333,2019.9199999999998,355.14399999999995,472.5330000000001,1.3305391615795288,0.17582082458711235,0.30040196431618676,0.23393649253435786,0.3733125082952543,0.6577054954287453,0.4466214083227979,0.13866570398336767,0.3574716514797046,0.3399084877418732,0.43770986613744495,0.3967565392299299,0.07113734667387121,0.08696696263456882,0.13531262787323764,0.05068717598401098,0.09197251972418272,0.05848834810603877
Oilfield Svcs/Equip.,57,0.8606546215834747,0.8453736105936346,0.12891368350480487,6.6762084379614866,6.557671673093771,1892.3600000000008,1425.8300000000002,1.3271988946788893,194.503,152.84939999999983,0.01559706686780975,0.9073034362665263,1.7015496788419007,0.02486075722948846,0.09932875051850423,-0.07446799328901577,25113.152999999995,-1870.1261090700257,0.041539473155759656,0.08811833454062616,-0.046578861384866506,30667.19746643875,-1428.4431398515799,0.7828648598834449,0.3536012470458101,0.0636,0.17026061860680883,0.047700000000000006,0.21713514011655516,615.4335,31.590999999999998,819.033,787.442,0.03135576006724445,13420.628999999999,13177.618,-243.0109999999986,-0.02190972968854868,594.5209999999988,507.9120000000002,49.07100000000014,0.006369911151934657,110.841,0.21822874828710476,1.2750284615204803,0.05296401055015953,0.014252833428367695,0.00035433623169498694,0.020472608695652185,0.08329,0.2131461538461539,,0.02486075722948846,0.026807110682469142,0.10277970693207737,0.011964563862928343,0.02593910209237864,0.025561805504452133,0.02120963668655718,0.025891933882960017,0.02148355720312065,0.028821106835347974,0.024412730155508607,0.060521914170775376,0.11140061201461966,0.08605666041160742,0.8972202930679226,0.025534746240832042,0.05087869784384429,0.00037729658792650924,0.007575386495204453,7.929558996781644,11.389153129314366,25.74437612778711,38.77541752201385,9.266156592614948,13.175632366176792,30.797795746583294,46.38672861613906,0.2807017543859649,69.23080354591819,68.26105471199493,28.035311762342698,74.59862060746897,26.467084528815146,,1.4071594605853157,1.2460420768966711,0.7677594623102021,0.7974144912114419,1833.3120000000001,491.68799999999993,1180.9520000000002,2.4018320561006172,0.26819657537833164,0.4402547603776577,0.6441631320800825,1.0180690901316563,0.27735967118115745,0.6998011483042395,0.1868966589446637,0.3594146529244742,0.3536012470458101,1.3969129645599576,0.2171351401165551,0.08811833454062616,0.10419890106093121,0.37959396156818015,0.14003870317904185,0.32185453307822515,0.160984585418353
Packaging & Container,60,0.6158621248574341,0.6377004760081068,0.1451360493941902,4.24334358988062,4.393811728167612,1992.1910000000003,993.2169999999996,2.005796316414239,51.461000000000006,11.688199999999597,0.039945857451953004,0.8250589628368241,1.1103809984939226,0.0685138831616166,0.08445935408218044,-0.015945470920563837,19715.609999999997,-314.3746859361775,0.05707542626716217,0.07786686746296455,-0.020791441195802375,23945.89788195617,-497.86972769338036,0.8206582573655262,0.27000419373316337,0.0636,0.11058058475006513,0.047700000000000006,0.1793417426344738,859.5009999999997,71.833,573.787,501.95400000000006,0.025459724553285448,5481.039999999999,5891.47,410.4300000000012,0.05217062360311749,231.6010000000001,601.0699999999998,18.53499999999974,0.01670441628893885,16.189999999999998,0.026935298717287507,1.8479535926127468,0.10547273902030628,0.36370635619225156,0.024918934793293237,0.07656576923076924,0.09961204545454543,0.16385625,0.21250000000000002,0.0685138831616166,0.06288881924019527,0.16565491008147332,0.05080256661853911,0.058013762798021895,0.057220579734454796,0.050893094567681055,0.057298134293857064,0.050962073098554585,0.05773772093603746,0.05140165974073498,0.11975815626496153,0.2014056151644266,0.1436806176372472,0.8343450899185267,0.023922461372285684,0.08164745889946506,0.0007931830635670973,0.002371463161366682,11.894791614883385,14.874942226188576,24.78787478135621,29.335467468274334,10.221497775313926,12.263307647168086,25.631395011971716,30.333740232773856,0.30000000000000004,33.31608424825425,46.545796617533526,19.188729715106057,19.025642407023895,21.76491634842394,1.0242313575728912,1.7679892687969065,1.5777217252924105,1.3547453897409723,1.4686311135348533,1778.6300000000003,258.277,589.7850000000002,2.28353666799599,0.1452112018800987,0.15145712870359535,0.33159510409697357,0.3611424589540564,0.21853401342745996,0.5478994729278259,0.11035368012822816,0.3277556756498346,0.27000419373316337,0.25449524517122474,0.17934174263447378,0.07786686746296453,0.0937959344698065,0.24869880744230616,0.17467117127451254,0.20695567765250902,0.23465649607150627
Paper/Forest Products,45,0.8026422179384453,1.0747428185936663,0.1586218908776818,5.060097402050182,6.775501241644089,4818.304999999999,1996.1129999999994,2.413843805435865,365.323,-40.45460000000048,0.06998979640854931,1.1109430002798275,0.8213783235213806,0.06945734648552297,0.1157515858113065,-0.046294239325783526,34210.78,-1583.7620368417286,0.05275713947339734,0.08785026712597621,-0.035093127652578875,54742.813040438814,-1921.0965260893788,0.5899975238976047,0.3294530752427785,0.0636,0.07509426927261803,0.047700000000000006,0.4100024761023953,1362.9519999999995,131.64600000000002,256.621,124.97499999999997,0.003653088295560638,20423.615999999998,23712.179999999997,3288.5639999999985,0.11472609603501972,275.93899999999996,610.6670000000001,-94.01199999999972,0.008140251299018105,9.45,0.015474882382706117,1.4639894617814422,0.07723589622278744,0.42641287102462355,0.029617506528643898,0.007755999999999997,0.09593714285714285,0.2878425,0.03,0.06945734648552297,0.0633439180644722,0.14092467489952085,0.052845841258093024,0.07190251611491359,0.07043509377162813,0.06514582187369938,0.07041767542954355,0.0651297115492856,0.06951797575495537,0.06423001187469742,0.13980797321268124,0.19222923564691838,0.1585998617577932,0.8590753251004791,0.018791888545111966,0.052421262434237115,0.0014674223432854672,0.0013253771414642995,9.541610054351246,11.066505216596216,18.479104180353822,20.65473584126578,8.6320527674599,9.79230543255553,19.441743386927232,21.730711079467977,0.3111111111111111,45.072368286722,44.06419007822183,13.802190427393203,13.278527847442547,14.37657178131424,4.792190593771413,1.2002818825448667,1.0851898259583013,0.9176318860898444,1.3690423756051164,2903.2000000000003,331.7589999999999,1166.8179999999995,3.5170650984600265,0.11427356020942404,0.1119920598507476,0.4019075502893357,0.4370145787881906,0.6949223674598879,0.7065136926429609,0.11976509975065427,0.3314360338341031,0.3294530752427785,0.46966491391897963,0.41000247610239526,0.08785026712597621,0.10392687205887241,0.1733491220641323,0.21763204176800569,0.15890005373120514,0.23904875306241186
Power,97,0.39532420317850325,0.7203140337142075,0.1248591814539181,3.1661604583272553,5.769011340027522,55648.67999999998,30881.23700000002,1.8020223736503802,2740.4329999999995,269.99800000002506,0.07493862278276119,1.7559589811345633,0.5731311939470422,0.028141304593912054,0.09037448481393726,-0.062233180220025205,291520.6000000001,-18142.254037649887,0.02989070161623993,0.06618938654400436,-0.03629868492776443,646754.1880720777,-23476.32649854045,0.43326560647700685,0.31357689189527194,0.0636,0.15984982041720336,0.047700000000000006,0.5667343935229932,21253.652199999997,1099.6670000000001,6155.083,5055.415999999999,0.01734153950012451,244269.80199999997,280867.391,36597.589000000036,0.0852687955389684,1590.1350000000011,11918.297999999999,-470.7070000000058,0.012891563332845506,170.53900000000004,0.014309006202060064,2.3360953003421217,0.06982752756962676,-1.5907177066153726,-0.044764871504792435,0.12494117647058824,0.1332318072289157,0.1336684210526316,0.09804416666666665,0.028141304593912054,0.028519388239452374,0.13211658730694023,0.022131975450192232,0.061438375935792794,0.06120610777635393,0.05142232243986775,0.061209219573978665,0.051424936817201006,0.06193761506868434,0.05215333231190668,0.1525465164901869,0.19502340325082632,0.1577897214541041,0.8678834126930598,0.005243204963917181,0.04247688676063939,0.00023226815943886168,0.0012448721926215703,11.561044771804509,11.978540381904024,28.413783304945195,40.752529034515945,11.90933182179495,12.318669702211178,30.700769654387134,44.03264406203337,0.3298969072164949,103.78991968693916,38.52440878537297,27.906196199006814,26.531261314976774,15.309796325455952,1.5615203684179024,0.9353889844353769,0.9770672368148722,0.8852074188979565,1.8791701508655234,25684.190000000013,5257.095,10871.727999999996,2.068010564770086,0.2046821410369569,0.28398093167697097,0.4232848300841876,0.6969286932824187,1.3080530396383296,0.363604023041292,0.08023839644062584,0.2917536508045197,0.31357689189527194,0.19407343933046373,0.5667343935229932,0.06618938654400436,0.0819458799412065,0.16355316652053692,0.05337804545761115,0.13869694476293262,0.030409002495447365
Precious Metals,19,1.034446267034906,1.2568812318643756,0.20121208313071262,5.141074288082901,6.24654947311426,3984.7340000000013,1962.746,2.030183222892825,1742.1490000000001,48.128999999998086,0.05672103292923161,0.8965754870716537,1.5330019215680613,0.13960752196557075,0.1287926962014893,0.010814825764081437,25152.999999999996,272.0253124439403,0.10509294729706209,0.10528146838080064,-0.0001885210837385548,43842.606492790364,-8.265255689943839,0.710069723637369,0.412406963008286,0.0636,0.1267253994341671,0.047700000000000006,0.289930276362631,1813.7199999999998,28.259,1095.8400000000001,1067.5810000000001,0.04244348586649705,31680.801999999996,34970.85,3290.0480000000025,0.12123694667472552,59.072,880.2339999999999,66.00299999999993,0.01161788890443395,6.800000000000001,0.007725218521438619,0.9916714732313051,0.10421767787229747,0.48349844569973144,0.06750001987834457,0.11615555555555558,0.1278466666666667,0.133,0.10300000000000001,0.13960752196557075,0.13241725164691415,0.13124377332214468,0.052246781767216005,0.0781349128413886,0.07768128038946125,0.06783708910354924,0.0776818716849365,0.0678376054668692,0.07839796195614289,0.06855369573807558,0.10259535669862584,0.13749971730733754,0.11119639998333604,0.8687562266778553,0.008601043284710197,0.0349043606087117,0.00045363245192736883,0.0011446374689782005,10.588733699330614,11.410406881944764,16.280865805310377,19.991248028842925,11.649570748014492,12.626208146394026,16.675580807118774,20.475917922705886,0.26315789473684215,182.59086474737234,6550.350216046868,27.122512609800747,29.04426845826464,17.472521286775915,1.696361289978244,2.059624737442647,1.6197648372940026,0.9888636796467238,1.2953903285303905,5494.590000000001,970.9499999999998,2548.917,2.6251784334929713,0.17671018219739773,0.18314781210811715,0.46389575928322213,0.49002076456109794,0.40831240469942603,0.9622172901698982,0.06982380735158132,0.40474405833649074,0.412406963008286,0.5126331663470172,0.289930276362631,0.10528146838080064,0.12161567727312783,0.04039773369756052,0.15681839823361723,0.058556288572669896,0.1106654287703762
