,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,dde,cost_of_capital,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Education,50,0.8659921193574474,0.9083724609958096,0.13224295472022396,6.548493424013089,6.868966765886182,1738.072,539.158,3.223678402249433,414.40700000000004,-143.5015999999997,0.24119052487209594,2.321652174008438,0.3984089321524376,0.02814522188574421,0.10383946820729996,-0.07569424632155575,13175.700000000006,-997.3246812589225,0.03641726001683717,0.09189290949262574,-0.05547564947578857,15295.886984954272,-848.5492647985997,0.7871985771122643,0.4297075207596029,0.0636,0.08361932139532632,0.047700000000000006,0.2128014228877358,494.6460000000001,74.744,348.33200000000005,273.5880000000001,0.020764589357681183,3599.586,2956.277,-643.3089999999997,-0.08826649660316632,-92.29499999999979,1886.0889999999997,-14.984000000000151,0.0670503381367455,200.79000000000002,0.10645839088187252,3.2113822716161082,0.11694974319890503,-0.3338780529240921,-0.009397071882328821,0.11711818181818182,0.007843913043478258,0.23374999999999999,0.17250000000000001,0.02814522188574421,0.016404443496410303,0.439281603697265,0.06085196991541544,0.13440590428187116,0.1241963840605656,0.1138111667056678,0.12544424321507497,0.11495468072448013,0.10189629832879472,0.09140673583819989,0.23141972997126034,0.5241088884213995,0.256041416352889,0.560718396302735,0.02462168638162867,0.29268915845013915,0.010209520221305548,0.009276638172056598,8.150492262459869,8.811598061023524,21.322327575705057,25.74674071075443,19.19132256712226,21.233165436591683,39.17097577245095,47.299008657463126,0.43999999999999995,27.222521890948965,70.32962529595923,19.049773831416783,69.62025283850892,11.064023070394013,0.6413926417619717,2.0676836272638424,2.013943670603938,4.435301963335192,4.913773411771145,1349.111,130.30100000000002,180.19500000000008,1.3829134081856629,0.0965828608617082,0.15099355962503738,0.13356573328658655,0.3176904917639719,0.27032749940729084,0.75524902560468,0.1278800248608926,0.4772758718734417,0.4297075207596029,0.742268403333915,0.21280142288773574,0.09189290949262573,0.10802925790877294,0.06343417430010871,0.004957484536474949,0.041311495962105794,-0.22762879925855165
Electrical Equipment,312,0.7299645710812891,0.712389859402179,0.1220096886739563,5.982841026928253,5.838797452437422,30925.898000000005,7284.2569999999905,4.245580297345364,358.1640000000001,1162.4731999999894,0.08902126769291843,1.7651723468685094,1.3370909614408033,0.08565832801181752,0.08980711393319601,-0.0041487859213784894,171833.86999999982,-712.9019406719808,0.07790043682752053,0.08468657272843563,-0.006786135900915105,211395.25368971235,-1434.5569203468133,0.8783924917560424,0.3521192521401221,0.0636,0.09506522526063711,0.047700000000000006,0.12160750824395763,6533.360000000004,1111.1989999999994,19096.631000000005,17985.432000000004,0.10466756059209993,50930.13099999999,70393.99799999995,19463.866999999962,0.2207011971228136,1643.1800000000012,4271.183999999999,-568.0330000000004,0.008503664150866489,420.74299999999994,0.09850734597245167,2.468064664332902,0.1922633154701009,0.5561275146236133,0.047636953064026315,0.103637106918239,0.12300669683257918,0.3907012987012987,0.29868636363636364,0.08565832801181752,0.07660034967512529,0.1848636415480863,0.0520741487237273,0.0612516439361452,0.05979336631050969,0.0541090964731093,0.05983684007123811,0.05414843739098114,0.0639495375424489,0.058261134862191935,0.07980766411006182,0.16022049420635293,0.12267797806130808,0.8151363584519137,0.04287031395124626,0.0804128300962911,0.0014582776256355182,0.0017063718700178058,14.955585300069075,21.59880086451058,34.83715836639135,41.33374104117288,18.495946164005762,28.431420754300238,37.920539838494925,44.992124711812124,0.20833333333333337,60.357983458954344,55.66038633286351,43.44658624628058,52.7124461768946,31.613741790029646,1.0584260160104888,3.0589453584808544,2.6302506728778714,2.254337739028367,2.269045277731034,23128.212999999992,2901.493999999997,6350.829000000004,2.18881341819077,0.1254525803614831,0.1513947326814788,0.2745922912418701,0.347436065064366,0.13844324648181522,0.6453786253269984,0.11587678238821157,0.370869873833842,0.3521192521401221,0.3783629466053223,0.12160750824395761,0.08468657272843562,0.10071642355693466,0.41464256581943854,0.2594856742564565,0.4610379089314431,0.22289098603047058
Electronics (Consumer & Office),30,0.7503141310665918,1.0735238810785066,0.160744775930939,4.667735711603781,6.678437136518366,7999.43,3740.3759999999984,2.1386700160625574,28.227,102.24279999999999,0.05787078714456779,7.065782932170444,1.4523909189685615,0.04285331447973376,0.11566430988522107,-0.0728109954054873,23620.600000000013,-1719.8393980748542,0.01066674942954666,0.08098341026380508,-0.07031666083425842,52224.524409630954,-3672.2541701424693,0.48971894690043194,0.3596008930384923,0.0636,0.10033166227765597,0.047700000000000006,0.5102810530995681,1671.1460000000004,82.01499999999999,485.32300000000004,403.30800000000005,0.017074418092681804,21459.71,24789.070000000003,3329.360000000004,0.10204645226008313,414.074,2007.832,-272.97799999999984,0.0201878004606783,47.648,0.0237310691332741,8.928179287991309,0.0952346513270716,-0.6509695017194868,-0.027896200773900755,0.028028571428571424,0.010883333333333342,0.10179166666666666,-0.02466666666666666,0.04285331447973376,0.0338925177244314,0.12283389315221377,0.013344961481758346,0.007300156854757243,0.0066646429469577806,0.005995968241602451,0.006665029471803334,0.005996315985767737,0.00801298236725514,0.007344268881219543,0.08475008544777439,0.16026844938574838,0.1252772018086913,0.8771661068477863,0.04052711636091692,0.07551836393797401,0.0006355139077994621,0.0011879827964048984,5.767985958178864,9.47769084723176,89.60474321516195,72.91787025069752,5.403919650606811,7.9880501482703865,101.57313414607482,82.65741690521278,0.33333333333333337,44.180560762654565,116.08407069797428,22.874516803378494,11.024531837447793,22.351771662153507,,0.8502428157283329,0.8006374012854731,0.4128029605635039,0.6769879326270222,2134.6030000000005,302.98500000000007,325.159,1.073185141178606,0.14193974242517227,0.1565487089000841,0.15232762251341345,0.16625260185917567,1.04198756517239,0.6025986533742835,0.19687151231221878,0.41039861815792295,0.3596008930384923,0.6906123910261142,0.5102810530995681,0.08098341026380508,0.09695853455341807,0.1657497106970726,0.14872118382988625,0.22034049248900064,0.038757752510944946
Electronics (General),416,0.8625237367032808,0.8646121467123986,0.1417680189809756,6.084050146874283,6.098781325486563,29265.29599999998,17027.288999999997,1.718729035491204,-88.14100000000042,165.6726000000017,0.0339987153657893,0.675949458257749,1.2186336744947501,0.08571212181363695,0.10070622970460774,-0.01499410789097079,233652.1320000001,-3503.40527616335,0.0666936546202094,0.0923810351757045,-0.025687380555495104,297247.1691709849,-7635.501153538721,0.8429393191083813,0.32642893729754985,0.0636,0.08916255700783232,0.047700000000000006,0.15706068089161876,11503.876700000006,1159.5359999999998,12874.378,11714.842,0.050137963217900344,87261.20999999988,98111.08200000004,10849.872000000163,0.09855604336982293,822.0410000000024,9330.976,-1454.777,0.01911689949161088,753.6919999999999,0.08077311526682737,1.6134780723760556,0.10760874929632988,0.42557646695780893,0.03647706197690496,0.1037848648648649,0.12147433962264152,0.21232678899082563,0.2380842105263158,0.08571212181363695,0.0700657789745199,0.17400111159756582,0.055286753992383,0.06192890142904582,0.05949223462167875,0.05418775486069999,0.059583475634817244,0.05427086059180307,0.06004083732676228,0.054728222283748094,0.1346670691305415,0.19849122149598805,0.18414346626134662,0.8259988884024342,0.049476397130805136,0.06382415236544656,0.0024366668073670674,0.0012861939698275207,9.861259250737255,14.26325786113836,26.532211032748094,31.430478485439426,9.252432014756346,12.651756019826268,28.594755247025198,33.87380111211724,0.20432692307692313,54.126160233622144,70.92890070034044,37.26086269039456,21.4865840851158,21.668002964424595,0.9100982764260043,2.295794058567029,1.8777570395045047,1.632922132046673,1.7037749025446884,27808.953,3530.6509999999976,3839.353999999997,1.0874351500615609,0.12696094671381541,0.14044630859326573,0.1380617961416957,0.16875417890706593,0.18632501454286135,0.7586022195236548,0.12048539971413705,0.3626335145321812,0.32642893729754985,0.5481948234936006,0.15706068089161873,0.0923810351757045,0.10852459727189734,0.2913415477520547,0.1912395947154919,0.23603666466511403,0.23076150120166342
Engineering/Construction,233,0.46388335536296904,0.8260188981004373,0.13344897020111798,3.4761104163176437,6.189773490612648,44435.70800000001,13193.861000000008,3.36790784744511,1329.699,-192.26119999997172,0.026580449757382822,0.7575810652728263,1.7371438393533893,0.09182975264680238,0.09794295310399131,-0.006113200457188939,347465.49000000005,-2124.1261923253787,0.06759487793677775,0.06456135787497859,0.003033520061799161,701243.9801492955,2127.2376819987803,0.33559647340154275,0.3889788541322779,0.0636,0.11448871970014236,0.047700000000000006,0.6644035265984573,26507.215999999997,6976.974,10466.313000000002,3489.3390000000018,0.0100422605997505,251136.19299999997,313707.4649999999,62571.27199999994,0.1268283995943657,13633.912000000011,3904.288999999999,-539.8070000000025,0.0020556035076045613,347.33599999999996,0.08896267668709977,2.212181918081069,0.14953216672663674,0.1692525339518679,0.015542418327644551,0.04432653061224492,0.05156646706586827,0.1624783783783784,0.14167777777777776,0.09182975264680238,0.07214644239932064,0.10955890287993474,0.026193296873257374,0.09214369790623689,0.04411278056477335,0.03906236479549913,0.04412064867602753,0.039069332096769355,0.043962819706102496,0.03891150312684432,0.0588348462715532,0.09637402231162001,0.08344032761628706,0.8904410971200653,0.024605481344733855,0.03753917604006682,0.048030917341463544,0.006765954200200335,5.107672202251733,7.312007337064427,9.44869846275022,11.881756963234636,5.2353415452780725,7.424827995724254,9.901001613299316,12.45052906763783,0.3819742489270386,38.31197300416669,33.35389254567862,15.346961303291724,7.893347486967178,6.350973567949957,0.44826885821935236,0.5169844948301694,0.6235492264751569,0.2045753681001586,0.4368386137211609,50846.31000000002,9736.124999999993,28607.637999999995,2.938298142228044,0.19148144673625261,0.20207110661475128,0.5626295792162693,0.6106895679291013,1.9797690954979,0.3324251376040645,0.2833863647813879,0.3866172741668868,0.3889788541322779,0.32969751138334163,0.6644035265984573,0.06456135787497859,0.08029379173520002,0.4336719971961685,0.21666566160028383,0.4275617966830447,0.18177575872811466
Entertainment,112,1.1795352335831606,1.1372981012810408,0.1616640077730345,7.296214227468303,7.034949318327748,1275.8319999999994,103.84299999999992,12.286162764943235,58.56099999999999,1.7671999999993204,0.04458969191026255,0.9425247259013032,0.5887210658021297,-0.0019672674796706604,0.12023054405172252,-0.12219781153139318,47535.47799999998,-5808.731381698684,0.0308118803987049,0.11240049506840022,-0.08158861466969532,46943.82383335472,-3830.0815538616375,0.892044805596128,0.4141885890882662,0.0636,0.0811467984476042,0.047700000000000006,0.10795519440387202,1497.3232999999998,348.4869999999999,1087.378,738.8910000000001,0.015543990111974899,4740.901,5040.929,300.02800000000025,0.024557731967876268,-318.3669999999993,9030.425,-768.4649999999947,0.11764576908011876,531.954,0.05890686208013465,1.3798568252759302,0.042515983467738605,0.9949032044534407,-0.0019572407195413842,-0.05470416666666668,-0.009176374999999999,0.1946974358974359,0.7863333333333333,-0.0019672674796706604,-0.001621642550734844,0.45331181035385476,-0.003383710816491249,0.06596920817729447,0.05683349653350104,0.05222164024522442,0.05688942739502776,0.05227303249640383,0.056953371080585166,0.05233697618196124,0.11393120582839886,0.40155997698432566,0.21995983763398513,0.5466881896461453,0.10602863180558626,0.28762877115592683,0.009135711643793433,0.004355313263632592,10.57346474691562,20.553773750896152,40.58415427577202,48.80298018636161,16.461023170756494,31.7802656225933,63.645639439944986,76.5347199162958,0.5892857142857143,93.23230396322968,87.86053350033531,29.768273188102338,74.68641185850502,18.57371027851423,0.23620657412269053,2.042514056509046,2.059081177603241,3.653883200301857,3.6207639839288657,3552.310999999999,358.87399999999997,835.167,2.327187257923394,0.10102550142709918,1.1834442595673884,0.23510525964646686,3.5449718156813477,0.12101992380498047,1.0426610322711345,0.11604079082591987,0.42413337473745844,0.4141885890882662,0.36413997521866953,0.10795519440387202,0.11240049506840022,0.12883991125167715,0.2310045606552823,0.1654695920492727,0.16845535546096502,0.2399441932859274
Environmental & Waste Services,115,0.699802713808326,0.9878492763002199,0.12625349969220062,5.542838143215104,7.82433183007635,4227.642,2355.442000000001,1.7948402040890832,449.21700000000004,-29.579599999999118,0.06673981582114925,0.6408392245340714,0.4295373650508943,0.04531942887087047,0.10953000818309575,-0.06421057931222528,42593.51999999999,-2734.9545941468527,0.04856903518979784,0.08301005126859132,-0.03444101607879348,79946.20443772385,-2753.4285124781577,0.5710827526341012,0.3471973302422594,0.0636,0.12691562559820505,0.047700000000000006,0.42891724736589876,2033.3560000000002,200.29699999999994,3099.2400000000002,2898.943,0.0680606580531499,19113.302999999985,22663.731000000007,3550.4280000000217,0.0765839661695849,113.56199999999967,1331.9840000000006,-1388.932,0.01072240926736408,135.858,0.10199672068132946,2.309999353621751,0.11219443989446509,-0.05338095252896791,-0.0024191942811958743,0.03714684210526316,0.05667363636363637,0.13919166666666669,0.0751,0.04531942887087047,0.04258379669417441,0.25857438881123673,0.05621201610419039,0.1308444507759228,0.13044995320601271,0.11389381578561504,0.13049629567445384,0.1139342766706822,0.12963491822417608,0.11307289922040445,0.22248303008146608,0.3312311032402497,0.24151186658125368,0.7414256111887633,0.019028836499787607,0.10874807315878363,0.00039449756991011194,0.0026708886186621148,10.509507504238085,11.432305019464511,18.98557706883858,23.789541302712546,11.770839754596738,12.777592427254087,21.78450710549935,27.296691044283055,0.27826086956521734,26.795382469070262,60.010482207804834,21.20463679695152,25.854533851034663,16.047554047661656,2.1368247733237893,1.2468300863263408,1.1335955034202803,1.7979217284439117,2.842797480361484,4087.8690000000006,707.778,926.8159999999999,1.309472744278573,0.1731410668981809,0.214387908953841,0.22672350801848096,0.3367240095187921,0.751059711377259,0.6319021125802934,0.09702820507585284,0.3578281050980453,0.3471973302422594,0.5045698987531091,0.42891724736589876,0.08301005126859132,0.09901512591788109,0.7286093761184153,0.07203056201532662,0.44452199923109786,0.3442591911061315
Farming/Agriculture,52,0.9029025846026576,1.043400715159927,0.1451371447854543,6.221030363642284,7.189067393480218,6410.810000000001,2898.746000000001,2.211580455824691,607.8890000000001,-88.52659999999969,0.06075661794293309,2.9916388708388557,1.3222011765227568,0.0019153059368397674,0.11350749120545077,-0.111592185268611,28587.6,-3190.152755584944,0.0401293851575878,0.09483010051066126,-0.05470071535307346,50184.26936701336,-2745.115433846962,0.7161813897983322,0.33074426445965033,0.0636,0.039011014645211874,0.047700000000000006,0.28381861020166776,1786.0399999999995,293.75600000000003,1348.4390000000003,1054.6830000000002,0.03689302354867146,16663.035000000003,21072.50000000001,4409.465000000007,0.1409063280720965,2219.839,1233.2639999999997,207.4739999999997,0.014923546808520932,21.018,0.017042579690966415,2.6764613831634216,0.10740474970437512,0.9968475926210622,0.0019092681122715503,0.20944444444444446,0.13403777777777776,0.24260624999999997,0.257,0.0019153059368397674,-0.0010938170901239371,0.11387485550918786,0.0008251838254686705,0.033655365111516004,0.032971062653627446,0.03168482804557859,0.03297082584086981,0.0316846004711269,0.0316366636163066,0.030350438246563697,0.019714725780175028,0.0864820650543979,0.030134250237741075,0.8861251444908121,0.010419524457566044,0.06676733927422288,0.0006843024578885576,0.00546495523233821,9.931397731117032,10.83030120939342,37.81428753859077,61.390521753558,49.123608011233394,75.0861621357062,44.89736179299042,72.88971035133406,0.5192307692307692,64.09248426493201,32.49036797894635,80.310637273995,,10.86563176062881,0.42278722804003155,2.511415068536718,1.8975421090694464,1.1900832056087298,1.4803030963912092,5844.569999999997,799.813,981.144,1.226716745039153,0.13684719320668592,0.7620287423057179,0.16787274341824984,0.8928679331821471,0.3962943106935347,0.8043355217817959,0.10916688522299256,0.34877922382624765,0.33074426445965033,1.1002539011080164,0.28381861020166776,0.09483010051066126,0.11100985569062183,0.091264797592297,0.15182130009328793,0.11929586443559291,0.10286050363431122
Financial Svcs. (Non-bank & Insurance),75,0.6486359414374447,1.0564712258152704,0.14375754398107798,4.512013237530137,7.348979375679428,7108.847999999999,1259.4199999999998,5.6445411379841515,-545.2489999999999,57.755199999999945,0.2334172853584839,13.559162086477679,0.10962240933620347,0.052589945369773496,0.11444333976837336,-0.06185339439859986,76101.277,-4707.122300518096,0.003412387666731775,0.07679545623323823,-0.07338306856650646,209550.7035386197,-15377.473645934198,0.43593048136655044,0.3954566218578733,0.0636,0.12579613220815702,0.047700000000000006,0.5640695186334496,5005.230900000001,1500.7839999999999,1306.7089999999996,-194.07500000000027,-0.0025502200179899777,79547.86599999998,90733.44200000004,11185.57600000006,0.06048781044925953,-60.03499999999997,1616.08,-174.09799999999973,0.004217602504680904,119.68800000000002,0.07406069006484829,1.0373902857768003,0.003539977816772105,-0.25063175853451236,-0.013180710489260268,0.08754586206896553,0.029392545454545435,0.19670368421052634,0.1645,0.052589945369773496,0.052440002208621606,0.5823449652923569,0.1742232848744919,0.03992403092655917,0.032674119482124196,0.028563841627965783,0.03273188794515208,0.028614343041781152,0.03524610417692462,0.03112855927355369,0.10406786196763439,0.34235818692008735,0.12383339443090521,0.4176550347076431,0.01976553246327084,0.23829032495245298,0.007249911444434972,0.018420254043137817,21.047294572112975,24.660713595131504,86.74032693733172,164.92707200263456,95.26337733983027,113.35668051499145,,,0.42666666666666664,64.79544058772522,54.824639596368804,13.791265678850475,25.119329547509764,18.91218146259108,1.1496766846559927,1.6336330524505613,1.1707613143710398,6.2214478553011014,11.79678738094336,9579.207999999997,2027.1989999999998,2837.3500000000013,1.3996405878258629,0.2116249067772618,0.3302270326806704,0.29619880892032013,0.486181602840856,1.2939437427390037,0.5361552132875396,0.17341118640548364,0.39283439798530084,0.3954566218578733,0.32158872190289417,0.5640695186334496,0.07679545623323823,0.09270868957658673,5.155064592561909,0.3981201798597591,0.4164547188199199,3.031215570038169
Food Processing,189,1.0423009661845084,1.094738825933205,0.17450498375479628,5.972900852213401,6.2733957642806635,19491.94200000001,9431.696000000014,2.066642309082055,2101.336000000001,87.30660000000353,0.04402554734201924,1.0565808482055081,1.7058424491335054,0.07960871745004769,0.11718329993681748,-0.037574582486769786,134676.07999999993,-5060.397476954804,0.07986372590386272,0.10478054307788018,-0.02491681717401746,163099.64038081295,-4063.923920516712,0.8215001752908199,0.31272680039281325,0.0636,0.13706267169804418,0.047700000000000006,0.17849982470918013,8529.337000000003,2827.0950000000003,6026.348,3199.2529999999997,0.023755168698108835,91782.70999999993,107573.94400000005,15791.234000000113,0.16404175356010445,698.5179999999964,11205.687,-0.2980000000061409,0.03605897210272758,244.14699999999996,0.02178777615330501,1.329071809416401,0.10614462669378232,0.20445604534486728,0.016276483544813678,0.06936768292682928,0.08524666666666664,0.16947486111111104,0.2002909090909091,0.07960871745004769,0.0771146297563559,0.18988813584993486,0.03853533805648719,0.05571163978270758,0.053854164596229895,0.0464727689146044,0.05389031038396472,0.04650396046410166,0.05420411198483575,0.046817762064972686,0.09432524619073483,0.22229241948946654,0.10090844267006796,0.8101118641500651,0.006583196479333132,0.12796717329873172,0.0018574751864776913,0.0024725948449349625,17.30316187086665,18.56283324514265,31.14860531479347,40.28536112420505,17.352293212155402,18.56335345525963,32.491794393413024,42.022545070112834,0.2751322751322751,47.87973636949273,58.02752837938187,29.602733815245294,37.79601734722495,27.232755090885092,1.35966006717382,2.9826157640100286,2.6064153904155947,1.5927253528105179,1.7509928847929925,17891.417,3759.5240000000003,6472.601999999999,1.7216546562809543,0.21013003050568885,0.24682731312284023,0.3617713454445782,0.41585701914145723,0.21728519369577648,0.9413351784900592,0.09686817049018852,0.34122769543161696,0.31272680039281325,0.419897240368187,0.17849982470918013,0.10478054307788018,0.12110734913321841,0.04788716604985178,0.1532294842372262,0.09261246825335238,0.08527109384370321
Food Wholesalers,15,0.3445221203991896,0.35403075933552397,0.10767606204392065,3.1996166451430996,3.2879244710037425,37.785000000000004,37.191000000000024,1.0159716060337174,-3.219999999999999,1.9439999999999884,-0.0002550448011249011,-0.004638267872876304,1.0861858079476738,0.07045431528630171,0.06414860236842351,0.006305712917878195,2468.5499999999993,15.565967623428214,0.07677578911569319,0.06254041794659919,0.014235371169094,2461.8624000000004,35.045525031236565,0.9022297222704118,0.4005182070299128,0.0636,0.09850498075132351,0.047700000000000006,0.09777027772958824,18.58,3,2.91,-0.08999999999999986,-3.645864981466848e-05,461.86799999999994,592.424,130.55600000000004,0.16847783305265743,67.77,103.779,-11.164000000000016,0.0216373037549778,9.459999999999999,0.091155243353665,2.116900016397221,0.1625266692379205,0.8931692732290708,0.06292762958011791,0.000500000000000019,-0.053070000000000006,,0.46299999999999997,0.07045431528630171,0.07046526693491957,0.22043836292650817,0.06504016394668742,0.07841804909425439,0.0776009334190962,0.06995685496636339,0.0776009334190962,0.06995685496636339,0.07832792329209735,0.07068384483936453,0.07278163378259116,0.2049823488055527,0.07645734543985881,0.7795616370734918,0.003675711657267655,0.13220071502296155,0.0008171156751581875,0.004547800332081795,21.16713307107134,21.83290932654922,32.87909381806966,46.400871348350314,36.84243091220347,38.703094732839716,36.2994920677757,51.22793440619862,0.4666666666666667,65.9366913191927,157.65461317561574,22.18018018018018,74.92388126944877,27.295503494351898,0.5895357126209914,1.9282361030591466,1.8767978296181262,2.674215793331438,2.816874467098473,317.14,49.73799999999999,41.158,0.8274960794563514,0.1568329444409409,0.1939548892088236,0.12977864665447436,0.170274206093101,0.10836517055052751,0.3274200612511641,0.0496399451164698,0.37284152445804203,0.4005182070299128,,0.09777027772958824,0.06254041794659919,0.07824298569950461,0.40828596430868647,0.05687312082093012,0.05436418303391123,0.44716384197693365
Furn/Home Furnishings,95,1.2798376373178215,1.1450587110371142,0.18372687605345292,6.965979419066972,6.232396346324282,4865.855999999997,2993.3989999999994,1.6255287049938876,797.1859999999999,-160.98940000000403,0.013958126515144309,0.20279161985485514,2.6232216339296404,0.17560483741675995,0.12078620371025738,0.05481863370650257,79527.57000000002,4359.592729398244,0.18795852859150902,0.10939857330913384,0.07855995528237518,68513.88295801949,5382.447581403898,0.8441890558953015,0.33019451705570174,0.0636,0.11624804539976832,0.047700000000000006,0.1558109441046985,7296.782600000003,5287.221,1933.8320000000003,-3353.388999999999,-0.04216637073155886,20667.17399999998,30064.81,9397.63600000002,0.24710258499088478,2727.4769999999967,9465.897999999996,-605.3130000000056,0.044177966410195835,31.735,0.003352560950899747,0.5218929285388946,0.0980942269304842,0.4775109187503479,0.08385322725188252,0.10993720930232558,0.07869158730158733,0.11757000000000001,0.1147769230769231,0.17560483741675995,0.1399753630872849,0.266779712130224,0.07770350715056325,0.08405288351061138,0.08206944306117442,0.07252903071826532,0.08209038107439615,0.07254753472837547,0.08119463747201229,0.07165179112599161,0.10246406357193767,0.2508732350324464,0.1366745749528034,0.733220287869776,0.034210511380865755,0.14840917146050872,0.001983440449436952,0.002401424159183561,7.785880296517607,10.441298305743752,12.758412047383999,15.216394864884837,7.841274759757151,10.459305023809994,13.055157995998348,15.570310658786212,0.2315789473684211,29.1990510528719,49.12925615314952,15.146793330539259,14.15003311482021,13.91503399921324,1.21235468125308,2.4207140660896886,2.3761068609739016,1.1511880512176518,1.0717028948779543,17393.296,2715.382,4613.839999999997,1.6991495119287074,0.15611658652851076,0.15655515220734417,0.2652654218038949,0.273316857138118,0.1845687799629833,1.0058256950008229,0.21409898750223536,0.3554012346471817,0.33019451705570174,0.409879414169366,0.15581094410469853,0.10939857330913384,0.12579362611665812,0.15504187737964933,0.1497458869586168,0.25801150744656753,0.002576929133113543
Green & Renewable Energy,38,0.6358378502441157,0.9236832465876514,0.1456492400301667,4.365541832641363,6.341833616133798,11236.772000000003,7225.062999999999,1.5552489992128793,1317.4760000000003,16.811400000002322,0.16358843374526294,0.4629740346463233,0.19543230616095547,0.10054269559694916,0.10493572045567584,-0.004393024858726682,81091.49999999997,-356.2369753314346,0.07286209158167262,0.08176747564558354,-0.00890538406391092,167216.72400000002,-1489.129149128991,0.595213537531442,0.39416575365196005,0.0636,0.10434733404184392,0.047700000000000006,0.404786462468558,6507.816000000001,746.207,3116.2520000000004,2370.0450000000005,0.029226799356282734,42201.11199999998,47628.00899999999,5426.897000000012,0.04789369089739533,288.09700000000004,753.576,57.575000000000045,0.0036219567937163595,27.425,0.03639314415533403,0.7629402751674751,0.05558942420059908,0.2018042579329382,0.02028994407551962,0.13138478260869565,0.016469687499999986,0.10199666666666667,0.17433333333333334,0.10054269559694916,0.10040586365066155,0.5573757900583087,0.249488074346189,0.41647045323451515,0.41568656851150027,0.3723107832903229,0.41568656851150027,0.3723107832903229,0.41620100031977186,0.37282521509859456,0.6759974969055571,0.7438123841974568,0.6789953044029063,0.44262420994169127,0.00299780749734926,0.06781488729189968,0.000783884723014852,0.0019738031888444,12.721218307540651,12.780866275669371,19.657627066241186,23.12603209731577,12.136382189564586,12.190202710624378,19.82394222806224,23.321692018911758,0.23684210526315785,79.22600177857989,60.21047619798643,13.919376505808575,18.89685791265159,18.396902218659267,1.0552716377816023,1.6743808147539236,1.3335890072598469,5.098518798453467,8.240546519153417,11128.706999999995,1655.6389999999992,3517.8469999999993,2.124766932888148,0.14877191033962886,0.16053484318743025,0.3161056356322438,0.33613277803082797,0.680069314530964,0.611689700231226,0.037978472032796445,0.36503022101949995,0.39416575365196005,0.34994488621976827,0.404786462468558,0.08176747564558354,0.09775418710832628,0.630926986448712,0.014622875773993224,0.22560788015746855,0.2632328168533533
