,number_of_firms,beta,cost_of_equity,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,cost_of_capital,cost_of_capital_local_currency,average_unlevered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate
Oilfield Svcs/Equip.,19,0.751222332,0.09258751897119999,0.3378798691485507,0.212370584,0.055900000000000005,0.274894935,0.0429312,0.6621201308514493,0.059709070556387744,0.046136442066502914,0.3271941567170767,0.161781021,2.022450808473243,4.643451545530795,1.9596317842787623,0.29988948846063157,0.0834509654157893,0.19970446,0.212370584,0.9451976811563468,12581.23,3589.66,2416.009,0.673046750945772,0.2853186850570254,0.29418112280856135,0.19203281396175095,0.19685032505440658
Packaging & Container,31,0.810653048,0.0968427582368,0.5948903141411015,0.160976703,0.055900000000000005,0.295011793,0.0429312,0.4051096858588985,0.07500266381532623,0.06123415679109079,0.6426055680326487,0.218282939,2.9439111044434334,3.7137719132506275,0.6809821512118467,0.5322758280767296,0.17169122933947814,0.158497999,0.160976703,0.22851305461637705,935.613,272.952,313.87,1.1499091415340426,0.29173600623334645,0.30711732932862773,0.33546990048235753,0.3691142176065142
Paper/Forest Products,16,0.777872926,0.0944957015016,0.3256676007070708,0.209059841,0.055900000000000005,0.295990401,0.0429312,0.6743323992929292,0.059724087485682226,0.04615126666074243,0.33070794781030566,0.192663509,1.7165053700454798,4.037468901285298,2.07061555349337,0.300310050313684,0.09191765029505096,0.203155833,0.209059841,0.28021530417655804,1263.91,398.881,438.286,1.0987888618410002,0.31559288240460154,0.38675192864648744,0.3467699440624728,0.37444020127978406
Power,25,0.355017382,0.0642192445512,0.20281174499220478,0.190132609,0.055900000000000005,0.17112647,0.0429312,0.7971882550077952,0.04724866546290067,0.03383562836830212,0.09725651614727139,0.116397393,0.835555794168615,3.0500458201843057,3.930680913171156,0.08833996610006396,0.09168074696101058,0.210618371,0.190132609,0.9420895543160266,3049.09,748.133,953.88,1.2750139346880836,0.24536271477719582,,0.3128408803938224,
Precious Metals,2,1.018067481,0.1116936316396,0.5424040450471156,0.220573214,0.055900000000000005,0.143576826,0.0429312,0.4575959549528844,0.08022822106859481,0.06639278572485918,0.6452551297981901,0.309192091,2.086906970069264,3.2926698665135006,0.8436440677966102,0.6177898919129626,0.04256492760284992,0.168826732,0.220573214,0.45911149329073525,160.83,45.6,39.173,0.8590570175438597,0.2835291923148666,0.27445128396443447,0.24356774233662873,0.24356774233662873
Publishing & Newspapers,51,0.812419023,0.0969692020468,0.746929818291868,0.221315963,0.055900000000000005,0.265972167,0.0429312,0.253070181708132,0.08329379504967191,0.06941909619681907,1.004121427527183,0.195188702,5.144362441260474,4.162223605544547,0.33881386913548417,0.6446700426691431,0.35797601266536977,0.223193945,0.221315963,0.20332756442561545,3074.093,849.416,649.167,0.7642509677237066,0.2763143470285382,0.2781018083130532,0.21117350711250443,0.21257010716802405
R.E.I.T.,61,0.741628318,0.0919005875688,0.6467026991826661,0.132457348,0.055900000000000005,0.001177422,0.0429312,0.3532973008173339,0.07459983511806506,0.060836487476158885,0.5384142635609598,0.249029303,2.1620518431959783,2.9780765117428767,0.5463055918335398,0.5224343530994988,0.029679582327134565,0.121941955,0.132457348,0.37695852859569035,4518.84,7.616,3.815,0.5009191176470589,0.0016853882854891962,0.0014713953138416054,0.0008442432128599374,0.0008442432128599374
Real Estate (Development),16,1.015087373,0.1114802559068,0.46089722734910543,0.201380467,0.055900000000000005,0.233158811,0.0429312,0.5391027726508946,0.07452526980484293,0.06076287718665285,0.6582971674255469,0.221324875,2.9743478559540444,4.586413402470011,1.1696810930098145,0.5347307114601726,0.1877061942232186,0.174719054,0.201380467,0.39616084325124784,452.64,144.743,123.556,0.8536233185715372,0.3197750972074938,0.32061444969615127,0.27296747967479673,0.278091379698402
Real Estate (General/Diversified),55,0.957390992,0.1073491950272,0.3637415128148537,0.195465255,0.055900000000000005,0.281608207,0.0429312,0.6362584871851463,0.06636269896369346,0.052704851587803914,0.4330800101480902,0.235786298,1.8367479952040733,4.060418269088732,1.749205039208723,0.40854966884959165,0.05664159213931512,0.18269413,0.195465255,0.22229991063741975,11304.442,3516.985,3350.384,0.9526295960886952,0.31111531201628534,0.31243096361854245,0.2963776540230823,0.29732258420918817
Real Estate (Operations & Services),42,1.003712393,0.1106658073388,0.39948075436953057,0.2041566,0.055900000000000005,0.308207506,0.0429312,0.6005192456304694,0.06998987203662776,0.056285568256848606,0.5174423935815009,0.246043923,2.1030488673418724,4.079403306376317,1.5032495034165592,0.46586884852477634,0.09967011921801765,0.195812738,0.2041566,0.2358774137680302,1874.812,604.724,229.112,0.37887036069347335,0.32255180786126825,0.31186731670257234,0.12220531978673062,0.12223491990324153
Recreation,50,1.062285241,0.11485962325560001,0.9214372051936804,0.242351794,0.055900000000000005,0.267537879,0.0429312,0.07856279480631956,0.10920872529862821,0.09500211108298084,1.1201627965660474,0.239169345,4.6835550624853175,4.441561024469921,0.0852611489567606,0.9970010514395512,0.10994986220222537,0.250432906,0.242351794,0.19528484158452586,5126.91,1332.01,813.066,0.6104053272873327,0.2598075644003893,0.2632000407239464,0.15858792137954442,0.15918873199727462
Reinsurance,0,0,0.0388,,0,0.055900000000000005,0,0.0429312,,,,,0,,,,,,0,0,,0,0,0,,,,,
Restaurant/Dining,107,0.623825897,0.0834659342252,0.7693673676175549,0.188025013,0.055900000000000005,0.191398709,0.0429312,0.23063263238244514,0.07411730176791934,0.06036013435611354,0.5851569449409679,0.152181517,3.845124930256596,4.099222489679874,0.2997691897131389,0.5070836994660409,0.13342274435929877,0.162697246,0.188025013,0.7843458764707724,1595.383,536.675,523.68,0.9757860902781013,0.3363925778324076,0.36809163753334007,0.3282471983216569,0.3684413078090448
Retail (Automotive),27,0.803024363,0.0962965443908,0.7929457397849908,0.20869508,0.055900000000000005,0.281437677,0.0429312,0.20705426021500917,0.08524702248684372,0.07134730692789915,0.8012627942043925,0.185944193,4.30915739436075,4.318631036786398,0.26112033879033436,0.6688857363688415,0.16521053865603935,0.19051711,0.20869508,0.17710548067260817,1096.281,330.5,265.326,0.802801815431165,0.3014738009689122,0.30212205735502506,0.2420237147227764,0.2424062469450944
Retail (Building Supply),16,0.76966873,0.093908281068,0.6912749950309123,0.156998304,0.055900000000000005,0.311965836,0.0429312,0.3087250049690877,0.07817038146197211,0.06436130268462681,0.6243436208159576,0.280225507,2.228004250933366,2.7466048263764944,0.44660230326323636,0.5731006217168577,0.08207499426698739,0.141338134,0.156998304,0.30027419634203156,1829.39,590.27,217.71,0.3688312128348044,0.32265946572354715,0.3228280378603946,0.11900688207544591,0.11902308241956197
Retail (Distributors),145,0.763012172,0.0934316715152,0.5349829128507205,0.184205949,0.055900000000000005,0.308405714,0.0429312,0.4650170871492795,0.06994808935153654,0.05624432071944807,0.5168013186063733,0.21915778,2.35812444626138,3.4815655278128848,0.86921857872316,0.45756208603468385,0.11462670554215375,0.184449586,0.184205949,0.29959836892467695,48372.085,10889.015,8746.927,0.8032799109928676,0.22510948204940928,0.22524699298610762,0.1808259247043,0.1809120945408539
Retail (General),28,0.733028217,0.0912848203372,0.5169712587995108,0.20459118,0.055900000000000005,0.250353383,0.0429312,0.4830287412004892,0.06792863197323591,0.05425072831249511,0.49658663091355254,0.19325604,2.569578839106672,3.7930416922544827,0.9343435113243206,0.42678070445217564,0.14057149773234426,0.218447728,0.20459118,0.1716516644471818,3411.609,1159.079,1048.337,0.9044569006944307,0.33974555700843795,0.33209354855269624,0.3072852135165548,0.30752715298811206
Retail (Grocery and Food),50,0.591731869,0.08116800182039999,0.5876022692960345,0.16538134,0.055900000000000005,0.329355287,0.0429312,0.41239773070396546,0.06539923152028979,0.05175372412150803,0.45523824327270496,0.205302221,2.2174053502943103,2.8822477716887436,0.7018314125948328,0.38448951283614274,0.15541034058990746,0.13822969,0.16538134,0.12177732756272204,4688.212,1443.847,905.16,0.6269085297818952,0.3079739141489335,0.3107512467156416,0.1930714737302835,0.19414660303501527
Retail (Online),64,1.550977115,0.14984996143399998,0.40764267053836456,0.335834523,0.0636,0.214317633,0.0488448,0.5923573294616354,0.09001881374511439,0.07605798164788635,1.7028975138663767,0.246007385,6.922139812454723,6.304595754310384,1.4531288608214703,0.7329749251644935,0.5695719095271351,0.307920691,0.335834523,1.2823379210172985,909.728,285.713,390.386,1.3663571486071686,0.31406420380597283,,0.4291238699919097,
Retail (Special Lines),108,0.800941039,0.09614737839240001,0.8262903205687124,0.221997835,0.055900000000000005,0.260776116,0.0429312,0.17370967943128757,0.086903213103298,0.07298228525074357,0.8251005358043574,0.191608604,4.306176855212397,4.180089110194655,0.21022838475431738,0.6896012015190505,0.16422160501109612,0.21416797,0.221997835,0.1307802555652016,9575.633,2943.541,2330.598,0.7917667870092517,0.30739910353707167,0.31794977910978817,0.24338840053707153,0.24833278795828953
Rubber& Tires,7,1.136085726,0.1201437379816,0.7453138409756879,0.192164878,0.055900000000000005,0.330005432,0.0429312,0.25468615902431213,0.10047877325454749,0.08638397123256825,1.0261539588648372,0.311797428,3.2910918010036863,3.643666124147759,0.3417166635345231,0.8999137923598729,0.12302263750423484,0.172666829,0.192164878,0.17804464897800376,4274.611,990.64,937.779,0.9466395461519825,0.2317497428420972,0.2317497428420972,0.21938347138488157,0.21938347138488157
Semiconductor,20,2.171447515,0.194275642074,0.8143216801112775,0.34314315,0.0636,0.182422709,0.0488448,0.18567831988872252,0.16727228765769753,0.1523220022000129,2.2428596354734283,0.366745506,6.115574966236746,5.920856505328248,0.22801593574587076,1.8478576361853198,0.17611534535674603,0.296591096,0.34314315,0.7289467293394054,4518.38,1029.579,698.32,0.6782578121737138,0.22786463289940198,0.22829178291383845,0.15455096738211482,0.15482083598639976
Semiconductor Equip,35,2.430001666,0.21278811928559999,0.969017636884912,0.314176273,0.0636,0.240660128,0.0488448,0.030982363115087952,0.20770876783720074,0.19224057672204453,2.6556906399359224,0.424141386,6.261333431715438,5.729225551217489,0.03197296100273937,2.3717624831158353,0.1069131142575168,0.300641057,0.314176273,0.7135458451646075,9661.88,2480.099,2019.135,0.8141348389721539,0.25668907086405546,0.25671334669532847,0.2089795153738196,0.2090151232361452
Shipbuilding & Marine,29,1.144427372,0.1207409998352,0.5807589730853511,0.238043515,0.055900000000000005,0.236497208,0.0429312,0.41924102691464893,0.08811993944826747,0.07418342790853605,0.8158742362447601,0.228379177,3.5724545773486174,5.011084578871217,0.7218847169719672,0.7362467046191219,0.09759780133779114,0.184561394,0.238043515,0.5800372854779752,25284.72,969.391,756.349,0.7802310935422343,0.038339004742785364,0.03835772957721746,0.02991328359578433,0.02991339007135956
Shoe,3,0.903046149,0.1034581042684,0.8045355668568195,0.184085862,0.055900000000000005,0.091263651,0.0429312,0.19546443314318052,0.09162724723566565,0.07764581451245034,0.8516560298284236,0.18690991,4.556505483462185,4.8314514142134035,0.24295312873093483,0.7610443952065379,0.10639463756293792,0.145288952,0.184085862,0.6143569347111114,135.06,35.1,0.698,0.019886039886039885,0.2598844957796535,0.2609909979225975,0.0051680734488375535,0.0053704701084865735
Software (Entertainment),68,1.555541741,0.1501767886556,0.6869612902688008,0.350312814,0.0636,0.203444062,0.0488448,0.3130387097311992,0.11845595367235445,0.10413090204896491,1.5783584984544132,0.251283542,6.281185333078492,6.190384490043522,0.45568609784215125,1.152281373960365,0.2699495234519145,0.341656282,0.350312814,0.1574506451075523,1528.47,607.022,727.842,1.1990372671830674,0.3971435487775357,0.4464614496050849,0.4761899154056017,0.5334739625783527
Software (Internet),25,1.669055936,0.1583044050176,0.6418076198827571,0.31689427,0.0636,0.232566226,0.0488448,0.35819238011724286,0.11909680856965255,0.10476354895250428,1.8048052538531463,0.293829257,6.142360608607285,5.68035992413104,0.5580992948987984,1.1682992216372141,0.3526729716998727,0.296997836,0.31689427,0.4866153920692869,572.156,177.943,21.49,0.12076901030105144,0.3110043414733045,0.3256168205419394,0.03755968651906123,0.039110344312984664
Software (System & Application),172,1.493987863,0.1457695309908,0.9754004323116939,0.299751179,0.0636,0.212347984,0.0488448,0.024599567688306068,0.14338522451012095,0.12874088173314435,1.7756136290343063,0.272570303,6.514332667540478,5.481110181691363,0.025219967998174025,1.4656007369703106,0.1745947919044758,0.304744431,0.299751179,0.31010850993832734,2356.944,716.901,642.017,0.8955448520785996,0.30416547868765653,0.34831779411670877,0.27239382861875383,0.31509526471473104
Steel,44,1.220195627,0.1261660068932,0.476861603265645,0.224068383,0.055900000000000005,0.265566965,0.0429312,0.523138396734355,0.08262268346259771,0.0687565801276091,0.7476352565745601,0.258132812,2.8963201182442475,4.72700706874878,1.097044494989316,0.6622391564828474,0.11422160651301001,0.186631281,0.224068383,0.6219514891979471,12888.556,2995.498,2512.805,0.8388605166820341,0.23241533031318637,0.232589337337035,0.19496404407134513,0.1954055828122437
Telecom (Wireless),7,1.226387474,0.1266093431384,0.49115735284736806,0.232863248,0.055900000000000005,0.198633672,0.0429312,0.5088426471526319,0.0840303352750397,0.0701462029020592,0.8044132364823993,0.281586649,2.8567165358837707,4.355275643768182,1.0360073898980389,0.682975504003206,0.15096436380165212,0.244909878,0.232863248,0.22765484839968103,12684.46,4091.99,6043.387,1.4768821526934328,0.32259867586006813,4.899714123139572,0.4764402268602684,4.143080340310008
Telecom. Equipment,16,0.987208342,0.10948411728719999,0.8450509230912303,0.229294899,0.055900000000000005,0.136776975,0.0429312,0.1549490769087697,0.09917180418796265,0.0850937416712696,1.9907558682254234,0.215118288,9.254238153036173,4.589141867845285,0.18336063860146995,0.8653490491274155,0.565316338914628,0.218612399,0.229294899,0.2088811629728812,151.22,40.391,24.476,0.6059765789408532,0.26710091257770135,0.35550350908472045,0.16185689723581537,0.19835648410781723
Telecom. Services,19,1.367236989,0.1366941684124,0.6165318172568195,0.293641486,0.0636,0.288628095,0.0488448,0.3834681827431805,0.10300673075216081,0.08887955094942379,0.9678570238164715,0.255511026,3.787926646329821,5.350990172142318,0.6219763068342097,0.9252605578997172,0.044011114109382875,0.275993871,0.293641486,0.20680101810465504,12923.372,3732.714,4812.82,1.2893621102500754,0.28883436923428346,0.2884859307617238,0.37241209182866514,0.37241209182866514
Tobacco,1,0.594085457,0.0813365187212,0.8464470994197658,0.139530642,0.055900000000000005,0.257883542,0.0429312,0.1535529005802342,0.07543927063385136,0.06166517160110274,0.5974051598925538,0.178885438,3.3395963728056715,3.3210386694527925,0.1814087385797574,0.5214377527059239,0.12716228832086598,0.17866811,0.139530642,0.16188104217487145,3761,969.9,1014.7,1.0461903288998866,0.2578835416112736,0.2578835416112736,0.2697952672161659,0.2697952672161659
Transportation,18,0.889567952,0.1024930653632,0.7317462017179419,0.219394933,0.055900000000000005,0.275864364,0.0429312,0.2682537982820581,0.08651536874675704,0.07259940835886769,0.8120281053009143,0.236189896,3.4380306653800052,3.766325177602009,0.36659404265067685,0.6941375372118462,0.14518040363317375,0.214705673,0.219394933,0.23343635433374416,2604.5,781.508,732.65,0.9374824058103052,0.30006066423497796,0.30016211066549886,0.2813015933960453,0.2814463959188064
Transportation (Railroads),20,0.238245476,0.055858376081600006,0.4542471169895351,0.159236927,0.055900000000000005,0.243418101,0.0429312,0.5457528830104649,0.04880333246588288,0.03537038338011311,0.129889194451012,0.098003511,1.3253524605971718,2.4309891918055877,1.2014449021214983,0.12391131010563892,0.04602295341532544,0.141882541,0.159236927,0.7909119784878438,4690.26,1215.67,854.288,0.7027301817104971,0.2591903220716975,0.10696010761745946,0.18214086212704625,0.18357888222248964
Trucking,35,0.679656986,0.0874634401976,0.5667220465511671,0.14831242,0.055900000000000005,0.31587388,0.0429312,0.4332779534488329,0.06816860230229202,0.05448762512994754,0.5241743136831295,0.204559639,2.5624522816210558,3.322537081716301,0.764533435897864,0.42822164565295023,0.18305488370073772,0.113081147,0.14831242,0.18577308049406097,1774.16,590.304,551.077,0.9335477991001248,0.3327230914911845,0.333985860772622,0.3106129097713847,0.3121465830389313
Utility (General),0,0,0.0388,,0,0.055900000000000005,0,0.0429312,,,,,0,,,,,,0,0,,0,0,0,,,,,
Utility (Water),0,0,0.0388,,0,0.055900000000000005,0,0.0429312,,,,,0,,,,,,0,0.2307603,,0,0,0,,,,,
Total Market,3974,1.063659974,0.11495805413839999,0.46276716600452394,0.2307603,0.055900000000000005,0.257995919,0.0429312,0.5372328339954761,0.07626286316584859,0.0624782156573207,0.9143839155036615,0.239520695,3.8175570403370007,4.440785269097519,1.160913896795833,0.5623124165700075,0.38503684608201555,0.218577591,0.2307603,0.15663786801734084,555470.788,150468.934,135379.885,0.8997198385149722,0.27088541332978255,0.29143297202503393,0.24372098033713346,0.26004804665467995
Total Market (without financials),3789,1.0665079034172602,0.11516196588467582,0.6556175757815406,0.23186660542623377,0.055900000000000005,0.25804243333966753,0.0429312,0.34438242421845944,0.09028695962615517,0.07632269314818485,0.8791369241144318,0.23821692968593294,3.690488855151868,4.477044955718943,0.5252794265131349,0.7599378713532311,0.13558644790317703,0.21977783826260225,0.23186660542623377,0.15646928132269178,486509.96099999995,131658.638,117881.21100000001,0.8953549329592791,0.2706185865740168,0.29071297894759557,0.24229968643951366,0.2580103556781109
