,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,cost_of_equity,ede,cost_of_debt,aftertax_cost_of_debt,dde,cost_of_capital,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Healthcare Products,39,1.065929021881723,1.049312195,0.26881553,3.965280658754064,3.903465677745627,1952.596,530.398,3.6813788890606673,133.637,-709.7206000000006,0.024829821337494933,0.21312475528302224,0.858788127299037,0.10547350368911146,0.11393075316199999,-0.008457249472888534,35686.1,-301.8062504144475,0.07643505323848827,0.10690337960725255,-0.030468326368764273,39679.79868,-1208.9770564291018,0.9010222847640598,0.227970107,0.055900000000000005,0.30281467,0.0429312,0.09897771523594019,936.7692,1609.818,171.783,-1438.035,-0.040296782220528446,1411.49,1457.72,46.23000000000002,0.003727962744564397,-6.600000000000001,3541.346,-367.8209999999999,0.06151641116949668,0,0,0.4267415959411675,0.03261801660484059,0.7511199174906706,0.07922324938841735,0.07029294118,0.051933999999999994,0.071865652,0.1587,0.10547350368911146,0.07393459170637452,0.5150784087821123,0.1104554042165079,0.1573982276369608,0.1573982276369608,0.10973573527648962,0.1575343501130103,0.10983063786987461,0.13670710063286942,0.08900338838973372,0.26982983014120565,0.5611789518536799,0.311226491891489,0.4849215912178877,0.04139666175028333,0.29134912171247435,0,0.00024527138025163354,12.238935015277892,14.437339534142225,21.12094015926901,28.559382616368616,10.74873939255418,12.397785862481753,21.235320747511143,28.714046137919233,0.05128205128205132,16.6759338,51.23555136,38.39437954,25.267194392993385,27.956452762628683,1.7615912263786189,3.412345016241062,3.1584077250577725,3.32023438999382,3.345292453400492,5547.336,1488.449,1564.258,1.050931540146824,0.2683178015537548,0.2885006245200997,0.2819836404356974,0.29040147508528674,0.10985046309022016,0.9676742096787764,0.09217763114235684,0.222323233,0.227970107,0.24590855790152444,0.11393075316199999,0.9010222847640598,0.055900000000000005,0.0429312,0.09897771523594023,0.10690337960725255,0.09272629198666715,0.2245732694692595,0.24148607810534756,0.105317940142984,0.2819745197135625
Healthcare Support Services,45,1.2133160252463937,0.92621489,0.206069252,5.887904252917818,4.494677789192926,772.14,327.939,2.3545232497507156,268.758,-8.1404,0.007848943015371182,0.5259059124144635,4.963532474833983,0.06175899873872126,0.105116986124,-0.04335798738527874,23706.1,-1027.8487847541562,0.07640326952418883,0.09612728999988668,-0.01972402047569785,18091.53067,-356.8377213717957,0.8554380882765131,0.24085562,0.055900000000000005,0.311219705,0.0429312,0.14456191172348692,427.90547,172.883,1.452,-171.431,-0.007231514251606128,402.793,349.585,-53.20800000000003,-0.0200989915374059,-137.51,403.943,66.71299999999997,0.007942578068469965,0,0,0.7025617617177792,0.05367801563791241,0.7077278194615677,0.043708561509484906,0.1412448485,0.06198184211,0.07618,0.0806,0.06175899873872126,0.06051067000501151,0.10012906760625805,0.01630400042762693,0.022496383545717664,0.022496383545717664,0.015495065695052554,0.022479700460701198,0.015483574714833404,0.02238904800669058,0.015392922260822787,0.036622749529777426,0.11042380723825392,0.037863992365077585,0.8998709323937419,0.0012412428353001574,0.07380105770847649,0,0.0017018883515093337,5.097642057369151,5.2924461063586214,7.647051882012801,11.518115627782997,4.581587441218762,4.7368696813217355,7.717059762318174,11.623562651375183,0.11111111111111116,18.90341967,20.35426546,18.06979261,10.895015147464044,13.332626976186935,1.654172081412771,0.9909330694355568,0.9909221007835318,0.2196287441020336,0.17347719189424252,2329.653,786.764,772.662,0.9820759465354287,0.3377172480193403,0.33833674944991265,0.3316639860099337,0.3326406387427658,0.16899167070610785,0.8198147395901455,0.32431887279848465,0.220039681,0.24085562,0.14369241539367444,0.105116986124,0.8554380882765131,0.055900000000000005,0.0429312,0.14456191172348687,0.09612728999988668,0.08208822126097193,0.22434600363705612,0.056579719570279484,0.26642783405848025,0.01867489106092684
Heathcare Information and Technology,35,1.5195322219779541,1.445277216,0.237805455,6.389812302572934,6.077561240132192,125.952,43.322,2.907344997922533,255.261,-11.815200000000004,0.08748569297513675,0.6033498216319952,1.7426741590279842,0.14148581867818893,0.1422818486656,-0.0007960299874110732,3897.38,-3.102431352336169,0.29078620676292477,0.1398167785961311,0.15096942816679368,2138.776191,322.88981853202307,0.9736178517550237,0.332785312,0.0636,0.197655056,0.0488448,0.026382148244976356,115.51307,15.3,219.437,204.137,0.052378007789848566,79.155,262.786,183.631,0.2591019597274527,9.842999999999996,793.977,87.45399999999995,0.13119444935565797,0,0,0.7416365398413465,0.21565767621724588,0.7905186027448932,0.11184717168969922,0.32345833329999996,0.1371181818,0.218088235,0.1432,0.14148581867818893,0.13269128454773715,0.4835820014541786,0.1479463080765939,0.2109562431751534,0.2109562431751534,0.16925967511681883,0.21191890990263443,0.17003206589837028,0.20874890783673491,0.16686206383247076,0.26569775085251895,0.5157574472994401,0.2787024541276404,0.5164179985458214,0.013004703275121472,0.2500596964469211,0,0.002878307786831366,24.42284610646581,25.675378600714193,30.722380511791293,44.901073839313206,24.372748713150177,25.565684535890927,32.05350991712892,46.84653310135855,0.2857142857142857,47.4940539,36.30974689,32.98837537,35.04293656144571,43.68948252768339,3.050941517296326,6.663736429812851,11.468276377944981,7.098028273310456,6.792744880191243,866.101,259.053,226.924,0.8759751865448383,0.29910252961259715,0.31254464253504666,0.2620063941734278,0.2728744140855165,0.02709702600195799,1.41581340845354,0.06825706755293727,0.327202029,0.332785312,0.6764578608313947,0.1422818486656,0.9736178517550237,0.0636,0.0488448,0.02638214824497631,0.1398167785961311,0.1252181400525354,0.21156313469396515,0.04501916993767422,0.08619791317319482,0.0995334286687826
Homebuilding,51,0.718005961981939,1.026712551,0.234256415,3.0650429017362835,4.382857780009994,867.579,324.721,2.6717674557543245,81.365,-78.86520000000019,0.007044701092576366,0.143508462645106,1.2182176009961683,0.10895652539042236,0.11231261865159999,-0.0033560932611776256,45010.87,-151.06067748674215,0.05756235205809453,0.07748414997766485,-0.01992179791957032,63546.8589,-1265.9676814292486,0.49801446337056177,0.209331424,0.055900000000000005,0.291930493,0.0429312,0.5019855366294382,1213.80376,379.504,22.056,-357.44800000000004,-0.007941370606700115,8173.498,9302.702,1129.2039999999997,0.045015560849963485,-224.44000000000005,2022.164,27.259000000000015,0.023872756016019188,0,0,0.9946079169610539,0.05725197107588024,0.7524985053712837,0.08198962250674115,0.02166682927,0.04823272727,0.05578,0.081281667,0.10895652539042236,0.1043494778015956,0.21403146685462254,0.06335074028434841,0.08917023714939469,0.08917023714939469,0.06313872585744498,0.0681713248222522,0.04827003635842898,0.06715257756933632,0.047251289105513086,0.11468194691955975,0.232004672752447,0.11947138383490863,0.7859685331453774,0.004789436915348873,0.11732272583288722,0,0.0021525332749665555,6.695169315417796,6.965043813978508,12.139653529882423,16.858656713704487,6.9607213453586025,7.251420419313995,12.198780261165314,16.94076756331383,0.07843137254901966,53.06138722,55.47499664,7.44376982,7.831886058832378,8.05574396723426,0.9910899055791094,0.9683259625887344,0.9921336575744484,0.5138344531451211,0.8316070116191793,7400.475,2143.204,1347.419,0.6286937687686286,0.28960357274364146,0.29015701100329316,0.18207196159705966,0.1824182876019184,1.0079738111058067,0.578715251265279,0.19399659347141152,0.180163375,0.209331424,0.325145023915685,0.11231261865159999,0.49801446337056177,0.055900000000000005,0.0429312,0.5019855366294382,0.07748414997766485,0.06368386037203977,0.07403101835636705,0.47990154274874297,0.09485612803757133,0.42651640269986657
Hospitals/Healthcare Facilities,9,1.2799468656566302,1.300768621,0.254526711,5.028732979057079,5.110538755989347,67.88,7.491,9.061540515285008,8.65,0.18900000000000716,0.08529817644159686,1.2183634094187885,1.9825896093983344,0.16147671161675956,0.1319350332636,0.029541678353159545,346.31,10.230578630482682,0.14386505064226607,0.12422934494891305,0.019635705693353017,409.36359000000004,8.03814297481443,0.9072612025261619,0.258756234,0.0636,0.283096901,0.0488448,0.09273879747383805,3.4086,0.829,0.435,-0.39399999999999996,-0.0011377089890560479,40.437,69.81,29.373000000000005,0.08893605554226681,0,8.987,1.3230000000000004,0.010507424295568807,0,0,1.4447078337634907,0.20784296566766308,0.9390461543963806,0.15163408506829143,0.22174,0.167848,0.34,0.302,0.16147671161675956,0.1619340892758709,0.2208969935929029,0.06890216855593888,0.1026515524889108,0.1026515524889108,0.07359121609646131,0.10089416228437653,0.07233133761267846,0.10112703562099556,0.07256421094929749,0.13962543124691965,0.24937161163134547,0.13985830458353868,0.7791030064070971,0.00023287333661902414,0.10974618038442581,0,0,32.41257119194922,32.46751169485749,44.21031261522147,63.71280498714869,31.893440070831392,31.946633330391812,44.21031261522147,63.71280498714869,0,57.39333896,57.45633299,34.13439722,59.15717655844266,62.33078807603584,2.0639333800011865,9.551159094645694,7.193189169087566,4.294726466239527,4.460562455643174,80.973,24.931,24.112,0.9671493321567526,0.3078927543749151,0.30754696009781035,0.2977782717696022,0.2977782717696022,0.10221840988638972,1.2060863344396477,0.0577059354562277,0.262487758,0.258756234,0.601313307142825,0.1319350332636,0.9072612025261619,0.0636,0.0488448,0.09273879747383806,0.12422934494891305,0.10983034841262174,0.16174223755544603,0.003815919172005914,0.01996550024642681,0.12406604238541155
Hotel/Gaming,29,0.675946202990337,0.928767385,0.133113044,5.077986218918839,6.977283045228835,510.92,454.896,1.123157820688685,15.34,-2.024000000000001,0.009618545732481247,,0.5900668791191948,0.0013064284163893621,0.105299744766,-0.10399331634961063,5123.128,-532.771070803548,-0.02051652452464018,0.07978618118299932,-0.1003027057076395,12217.24224,-1225.4224529576622,0.5480721185938309,0.33593048,0.0636,0.082457557,0.0488448,0.45192788140616913,67.48498,11.048,202.697,191.649,0.037408591001435065,1554.18,1190.906,-363.2740000000001,-0.05810924295816893,-520.8149999999998,50.017,-60.582,0.0033873545625702642,8.83,0.17653997640802127,,,0.99807373197,0.0013039118850973878,0.22485,-0.11212680000000001,0.447822222,0.6095,0.0013064284163893621,0.000906548076949211,0.35024726071197215,0.0009284240926953707,-0.02605829665459378,-0.02605829665459378,-0.023909593172874707,-0.03758852658971645,-0.03448906851589889,-0.03786928714008481,-0.03476982906626725,0.010051338675736822,0.37167897306002645,0.011174935739958024,0.6497527392880278,0.0011235970642212015,0.3616276343842896,0,0.026632163451468238,11.512930676155971,11.61412864565473,,,186.9258510427011,,,,0.5862068965517242,63.02906986,22.10017936,88.45565987,,24.12405765399789,0.3958007818539441,2.241859903922575,1.568380653586998,1.3608702467335925,2.0888843735391505,351.64,102.757,80.819,0.78650602878636,0.2922221590262769,1.0410725150533948,0.2298344898191332,0.5652034044100678,0.8245773978900158,0.568653248163576,0.15873002075032716,0.293932812,0.33593048,1.9887164986819548,0.105299744766,0.5480721185938309,0.0636,0.0488448,0.45192788140616913,0.07978618118299932,0.06595640743385767,0.1678598527671699,0.0887342054850957,0.048653278753334375,0.035119344041259555
Household Products,43,0.9221904367922275,0.881630385,0.227212387,4.058715499486511,3.8802038772648433,1045.013,573.648,1.8216972777731288,82.538,-288.7736,0.006386813451532085,0.11225280878381293,1.4176334399451598,0.07044974618647931,0.101924735566,-0.03147498937952069,33238.97,-1046.1962277362068,0.07523221091153882,0.09822228248421072,-0.022990071572671897,29282.60496,-673.2091838646771,0.9372396814961683,0.237901343,0.055900000000000005,0.262461268,0.0429312,0.06276031850383162,1207.26094,540.583,31.483,-509.09999999999997,-0.01531635908092218,278.884,375.316,96.43199999999996,0.015821975863414363,-32.5,2082.541,-350.37699999999995,0.04286316166451926,0,0,0.37400656087038125,0.028137340469699807,0.48444600173294616,0.03412909786314077,0.02203548387,0.03264885714,0.079377778,0.109836364,0.07044974618647931,0.055722135999189855,0.5101515224513393,0.056409640585854695,0.08114511466563885,0.08114511466563885,0.05984766497848988,0.0813859127240316,0.06002526287314494,0.07442952420986702,0.05306887435898036,0.16959830892272112,0.5779245760262093,0.19455053960300636,0.4898484775486607,0.02495223068028522,0.4083262671034881,0,0.0017546733474657931,14.005658343930175,16.59270366253655,27.540814923383763,39.39481002390595,11.641650344184914,13.354433606780331,27.82900972076859,39.807048344537975,0.18604651162790697,26.96485805,105.9791498,25.45158623,30.05933170950942,39.92170873721267,3.6346531588766604,3.2683961441710148,3.324790580044281,2.3345924070148394,2.2648893563306998,3576.606,1066.064,736.711,0.6910570097104863,0.29806581994214626,0.2987422205357407,0.20598047422612387,0.20924486651927626,0.06696293354080335,0.8385079878197333,0.09074313247443486,0.221867859,0.237901343,0.23091122779514472,0.101924735566,0.9372396814961683,0.055900000000000005,0.0429312,0.06276031850383168,0.09822228248421072,0.08415638132924075,0.15930718828290613,0.1661449701291193,0.14977083734823665,0.12618045384467144
Information Services,25,1.5898929013959664,1.422467893,0.285775305,5.56343698555747,4.977574577341454,64.444,62.42,1.0324255046459467,5.831,1.3192000000000235,0.001350364372588823,0.019044299745214845,2.897508041622569,0.1314386844060567,0.14064870113880001,-0.009210016732743326,4158.73,-38.30197288696165,0.21858045735373774,0.13367584867282853,0.08490460868090921,2344.728609,199.07826501007756,0.924046229196414,0.264240821,0.0636,0.272386309,0.0488448,0.07595377080358602,162.82092,11.538,1.64,-9.898,-0.0023800535259562417,144.94,139.871,-5.068999999999988,-0.005016194520284949,-77.36000000000001,820.019,-93.12699999999995,0.10683743757646191,0,0,0.11053341298351914,0.024160443962807185,0.7021303359933262,0.09228708764454535,0.16296066669999998,0.048784999999999995,0.216209091,0.316,0.1314386844060567,0.13102864829750127,0.2958549398207502,0.0804575300969845,0.10137933166221903,0.10137933166221903,0.07376498970186035,0.10341094517557739,0.07524321950900051,0.10360512021866772,0.07543739455209082,0.14713248855218014,0.33345633637381933,0.14831708584356193,0.7041450601792498,0.0011845972913817897,0.1863238478216392,0,0.006109183720029969,12.213460389979284,12.32117209185099,16.004130776388983,23.34063333962537,11.527731844584462,11.620544248243545,16.533642456046238,24.112880088706092,0.19999999999999996,83.96299678,86.75268406,49.81887431,20.873921468504918,21.72170369350185,0.6873956865032231,3.2766766432452568,5.691316852706778,1.8773247059481561,1.7097595935747962,842.896,262.782,188.096,0.7157872304800177,0.31176088153224124,0.3211247367949193,0.22315445796397185,0.22788410980346546,0.08219693820907459,1.3380034186381464,0.15843172992133916,0.262820455,0.264240821,0.36491043754451413,0.14064870113880001,0.924046229196414,0.0636,0.0488448,0.07595377080358601,0.13367584867282853,0.11915586243366927,0.18911960340718914,0.014084167050591196,0.06769278776308643,0.07469130260072683
Insurance (General),5,1.5909821163140185,1.110913442,0.24108398,6.599285926480965,4.607993621143968,3.167,0.45,7.0377777777777775,0,-0.04200000000000159,0.0027812435017675174,0.03904721311300002,6.869602505171615,0.17290452261306533,0.1183414024472,0.05456312016586533,497.5,27.145152282518,0.4362653733255657,0.1161935335565581,0.3200718397690076,140.0081008,44.812650405620666,0.9715175291812037,0.193672594,0.055900000000000005,0.289778978,0.0429312,0.02848247081879627,5.25623,2.05,1.09,-0.9599999999999997,-0.0019296482412060297,2.28,2.07,-0.20999999999999996,-0.009251101321585901,-4.8999999999999915,22.742,-7.329999999999998,0.015262062948795384,0,0,0.13264374787208652,0.05786787418471804,0.938895256916996,0.1623392361809045,0.0888,0.09315,0.185,,0.17290452261306533,0.17273413272108196,0.6903722187564982,0.08943647327926804,0.0894572676232065,0.0894572676232065,0.06353443203668123,0.08947962136618841,0.06355030813486737,0.08943595324391766,0.06350664001259662,0.09161987939280516,0.3038261592846746,0.09168434185901435,0.30962778124350177,6.44624662091911e-05,0.2122062798918694,0,0.010002079434393844,2.301687408431237,2.3033322667650244,2.3219732539490416,2.916972802108917,6.1806547912272345,6.185003413527008,6.332942162019023,7.955741958922558,0,17.44801023,17.95765653,24.08876004,9.07950819672131,9.014066496163682,,2.006183699870634,4.078346650673144,0.8061863173216886,0.5666692667914327,106.02,19.936,14.7,0.7373595505617977,0.18803999245425393,0.18803999245425393,0.1386530843237125,0.1386530843237125,0.02931750582287623,1.0864510784903094,0.3171192388966664,0.19380686,0.193672594,1.051637371952018,0.1183414024472,0.9715175291812037,0.055900000000000005,0.0429312,0.02848247081879629,0.1161935335565581,0.10189745874253342,0.02556664587232273,0.000156997296735288,0.1986514867955916,-0.14032231233104595
Insurance (Life),5,-0.5060576218069279,1.092418975,0.263486323,-1.9206219740177097,4.146017761233094,2329.759,455,5.12034945054945,0,0,0.010793439968956956,0.4852108949409156,1.805570128508117,0.02500324816203058,0.11701719861,-0.09201395044796942,203961.5,-18767.303354293515,0.04317265948852986,0.06106589055878337,-0.017893231070253514,96199.14356,-1721.3135044795702,0.24477891773109717,0.216738688,0.055900000000000005,0.15185966,0.0429312,0.7552210822689028,2155.793,2550.156,0.981,-2549.1749999999997,-0.012498314632908661,1095.9,1917.9,822,0.003911847329450357,0,0,0,0,0,,0.4852108949409156,0.020947844747408986,0.5772706237621821,0.014433640662576025,0.602375,0.021498,-0.00132,-0.05855,0.02500324816203058,0.02500324816203058,0.5504291159813535,0.02936020352999494,0.028023947820970525,0.028023947820970525,0.023768240633020202,0.028192054183700903,0.02391081842066251,0.028192054183700903,0.02391081842066251,0.043602467093047964,0.10181508546912595,0.043602467093047964,0.44957088401864653,0,0.05821261837607798,0,0,-29.029073080428923,-29.029073080428923,-36.62182914088285,-46.41276234761281,-23.599384775863207,-23.599384775863207,-36.49934096326542,-46.25752666410066,0.4,21.97939211,9.139856041,10.92922379,7.67861560258169,9.512031382054184,,0.5028696908510102,-3.334585762096245,0.3931562521049914,-1.0289913981057526,9104.6,2180.7,2639.19,1.2102490026138397,0.2395162884695648,0.2796655819774718,0.2898743492300595,0.3303116395494368,3.0853191494969905,0.32420561959635313,1.6406496130593695,0.210614288,0.216738688,0.41579728856659404,0.11701719861,0.24477891773109717,0.055900000000000005,0.0429312,0.7552210822689028,0.06106589055878337,0.047475884078720165,0,0,,
Insurance (Prop/Cas.),6,1.9287538498906691,1.452711674,0.36644225,5.2634592487374725,3.964367302078294,608.68,2520.704,0.24147222363276288,0,0,-0.017129592881632596,-0.47011364157090335,1.5215963846973175,0.033760734989635985,0.1428141558584,-0.109053420868764,85922.3,-9370.1207439122,0.055504594001568375,0.12259057369344095,-0.06708597969187258,73357.88986,-4921.2859093865845,0.7975271957947542,0.230079152,0.055900000000000005,0.312513496,0.0429312,0.20247280420524583,2183.259,1833.1,1.113,-1831.9869999999999,-0.02132143808999526,1600.24,1051.06,-549.1800000000001,-0.03190000737700015,-2.5,5.98,-6.32,1.2583298595994262e-05,0,0,-0.4694274121231431,-0.026055377923101974,0.24735969387755108,0.008351045072117485,-0.0212,0.07578,0.05926,0.063966667,0.033760734989635985,0.033760734989635985,0.21687566239716327,0.025987918054919724,0.053149807697648564,0.053149807697648564,0.0365397754823287,0.053059760529147265,0.036477869269260645,0.053059760529147265,0.036477869269260645,0.13667630940745074,0.28725178304102,0.13667630940745074,0.7831243376028367,0,0.1505754736335693,0,4.156920152193447e-05,6.6753338196247105,6.6753338196247105,9.873575127240185,14.377902457207698,3.8330675893224684,3.8330675893224684,9.873575127240185,14.377902457207698,0,634.5530877,52.33420611,32.58519103,9.870719331242578,25.50765306122449,3.987647669875388,1.2588528321917458,1.3505502933590456,0.6628907975284243,0.523889531817909,4102.81,1268.05,2783.28,2.194929222033832,0.30906866269702954,0.30906866269702954,0.6783838393686278,0.6783838393686278,0.25387573649256817,1.215682144560406,0.36970591419464094,0.223324448,0.230079152,0.23461312804843584,0.1428141558584,0.7975271957947542,0.055900000000000005,0.0429312,0.20247280420524583,0.12259057369344095,0.10821256634564325,0.0008158851686643474,1.6125983349026302e-06,0.5904790492120218,-0.4568868341200723
Investments & Asset Management,13,1.5032501332498966,1.40487203,0.23985981,6.267203051857235,5.857054710416055,3.509,-8.75,,0,-0.42799999999999727,0.019464964380316224,0.15535066537081937,0.2608613255133516,0.02803196293242235,0.139388837348,-0.11135687441557765,2546.7,-283.59255207415157,0.03915921659403618,0.12417883723085675,-0.08501962063682057,2330.011928,-198.09673019782687,0.8320154417382049,0.30765849,0.0636,0.147478415,0.0488448,0.1679845582617952,48.49101,110.641,9.493,-101.14800000000001,-0.03971728118741902,21.535,8.06,-13.475,-0.022288200072777795,0.29499999999999993,8.578,6.818,0.0027878709090318173,0,0,0.2597406399881817,0.010171239979570782,0.3207495552536104,0.008991239643460162,-0.114925,-0.0036388888899999998,0.107,,0.02803196293242235,0.027849860909644652,0.6279264901860779,0.1174528224280614,0.17563712344318128,0.17563712344318128,0.14973443886262155,0.1769095842450766,0.15081923916230372,0.17620541682433657,0.1501150717415637,0.4456655862851878,0.8823151971833304,0.4456655862851878,0.37207350981392207,0,0.4366496108981425,0,0.006956121156282391,16.899124492891666,16.899124492891666,17.820180450651662,25.16071414676448,10.856116834022446,10.856116834022446,27.348420348513468,38.61385066554369,0.3846153846153846,35.12174938,15.23455405,43.37972852,17.893173493961648,20.48225659690628,,1.5119244037798112,1.5379363639095316,4.975238972705287,4.83819767361511,136.18,33.14,39.647,1.1963488231744115,0.2433543839036569,0.2968261063924899,0.29113673079747393,0.3692352108478617,0.2019007699074074,1.2162764565047794,0.19090214622147086,0.357514029,0.30765849,0.5086007378041518,0.139388837348,0.8320154417382049,0.0636,0.0488448,0.16798455826179515,0.12417883723085675,0.10978048759144698,1.328324640923973,0.6243809743176322,0.005493493032362087,1.7967308862967046
Machinery,229,1.1713046517222756,1.135603041,0.265638197,4.409398441001598,4.274999054446977,8073.455,1988.664,4.0597380955254385,410.904,-909.9225999999999,0.02965915642438938,0.5348004105680493,1.1022399804287761,0.07590104567513804,0.1201091777356,-0.04420813206046195,158323.55,-6999.188406681151,0.056231221747382064,0.10515621030453216,-0.0489249885571501,170863.1,-8359.475212339194,0.8062534434072057,0.2095736,0.055900000000000005,0.281582808,0.0429312,0.19374655659279422,3514.090294,912.968,105.362,-807.606,-0.005100984660841676,7575.858,6532.12,-1043.7380000000003,-0.023040427469247,-119.87400000000002,3891.826,-557,0.014496056985609079,0,0,1.400876031106998,0.07877297074577011,0.7075715394032233,0.053705419730671784,0.04044188776,0.02631821596,0.086421688,0.082151429,0.07590104567513804,0.0644417558032114,0.25027278933909,0.06380707509615724,0.07746271560446347,0.07746271560446347,0.05565054662925322,0.07773600931843072,0.055846885531832834,0.07290453127118929,0.0510154074845914,0.13537642061519609,0.2889336944825243,0.1574387727978878,0.7497272106609101,0.022062352182691706,0.1535572738673282,0,0.0017241507477162423,7.21604596236419,8.54265388378957,13.188004494469302,18.485630408381137,6.54769103721079,7.614770998329092,13.26104144779896,18.58800633083191,0.0873362445414847,18.72333937,18.3582833,12.91452955,14.200326215774501,15.560588052072353,1.8941347997820406,1.3366297100656173,1.2435528856471316,1.0154760095648039,1.030860441558196,17431.638,5038.792,4724.56,0.9376374337341172,0.28906015602205604,0.29080681613217624,0.27103362288730415,0.2720822977886086,0.24030478031079952,0.9586755628420975,0.18153184021554955,0.196407626,0.2095736,0.15682802653078587,0.1201091777356,0.8062534434072057,0.055900000000000005,0.0429312,0.19374655659279427,0.10515621030453216,0.0910015002218143,0.24977966586053763,0.2879925115277721,0.1604902169114629,0.28370566489607135
Metals & Mining,21,1.0041316852722606,1.375697356,0.240222097,4.1800138197622205,5.726772737314004,1859.249,468.753,3.966372481882783,132.16,-65.49099999999999,0.029604827417507987,0.5430075472845064,1.1243540481198098,0.12163856187244264,0.1372999306896,-0.015661368817157365,28642.8,-448.58545475607497,0.05943459748112753,0.10061480811329322,-0.04118021063216569,43776.70902,-1802.7340982266278,0.5852685730007068,0.281861309,0.0636,0.268336712,0.0488448,0.4147314269992933,828.11233,8.405,7.27,-1.1349999999999998,-3.962601421648721e-05,4654.47,5106.34,451.8699999999999,0.030634338322494892,-68.87999999999994,337.109,-295.181,0.005887677773954839,0,0,1.4565823022432696,0.08657138283196276,0.7623146011172568,0.09272685177426787,0.06011578947,0.0590247619,0.106008,-0.0502,0.12163856187244264,0.11472484582503749,0.1516855165284723,0.07078488809138953,0.07401618268153201,0.07401618268153201,0.05415492358597837,0.07406640309773241,0.05419166802082028,0.0727358401536595,0.052861105076747364,0.13276332716517422,0.20084712636111932,0.13990085842246283,0.8483144834715277,0.007137531257288627,0.06808379919594511,0,0.0014696512755249236,5.518606378771952,5.877178820317817,8.716621413664706,11.841664992114065,4.643883840718397,4.89354514987727,8.771633406761154,11.916399635490386,0.04761904761904767,8.386701322,611.1689527,12.12383468,4.806093109937528,6.04407820506237,,0.7411376172574922,0.796181357371942,0.42858141279287587,0.6496833357307075,5024.97,1309.811,957.519,0.7310360044311737,0.2606604616544974,0.2607551166258239,0.19055218240108895,0.19061439324113685,0.7086172846646125,0.8908698703946802,0.11279577822192761,0.254235666,0.281861309,0.3136442800769715,0.1372999306896,0.5852685730007068,0.0636,0.0488448,0.4147314269992932,0.10061480811329322,0.08651826377292604,0.15519096506904032,0.28003493258502754,0.09811365259855037,0.3112287923817139
