,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,cost_of_equity,ede,cost_of_debt,aftertax_cost_of_debt,dde,cost_of_capital,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Broadcasting,11,0.6177313747808834,0.584931629,0.218862817,2.8224592155408628,2.672594810839888,801.869,219.125,3.6594135767256133,133.863,-2.613200000000006,0.051567909170356134,1.001102879050262,0.48686920724581484,0.032153879576403574,0.08068110463639999,-0.04852722505999642,28999.3,-1407.255557682354,0.024934885074104234,0.07087905411539056,-0.04594416904128632,28438.23309,-1306.5709883224624,0.7403423766120483,0.12764753,0.055900000000000005,0.304243098,0.0429312,0.25965762338795173,216.62712,52.69,24.01,-28.679999999999996,-0.0009889893893990542,294.881,179.05,-115.83099999999996,-0.05102172512112213,-12.899999999999977,184.11,59.68000000000001,0.006139558149228846,0,0,1.0217897139744696,0.025478209087855235,0.7676771481274935,0.024683798574448357,-0.00935454545,-0.00594545455,0.0134,-0.0174,0.032153879576403574,0.0320350750878381,0.32320503838736936,0.06734509631149022,0.07345724665419588,0.07345724665419588,0.051108386361573194,0.07388139140671833,0.05140348800058777,0.07369265410921802,0.05121475070308746,0.13778068281126993,0.3856193619679756,0.1383241006232982,0.6767949616126306,0.0005434178120282831,0.24783867915670568,0,0.0014408805621962052,4.899923902129651,4.922379698007017,7.900140187262926,11.331021169037419,4.219607043986144,4.2362495048934035,7.900140187262926,11.331021169037419,0,8.180005799,10.40605524,11.05428105,6.833316293494189,8.601518596370811,,0.3692089563231936,0.37368700741907673,0.5792700982976664,0.5836733493431173,1361.81,415.166,467.945,1.127127462268105,0.3048633803540876,0.3048633803540876,0.34361988823697875,0.34361988823697875,0.35072640928133264,0.46080907295207185,0.2540300011222089,0.126520128,0.12764753,0.10196367082114066,0.08068110463639999,0.7403423766120483,0.055900000000000005,0.0429312,0.25965762338795173,0.07087905411539056,0.057163361796671364,0.18815950078363677,0.07186346663585083,0.06191814065016575,0.16648612926757037
Brokerage & Investment Banking,35,0.15905714116075975,1.16554392,0.287443874,0.5533502556424624,4.054857401483533,1343.175,847.396,1.585061765691601,-11957.836,-6.6271999999999025,-0.48511922527680773,-12.65348724508579,0.07039548011811889,0.07276296913623406,0.122252944672,-0.04948997553576594,51632.39,-2555.2857179531256,0.0024693212318605546,0.04940167088957078,-0.046932349657710225,335830.6522,-15761.321594827272,0.08157247317651106,0.226456395,0.055900000000000005,0.253230675,0.0429312,0.9184275268234889,1182.56336,725.181,627.028,-98.15300000000002,-0.001900996641836646,31882.809,42192.251,10309.441999999995,0.02896481305383013,0.8299999999999983,229.658,-129.342,0.0002970865062744321,-1823.6,-7.9405028346497835,-2.063246245877652,-0.005094817761502268,0.6852311277890488,0.04985945140250142,0.026876190480000003,0.03505777778,0.110993,0.05345,0.07276296913623406,0.0725678278950866,0.7617223243049352,0.15891596618749831,0.050446682368228704,0.0409419922033623,0.03057422388186013,0.0473481751587076,0.035358164803249846,0.047067848133070744,0.03507783777761299,0.07622253918622594,0.5482008344838789,0.07688054969002951,0.23827767569506475,0.000658010503803568,0.47197829529765295,0.009504690164866401,0.05021035524784104,161.0694721599121,162.4503854338149,,,162.77130963450395,164.17647446633524,,,0.2571428571428571,21.30058479,27.14435828,17.52377972,5.535281977926822,8.20008521543825,1.5341600028883537,0.5900742709787469,0.9188034459864866,1.3438540566880532,12.51394775846666,5183.709,1241.708,1456.473,1.1729593430983773,0.2395404525987088,0.24082865322914107,0.28097121192566943,0.28234215152778724,11.2590374063582,0.12082005610410755,0.24039841768566564,0.212501194,0.226456395,0.5272662950191132,0.122252944672,0.08157247317651106,0.055900000000000005,0.0429312,0.9184275268234889,0.04940167088957078,0.035961058356009934,3.1247950167844283,0.01038451907198354,0.21551768625301174,-9.475633180716859
Building Materials,63,0.8287963052062822,0.873706326,0.263074468,3.150424712466898,3.3211369109373243,3588.989,1036.643,3.4621263057773985,601.8,-285.22359999999935,0.03422914220809591,0.7597338458061131,1.246962571045056,0.057733514725919866,0.1013573729416,-0.04362385821568013,56974.03,-2485.427006695906,0.05590170032212944,0.0880573190300734,-0.03215561870794396,67215.48982,-2161.355661919609,0.7723613709078515,0.169255977,0.055900000000000005,0.26787146,0.0429312,0.22763862909214852,1252.810534,217.541,2.704,-214.837,-0.003770788199465616,5841.309,5188.116,-653.1930000000002,-0.029895220978944433,-21.0949999999998,3726.546,-762.8790000000004,0.036014214542720795,0,0,1.6943337060116221,0.09471613507914467,0.6191267611971019,0.03574436398478395,-0.02142607843,0.012118,0.071076923,0.062483333,0.057733514725919866,0.04829906013406606,0.2924764839790396,0.03924480285198866,0.06549590050492035,0.06549590050492035,0.04795141801265259,0.06588091892639998,0.048233300987443585,0.06247791326632879,0.044830295327372385,0.14166441170575264,0.33670290114442253,0.16060974620355256,0.7075235160209604,0.01894533449779992,0.19503848943866986,0,0.0023543581593792056,7.395393580570563,8.608313886273718,15.09349269733376,22.070636390391687,6.197927979700388,7.0268010703718184,15.10980198864042,22.094484842531454,0.19047619047619047,25.64755159,21.68664814,11.45961776,16.60524818874448,19.23824969258984,3.0789410181735724,1.4164863744427318,1.32668410937816,0.8944104410655824,0.9954476398075768,6066.383,1885.038,2081.313,1.104122569412394,0.3107350788764903,0.3408464502493699,0.34308961369567337,0.37126995365085785,0.2947307279552016,0.7124426524616728,0.14038872038123973,0.163842122,0.169255977,0.20012253110854752,0.1013573729416,0.7723613709078515,0.055900000000000005,0.0429312,0.2276386290921485,0.0880573190300734,0.07412160952525482,0.21226185703786427,0.20375116923899245,0.1521322504748542,0.20375035793030374
Business & Consumer Services,205,1.5012329077867166,1.361823129,0.253766675,5.915800046584985,5.366438004517339,965.047,1525.751,0.6325062215263172,441.173,-96.98480000000018,-0.00271806621378912,-0.038694030590348365,2.7319332492223927,0.11768732716560142,0.1363065360364,-0.018619208870798584,43242.26,-805.1366709853788,0.1850310367511508,0.12873932646952982,0.05629171028162097,29158.11725,1641.3602885945347,0.9134797694420237,0.278545726,0.0636,0.28759107,0.0488448,0.08652023055797635,1823.419772,1228.546,151.717,-1076.829,-0.02490223683961014,1375.908,1204.954,-170.95399999999995,-0.018045876304983475,-509.5609999999997,6968.747,-1202.4989999999998,0.09864784272734879,0,0,0.0411310226193006,0.007610515757884224,0.641698541146843,0.07551978615363765,0.11707915379999999,0.06308736842,0.151197901,0.180718182,0.11768732716560142,0.10985742085502344,0.3752559032654963,0.06388641546872299,0.09120253162173356,0.0912021424582054,0.0649732207223577,0.09677937177206115,0.0689464886902063,0.09556185735449395,0.0677289742726391,0.14285009307912835,0.40694751050207995,0.15135057947077024,0.6247440967345037,0.008500486391641872,0.26409741742295156,3.8916352814650325e-07,0.009956761421290483,9.80160018260221,10.42082920248215,14.488016694118306,19.960695742059162,9.380801961532276,9.939019164600682,14.670376411642728,20.211939712435772,0.15121951219512197,32.54719533,37.70637533,24.0052778,21.00104564409218,23.242658369963316,1.2861272791004126,3.0365578551497494,4.263267569361326,1.533717190846924,1.419789812778448,7534.34,2176.962,1984.438,0.9115629946687173,0.2889386462516956,0.29272584074236735,0.26338577765272075,0.26693883755231834,0.0947149936454806,1.269479755931613,0.15437521430087725,0.26741488,0.278545726,0.4199443921298878,0.1363065360364,0.9134797694420237,0.0636,0.0488448,0.08652023055797631,0.12873932646952982,0.1142825666231222,0.14671812747566065,0.017924595925859578,0.05718837134184714,0.04868917797741171
Cable TV,1,0.4563194042756045,0.45972554,0.114017543,4.002185911650495,4.03205969804138,59.4,0.733,,20.8,0.20199999999999818,0.09667394733648828,0.8289341008937995,0.339201742869182,0.044026323106868104,0.07171634866400001,-0.027690025557131903,2157.8,-59.749537147179225,0.039642345592755576,0.06174202338395941,-0.022099677791203837,2429.527611,-53.691777387933215,0.6534905761138234,0.144188338,0.055900000000000005,0.311965812,0.0429312,0.3465094238861765,36.022,14.6,0,-14.6,-0.006766150709055519,91.9,0,-91.9,-0.16636495293265752,0,0.228,-4.312,8.474576271186441e-05,0,0,0.4447083860259559,0.0176292835268375,0.6208210526315789,0.027332468254703864,-0.0394,-0.0863,0.00028,0.04,0.044026323106868104,0.043954775549099954,0.4267685960441694,0.11527727217570682,0.16066011406382721,0.16066011406382721,0.11053965112389275,0.169503795413178,0.11662440624002407,0.16974891129717268,0.11686952212401873,0.4186385147433564,0.6847469967236985,0.4218784128139789,0.5732314039558306,0.003239898070622497,0.2661084819803422,0,0,3.9516480771178717,3.98759663032368,8.378378666471994,12.177270856502554,3.3662945062846954,3.3923466985507247,8.378378666471994,12.177270856502554,0,8.895087427,11.24526316,9.411764706,8.895087427144047,11.245263157894737,2.811315789473684,0.6166589702147309,0.6352572587660659,1.29632326174008,1.420166983375804,140.4,43.8,35,0.7990867579908676,0.3119658119658119,0.3119658119658119,0.24928774928774927,0.24928774928774927,0.5302439492651877,0.326688888620792,0.2840784644269022,0.181818182,0.144188338,0.10776581285862091,0.07171634866400001,0.6534905761138234,0.055900000000000005,0.0429312,0.34650942388617656,0.06174202338395942,0.04814335707460837,0.8753792015532095,0.030942846741900253,0.0010654046838975853,0.8602378352141729
Chemical (Basic),69,0.8797959851133984,1.103583482,0.25885943,3.3987403322080962,4.263253928976047,5177.597,1613.815,3.208296489994206,1410.654,-414.5815999999995,0.042654847653721385,0.8424641827183783,1.0193341678020256,0.0646299800371005,0.11781657731119999,-0.05318659727409948,80699.7,-4292.142444040645,0.04925620836428577,0.08894261891178705,-0.03968641054750128,104873.55705,-4162.055040663097,0.6144246121719881,0.210743248,0.055900000000000005,0.262485693,0.0429312,0.3855753878280119,1595.01069,266.531,26.133,-240.398,-0.002978920615566105,2794.704,6275.511,3480.8070000000002,0.1046729579574789,-162.361,5795.657,6.833000000000538,0.04121948183845787,-50.1,-0.008644403904509877,1.8165484933492513,0.0894762910922401,0.6941857938270042,0.044865213997078046,0.061393333329999994,0.04486863636,0.096774286,0.086392857,0.0646299800371005,0.05301252498944726,0.24787289572053448,0.04878916232932839,0.0701800821693302,0.0701800821693302,0.05175881466631661,0.07077844953096878,0.052200119156366916,0.06690027416904581,0.04832194379444395,0.15365613295267033,0.30810809420287144,0.18168561250949478,0.7521271042794655,0.028029479556824437,0.1544519612502011,0,0.002879079000048643,4.4795166912782385,5.474170338099891,9.763186292054439,13.64820923147514,3.8052851345430354,4.499433554374841,9.768023530103225,13.654971330959611,0.07246376811594202,9.957481066,12.31430304,9.708272661,7.954515834841827,10.075910002549294,1.1662897087139152,0.712102247644087,0.7415477381317777,0.501864712463471,0.6913655604427267,7857.734,2274.988,2272.477,0.9988962579143275,0.2895221446793694,0.29291513495902616,0.28920258690355255,0.2912575455372484,0.6275389692886889,0.7446833802146617,0.1535726545527731,0.18816002,0.210743248,0.2716861082636576,0.11781657731119999,0.6144246121719881,0.055900000000000005,0.0429312,0.38557538782801193,0.08894261891178705,0.07499557059074946,0.23672381600954903,0.23761342248730605,0.12999423766992327,0.31461693601194374
Chemical (Diversified),22,0.815705590980323,1.294066094,0.318927321,2.557653538187539,4.057557972588996,4011.41,2466.617,1.6262800426657238,42.467,-576.1966000000002,0.012285633393441265,0.2897686069692788,0.9990133071415755,0.08841131770891812,0.1314551323304,-0.043043814621481866,47203.9,-2031.835921010968,0.03608581891116724,0.08542731373265039,-0.04934149482148315,82377.68147000001,-4064.637943657794,0.48005225947307806,0.197127095,0.055900000000000005,0.263323729,0.0429312,0.5199477405269219,957.95498,243.54,0,-243.54,-0.005159319463010471,3571.111,3519.63,-51.48099999999977,-0.0013290495466655593,-7.099999999999994,9180.641,-1860.4390000000003,0.0768601794953368,0,0,1.2494217666057068,0.04508640761340419,0.7704594835958277,0.06811733818603971,0.01824,0.0390347619,0.061388125,0.02178,0.08841131770891812,0.061992347046450846,0.2674576287662644,0.05071131908564652,0.0584349619181398,0.0584349619181398,0.04304764984188224,0.05853716403147648,0.043122939713623416,0.05153568401533968,0.03612145969748662,0.15297522127334853,0.33111436223212676,0.19297100480701465,0.7325423712337356,0.03999578353366612,0.17813914095877828,0,0.00046992335023160193,4.9193553440040505,6.564079030139228,13.414410116733338,18.52068474286335,4.0710633796657465,5.135453862840776,13.420486010984586,18.529073462231484,0.045454545454545414,10.61787216,12.04644751,10.14196915,7.692666005520996,8.561832034747303,3.9310523575515623,0.7153973453747677,0.8026297742900279,0.43546133245196633,0.7855971910071401,6314.85,1794.62,1630.937,0.9087923905896513,0.28419043999461585,0.2841378655074942,0.25827010934543176,0.25827010934543176,1.0831065373958126,0.7064351202841861,0.1339582220649176,0.1777376,0.197127095,0.3760605802142953,0.1314551323304,0.48005225947307806,0.055900000000000005,0.0429312,0.5199477405269219,0.08542731373265039,0.07152528902474464,0.22005458318954416,0.23289888743614548,0.14843966443246606,0.2367106459091771
Chemical (Specialty),73,1.1939287285932805,1.168573767,0.307651546,3.8807824765271306,3.798367933441167,5030.611,549.37,9.157054444181517,2245.099,-413.6224000000002,0.0671352868984088,0.6699553496969912,1.0174546953271124,0.10161491639367251,0.1224698817172,-0.020854965323527486,94843.3,-1977.9537326689144,0.09499356603398343,0.10839452114179228,-0.013400955107808851,92416.69475000001,-1238.4719775568242,0.8230375425952783,0.206422442,0.055900000000000005,0.286736494,0.0429312,0.17696245740472175,2072.05074,1776.081,60.612,-1715.4689999999998,-0.01808740311650902,3358.594,5582.734,2224.1400000000003,0.08644547243130468,-18.090000000000003,12363.24,712.9159999999993,0.08435588033610693,-10.6,-0.0008573804277843025,1.1473667458072543,0.10899245873303809,0.7850010863819993,0.07976781976164896,0.02777484848,0.041197536230000005,0.103559459,0.117222222,0.10161491639367251,0.08979914304022285,0.31900844200455597,0.10249403912376714,0.13675057269078528,0.13675057269078528,0.09753919292493735,0.13706403044566723,0.09776277090216735,0.13266518667486266,0.09336392713136277,0.19933021233693998,0.36262312586009965,0.22473305271307606,0.680991557995444,0.025402840376136073,0.16329291352315967,0,0.00036708575366532737,6.033256306327039,6.832345165237592,9.560602880235898,13.076869440707789,5.830983686803898,6.574090043312216,9.560602880235898,13.076869440707789,0.0273972602739726,13.77186942,12.31402886,12.32016491,12.41969426838088,12.477491379533847,1.064430546243514,1.3508575245866237,1.410255166999483,1.283880535745051,1.310414764255587,13930.78,3825.01,3138.807,0.8206009918928315,0.27457256521171103,0.27398394059772674,0.22531451935928926,0.22531451935928926,0.21501140378931843,1.0029567623885545,0.15995256804795577,0.196633225,0.206422442,0.24830300810138412,0.1224698817172,0.8230375425952783,0.055900000000000005,0.0429312,0.17696245740472172,0.10839452114179228,0.09419833515672504,0.25754962788392616,0.204627469164031,0.14315425535309018,0.2705387015605691
Coal & Related Energy,1,0.41663375932818647,0.887007925,0.089442719,4.658107043103044,9.917050095491842,43.7,1.04,42.019230769230774,0,-0.12899999999999778,0.036116677989130444,2.3075071384483863,1.9308874769419961,0.010658112582781458,0.10230976743,-0.09165165484721854,483.2,-44.286079622176,0.030010377452428783,0.0687812497910316,-0.038770872338602824,609.875,-23.6453857675054,0.37288809381832644,0.262961594,0.0636,0.322368421,0.0488448,0.6271119061816736,13.968,0,0,0,0,292.1,472.4,180.29999999999995,0.5714738510301108,0,0,0,0,0,,11.661019415810822,0.34995159414858334,-1.7122330097087377,-0.018249172185430464,-0.319,0.10099999999999999,,,0.010658112582781458,0.010323310203032648,0.07277513586956523,0.004373301630434783,0.023097826086956524,0.023097826086956524,0.015651816362771742,0.023097826086956524,0.015651816362771742,0.022988281250000003,0.015542271525815223,0.12822690217391305,0.1761209239130435,0.1290599524456522,0.9272248641304348,0.0008330502717391304,0.04789402173913044,0,0.0011379076086956523,6.82525079949183,6.924444444444444,17.183823529411764,25.35865219512298,3.0753844230528817,3.0953642384105957,17.183823529411764,25.35865219512298,0,3.085526316,36.42718447,,3.085526315789474,36.42718446601941,,0.5162355531095212,0.723109649970992,0.15930706521739132,0.3969089673913044,7.6,2.45,24.4,9.959183673469386,0.32236842105263164,0.32236842105263164,3.2105263157894735,3.2105263157894735,1.681769722814499,0.3870694078910641,0.07096004770423375,0.41634981,0.262961594,0.600159603293519,0.10230976743,0.37288809381832644,0.0636,0.0488448,0.6271119061816736,0.0687812497910316,0.05509242590208263,0.10767663043478261,0.2853260869565218,0.17263926630434784,0.1861413043478261
Computer Services,227,1.2685278011840706,1.226598834,0.260414423,4.871188725150106,4.710180103964518,3377.754,651.221,5.186801408431239,1651.79,-377.8140000000003,0.02426232361639718,0.46202711890190007,2.0472330291820477,0.1006190022363005,0.1266244765144,-0.026005474278099502,83745.901,-2177.8518743517675,0.10076763168048107,0.11603404792055017,-0.015266416240069094,80540.73359,-1229.5683632654545,0.8638406706167111,0.264550689,0.0636,0.276350952,0.0488448,0.1361593293832889,2406.179904,766.553,229.914,-536.639,-0.0064079434765410195,5953.684,7194.513,1240.8289999999997,0.0515479562593742,-695.69,7846.422,-541.7940000000008,0.052719603367799225,0,0,0.969611937957645,0.09770549863711343,0.714448445005589,0.07188708968573879,0.1998541497,0.05793417178,0.145752152,0.118335714,0.1006190022363005,0.08873905595487493,0.23823188979756577,0.05110468376113992,0.07075642422490981,0.07075593904017724,0.05120246792677029,0.07118471085870724,0.05151274824505875,0.06889334105181379,0.0492213784381653,0.12196294826141632,0.28789940179754875,0.1347309969060376,0.7617681102024343,0.012768048644621287,0.16593645353613248,4.85184732570724e-07,0.0025224996838718225,7.931842456686233,8.873878594700512,13.401635516768126,18.16684889486871,7.153351947008554,7.902221558095151,13.539118546863062,18.353216702754423,0.09691629955947134,20.09625237,23.74501901,24.66659724,16.35744999330404,18.493719019456087,1.562818053344072,2.0646419006440255,2.092005281495645,0.9652377268731391,0.9637782390402075,12086.279,3138.575,3347.452,1.0665515401097634,0.25968083311662754,0.2574073409583489,0.2769629924975255,0.2786889053750391,0.15762088312660988,1.0941489929451937,0.13746549983067613,0.260123041,0.264550689,0.3028884708558649,0.1266244765144,0.8638406706167111,0.0636,0.0488448,0.1361593293832889,0.11603404792055017,0.10174001577969594,0.20666128920254734,0.0869363404274417,0.1223210024644352,0.16898331661973007
Computers/Peripherals,26,1.2456675308104714,1.253570561,0.252996226,4.923660524526842,4.954898263976475,3733.163,1843.856,2.024649972665978,65.785,-976.2250000000004,0.011089422685969333,0.20050661275629456,1.1704912982354947,0.06165153111976017,0.1285556521676,-0.06690412104783984,73004.74,-4884.317962026075,0.05118387598275552,0.11165220302428261,-0.06046832704152709,75413.05957,-4560.101549280924,0.7879404286410561,0.253391991,0.0636,0.237408982,0.0488448,0.212059571358944,1886.99682,1413.512,51.915,-1361.597,-0.01865080267390857,3670.491,5491.919,1821.4279999999999,0.1147022554320891,-468.2399999999998,12867.927,-2712.0869999999995,0.11198446863729584,0,0,0.8876718184882112,0.04543448427088767,0.5807469382477193,0.035803937936084704,0.08536588235,0.02249458333,0.07539375,0.05835,0.06165153111976017,0.0390150389860486,0.4039163555862995,0.05098943212288886,0.0681637873110931,0.06815157482701152,0.051971778825633884,0.07184458114068454,0.05478803226985822,0.0607850892366665,0.04372854036584019,0.13836110049662215,0.42999397419268737,0.198120818172992,0.5960836444137005,0.05975971767636985,0.2916328736960652,1.2212484081570784e-05,0.006772332220803978,4.115379789559791,6.064058582795513,10.652402544469052,13.837618394773708,3.863662481365996,5.53242182380019,10.654554035934773,13.840413211976493,0.1923076923076923,11.57446393,12.36144959,12.18836532,11.70410902848108,12.741481052813882,2.1836300004822418,0.9532132893054106,0.8988293669996468,0.7232239870407191,0.7654719719525236,6344.04,1437.986,1616.951,1.1244553145858165,0.2266672341284103,0.2388776045079282,0.2548771760581585,0.2622430848116918,0.26913147701366025,1.0388479817568312,0.16603109893943913,0.232675283,0.253391991,0.1917399754348781,0.1285556521676,0.7879404286410561,0.0636,0.0488448,0.21205957135894393,0.11165220302428261,0.0974142930348092,0.19586724100838865,0.23396536525919864,0.12400601651766793,0.24157334633279387
Construction Supplies,52,0.855417122961975,1.086243978,0.283357336,3.018863513602397,3.8334775211184224,4981.306,334.998,14.869658923336855,515.76,-334.6221999999998,0.05345937595513681,1.1548677453228273,0.8539996191153678,0.04725152732751365,0.1165750688248,-0.06932354149728634,80909.3,-5608.91921606639,0.036278638997784544,0.08870771908272879,-0.05242908008494424,105739.15723000001,-5543.806742526182,0.6215930777840024,0.200815517,0.055900000000000005,0.28854082,0.0429312,0.3784069222159976,881.98446,149.724,75.125,-74.59899999999999,-0.0009220077296429458,8850.636,12839.525,3988.888999999999,0.11674203112495299,-1765.4499999999998,2263.199,-136.54399999999987,0.015529699396707416,0,0,2.2625049244837214,0.0820805993860547,0.7693005078617077,0.03635062397029761,0.01532357143,0.0109076,0.1018,0.052583333,0.04725152732751365,0.03980322080528644,0.2256016531341776,0.04233706750297892,0.0638125406971336,0.0638125406971336,0.0454000178780993,0.06491796735813035,0.046186483823882185,0.061212344398524056,0.042480860864275896,0.1323872772454851,0.2895250561454333,0.15519588886969388,0.7743983468658224,0.02280861162420876,0.15713777889994818,0,0.0011293869848905663,6.124641616596182,7.290371016256334,13.457565407694053,18.872949578703096,5.712566078044865,6.696767156598267,13.656724113343635,19.15225063324119,0.11538461538461542,11.49315891,15.35342883,11.1934117,13.355126316711015,11.104119549364839,2.11171846968408,0.8009372671629216,0.8101241301569941,0.6368785796866487,0.8865667702090337,6886.795,2021.463,1676.298,0.8292499046482671,0.2935273955446619,0.36856875832160235,0.24340756476706507,0.26089043382443916,0.608769524211932,0.7401826750304845,0.1347114113550576,0.179049976,0.200815517,0.15712061653384174,0.1165750688248,0.6215930777840024,0.055900000000000005,0.0429312,0.3784069222159976,0.08870771908272879,0.07476367933093053,0.30332376535417027,0.2672728601613268,0.17397354630946213,0.33977220679237924
Diversified,15,0.5692875161433639,0.66945681,0.167127365,3.406309410450909,4.005668431378668,3091.594,233.157,13.259709123037267,7.702,-1070.5056,0.016690521510536606,0.47735054863317705,1.5396781626379086,0.1123983533730004,0.086733107596,0.025665245777000398,51180.99,1313.5726874601996,0.035326157531391116,0.07398150783514536,-0.03865535030375424,69874.35596,-2701.017706883018,0.70888026433764,0.193925538,0.055900000000000005,0.30611562,0.0429312,0.29111973566236,1620.90364,963.121,10.31,-952.811,-0.018616501947305047,3266.57,-111.009,-3377.579,-0.12327529036993402,-22.469999999999345,17074.473,-1878.8729999999996,0.12604119515101053,0,0,1.2073653588868767,0.04265157886598238,0.7182340131754724,0.08072832041740498,-0.00871666667,-0.029725,0.018553333,0.0202,0.1123983533730004,0.07751183583675392,0.2578927613970922,0.053471314791917975,0.04623888380449066,0.04614872171536256,0.03202187715525689,0.0474059854614096,0.03289427283017922,0.03745557089240577,0.02294385826117538,0.10980450442361234,0.3015517546193198,0.1342599207577482,0.7421072386029077,0.02445541633413587,0.19174725019570749,9.016208912810656e-05,0.01561657577026774,7.3902112953629375,9.50964419005961,17.105797819969677,23.192311360005277,6.040986739195784,7.386421942892746,17.108860685182286,23.196464041126156,0.06666666666666665,15.45967789,35.44571728,13.2667051,10.029739996816678,12.021811676698789,5.951391919157817,1.266458170273925,1.3455199090838394,0.6431224637264902,0.8110624009030337,7431.28,1722.527,1584.877,0.920088335335237,0.23179411891356538,0.2289292617138919,0.21327106501168036,0.21331814192881485,0.41067546990375736,0.5089383006177055,0.10600832411448943,0.167589221,0.193925538,0.7058456274126382,0.086733107596,0.70888026433764,0.055900000000000005,0.0429312,0.29111973566236005,0.07398150783514537,0.06022607965597615,0.2416400502602524,0.19259132536597906,0.16432110456552934,0.12337871367885313
Drugs (Biotechnology),28,1.6006172787410775,1.465477984,0.219570701,7.289758020771075,6.674287495215493,113.385,50.147,2.261052505633438,163.827,-28.53019999999998,0.1529218748555777,,0.6437209862890202,-0.07155657040741614,0.1437282236544,-0.21528479406181614,2417.43,-520.4359197088562,-0.11188483674789451,0.1385172591351386,-0.2504020958830331,2016.8303157,-505.0185380917193,0.9450803489317415,0.387587752,0.0636,0.038947657,0.0488448,0.05491965106825845,31.6941,1.53,59.79,58.26,0.024099973939266082,57.5,188.348,130.848,0.3237009091471334,6.52,342.697,32.625,0.12680411608209963,0,0,,,0.99945949642,-0.07151789382493841,0.9833333333000001,0.17638,7.860125,,-0.07155657040741614,-0.05650169048152717,0.6771472321755928,-0.13324054361322246,-0.1569851094836537,-0.1583869685644655,-0.1522181672395469,-0.1579873066281746,-0.15183407119926662,-0.17996275714871104,-0.17380952171980307,-0.011338113005246958,0.5398228111742033,0.26769423450791663,0.3228527678244072,0.27903234751316364,0.5511609241794503,0.0014018590808117842,0.001190039714205608,6.776707379307421,17.56460349615932,,,,,,,0.8214285714285714,30.05262352,1054.681409,36.85795642,,29.05455691364895,,3.823969468959386,2.9975777087641684,5.43335931650897,5.038825059540498,198.07,58.269,69.463,1.1921090116528514,0.29418387438784266,,0.3506992477406977,,0.058111091962007366,1.4028689008330624,0.12354507260070864,0.38826648,0.387587752,,0.1437282236544,0.9450803489317415,0.0636,0.0488448,0.05491965106825847,0.1385172591351386,0.12393526468316174,0.1875317729049909,0.22687702768902757,0.05045614337783337,0.31586118822191883
